0,sp_jup_vip,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_chemical,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_port,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_silo,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_military,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_ranch,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,sp_jup_hijack,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,sp_jup_flashback,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_apt,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_resort,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,sp_jup_tundra,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_dam,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,cp_jup_airstrip,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
0,sp_jup_surge,0,default,3920,,0,0,mission_thumbnail_red_crown,2762,802,42.446,44.193,globalLower,0,0,0,0,ui_sp_missionselect_cleanhouse
