891A26E1130EB05B,50
FC56E889052D3823,50
F751297C1A2FA2A9,50
25AD6F034F93AF2D,50
buzzkill,40
61CC49DF58D8244E,10
9501A62017D709D3,50
A4EE120BD3F61B35,50
7670901F9461C455,50
A0880A9CE131DEA8,60
F42B79A30529BA75,61
DD33FE790C41DDE5,62
AA851578EFEA8575,63
82488B195CEC9F4B,100
seven,101
FA09C7954013CDF0,102
A3A0144007C5F9F2,103
DAB63315ABCDB6B4,50
B25FDA74D611DDF2,40
D3BB96C8BD6EFD71,50
EBB26E7B778B5BCE,10
gun_butt,50
978B9BAB778F200B,50
D3DD8A69E4A03838,50
86C2B3D1FA522F2B,50
AF4AB7B4B90C051B,50
909D2A91D79F1DD5,50
ACEEE63CB46A233A,50
224B63CC1F966A36,60
DABB834E68CCA5AF,1000
58B9CD84A305DD09,50
8368A43E439D8A67,60
3B7863DCDFF98B13,60
E13C7899C2EED171,40
123320811BF44B63,40
A7776242889BF154,50
37C5D5F71008DB1D,50
6D681BB42E1AC28F,50
77BDA5EA2C97FBD8,50
low_health_kill,50
air_to_air_kill,50
29065087E352EB71,500
1C66AF162FB14CA3,100
F3D5ADB30A50AA6D,300
F3D5A8B30A50A1EE,500
F3D913B30A538D96,998
F3D918B30A539615,999
F3DC99B30A56A71F,1000
1236123912008792,1001
CB4224860365FCEA,40
BEFFE059B439A04D,40
2394BA621A51F99F,40
8BE3737844D96A7C,40
D8CF5DDB93911EC7,40
F9846838425BD166,40
EC84A057D4A5E12B,40
5A96CAC94547EF4A,40
F8AA004C4B4B068B,40
D8A25A045690AD98,40
1CD1B3AA64F660AC,40
A35A8FFB017484DC,40
9255267388C56B50,40
E7F9EF84C445B1BC,40
EF79DFDAD6AEBC79,40
B586F4FF6274DBFA,40
59D0F5D6F10109CF,40
1AF9DFAC1B8A9462,40
BEF6748BF0181EA1,40
696183B97870D911,40
519E0923D0608694,60
F724D9C81E05584B,60
13B605E7ED53B72E,60
2DD6F453A706CD8C,60
6F7CF4DD6AF9667E,60
106F292DCC64263F,60
37FCE6CABEC1DA7A,60
E8888B8C416A9576,60
67F5DE88F74425F1,60
D85D8DE6ED30FC6B,60
D851AA0ED3213C58,60
64F0DB238DAC1F73,60
52E67B81529D3AB2,60
7D137502F73F6B67,60
520182FC11C6EFEF,60
5F88C4DA4671AF00,60
1E430290CE72E47,60
D3F18ECD0BC1A128,60
E2A6CDFDD2E23304,60
28F2BDED5A715014,60
2823BA96A58D710,60
F88A0D21A577AA90,60
B346A69F055C00A4,60
7C3376E4654A7DAD,60
E2A2B49B5B2FE490,60
2B5885666AF24123,60
F9E3D5B3830715EE,60
CD839781C4FA65A5,60
11FECF17F84E5FE3,60
2AA6915396AF7C26,40
A7EC4D576F0D70CE,40
6AA18600C4C7D0BC,40
A82E8EABDEEDF175,40
F307401509B57208,40
9DA0E998B76F59C0,40
211D42C9466B88A9,40
7A2497E33031FD55,40
F0970378CD78D5D5,40
6F9E17D42AD7F02B,40
A740BBE92F487177,40
CC3663A121F59751,40
4067F80B34C29ED3,40
9BAC70466EEE27F,40
CF757A43B7E7CF34,40
1F75740F9B44995B,40
D296F22FD95C7A27,40
F728EAC20DF568FD,40
8FAAD544F5CA0CC0,40
850C1BC3A60423A0,40
E598FBA4D0AFD436,40
9F4D6D922D359A6F,40
59C9E511BF07339A,40
B21113802F70845A,40
4952DE3DDCEE5917,40
B0C64521535F7A07,40
5F05B4D9D478776B,40
B40BA516E988DB31,40
E6BE2DC886A03645,40
99CD8DD1B9C636E3,40
DC25DF19FE3C666D,40
A6507A3E26FF2B8D,40
A09C7E1463E1F0EE,40
3DCFBFFFD75C8CA9,40
E542C46EDFBDD831,40
88DBD2A19FD6F49B,40
7B8C8A78AC292C0D,1500
5311F153A7FEE40C,1000
F735B92839C5A687,1000
FE8BA8AD4E2E427B,1500
A3E7EBF904A38850,50
C1F0EC4C332C192,50
B723EF4352E748D0,50
D42F3A6D11E62127,1000
67D7D6463CAE5631,1000
ABE3CC5116E269C2,50
DFCD9B1F5926CB85,50
194AD9A7FDB13341,50
2FE2061528D49F0C,50
CB3820DC7D57584,10
5C899F787270F337,50
4D98AED9E6EBBF28,60
E4042D7EF2CD089E,60
538A87430E9CF381,60
6CD3785899A62D4A,50
A6E3B07F24A55E2B,50
843D5100AFE8AEE1,60
5A7B15A24E10A93B,1000
7A10D07E9CC5745B,1000
52BBD83ACF4ACB07,50
A500EA17E54288A0,50
87F6A8171E213A70,50
2824DB5042D26E38,50
58727F626AA03B19,50
8F7FF4D5395B6AC3,60
2E0245DB0447F036,100
5A3B180273BE47B1,60
DDD889F68A4BBED3,60
5F9FC734692AF8D7,60
32FFD90C03EC37C6,1500
16FA4E4E4A6AAACC,60
FE6243D280C9E5CF,1500
6943B98A3E7D1A00,60
DC98011722824BD8,10
FE606101A22E3E79,10
319526C30060D5A8,100
992BAA42F95D6A55,15
BBDFB18B5C09BF99,60
2D6568E59815732D,1500
