23230,jup_founders_week2_mastery,0,0,5,,45913,,,,23231|23235|23239|23243|23247,,1701280800,1701878400,,,0,
23231,jup_founders_week2_1,0,0,1,,41390,,,,23232|23233,0,1701280800,1701878400,,,0,
23232,jup_founders_week2_1_mp,0,0,5,,,,,,,0,1701280800,1701878400,,,0,MP
23233,jup_founders_week2_1_ob,0,0,50,,,,,,,0,1701280800,1701878400,,,0,OB
23235,jup_founders_week2_2,0,0,1,,3946,,,,23236|23238,0,1701280800,1701878400,,,0,
23236,jup_founders_week2_2_mp,0,0,1,,,,,,,0,1701280800,1701878400,,,0,MP
23238,jup_founders_week2_2_ob,0,0,15,,,,,,,0,1701280800,1701878400,,,0,OB
23239,jup_founders_week2_3,0,0,1,,3951,,,,23240|23242,0,1701280800,1701878400,,,0,
23240,jup_founders_week2_3_mp,0,0,10,,,,,,,0,1701280800,1701878400,,,0,MP
23242,jup_founders_week2_3_ob,0,0,50,,,,,,,0,1701280800,1701878400,,,0,OB
23243,jup_founders_week2_4,0,0,1,,36614,,,,23244|23246,0,1701280800,1701878400,,,0,
23244,jup_founders_week2_4_mp,0,0,6,,,,,,,0,1701280800,1701878400,,,0,MP
23246,jup_founders_week2_4_ob,0,0,4,,,,,,,0,1701280800,1701878400,,,0,OB
23247,jup_founders_week2_5,0,0,1,,37063,,,,23248|23249,0,1701280800,1701878400,,,0,
23248,jup_founders_week2_5_mp,0,0,141,,,,,,,1000,1701280800,1701878400,,,0,MP
23249,jup_founders_week2_5_ob,0,0,141,,,,,,,1000,1701280800,1701878400,,,0,OB
22162,jup_codmas_mastery,0,0,7,,47924,,,,22164|22166|22167|22168|22169|22170|22189,,1703095200,1704297600,,,0,
22164,jup_codmas_1,0,0,1,,36897,,,,25689|25697|25710,,1703095200,1704297600,,,0,
25689,jup_codmas_1_mp,0,0,40,,,,,,,,1703095200,1704297600,,,0,MP
25697,jup_codmas_1_ob,0,0,5,,,,,,,,1703095200,1704297600,,,0,OB
25710,jup_codmas_1_br,0,0,1,,,,,,,,1703095200,1704297600,,,0,BR
22166,jup_codmas_2,0,0,1,,3942,,,,25695|25704|25717,,1703095200,1704297600,,,0,
25695,jup_codmas_2_mp,0,0,40,,,,,,,,1703095200,1704297600,,,0,MP
25704,jup_codmas_2_ob,0,0,400,,,,,,,,1703095200,1704297600,,,0,OB
25717,jup_codmas_2_br,0,0,1,,,,,,,,1703095200,1704297600,,,0,BR
22167,jup_codmas_3,0,0,1,,37063,,,,25690|25705|25718,,1703095200,1704297600,,,0,
25690,jup_codmas_3_mp,0,0,100,,,,,,,,1703095200,1704297600,,,0,MP
25705,jup_codmas_3_ob,0,0,400,,,,,,,,1703095200,1704297600,,,0,OB
25718,jup_codmas_3_br,0,0,1,,,,,,,,1703095200,1704297600,,,0,BR
22168,jup_codmas_4,0,0,1,,43133,,,,25691|25706|25719,,1703095200,1704297600,,,0,
25691,jup_codmas_4_mp,0,0,6,,,,,,,,1703095200,1704297600,,,0,MP
25706,jup_codmas_4_ob,0,0,25,,,,,,,,1703095200,1704297600,,,0,OB
25719,jup_codmas_4_br,0,0,1,,,,,,,,1703095200,1704297600,,,0,BR
22169,jup_codmas_5,0,0,1,,44338,,,,25692|25707|25720,,1703095200,1704297600,,,0,
25692,jup_codmas_5_mp,0,0,40,,,,,,,,1703095200,1704297600,,,0,MP
25707,jup_codmas_5_ob,0,0,200,,,,,,,,1703095200,1704297600,,,0,OB
25720,jup_codmas_5_br,0,0,1,,,,,,,,1703095200,1704297600,,,0,BR
22170,jup_codmas_6,0,0,1,,39199,,,,25693|25708|25721,,1703095200,1704297600,,,0,
25693,jup_codmas_6_mp,0,0,30,,,,,,,,1703095200,1704297600,,,0,MP
25708,jup_codmas_6_ob,0,0,8,,,,,,,,1703095200,1704297600,,,0,OB
25721,jup_codmas_6_br,0,0,1,,,,,,,,1703095200,1704297600,,,0,BR
22189,jup_codmas_7,0,0,1,,33312,,,,25694|25709|25722,,1703095200,1704297600,,,0,
25694,jup_codmas_7_mp,0,0,5,,,,,,,,1703095200,1704297600,,,0,MP
25709,jup_codmas_7_ob,0,0,50,,,,,,,,1703095200,1704297600,,,0,OB
25722,jup_codmas_7_br,0,0,1,,,,,,,,1703095200,1704297600,,,0,BR
23294,jup_the_boys_mastery,0,0,6,,46053,,,,23295|23296|23298|23299|23300|23301,,1705514400,1706112000,,,0,
23295,jup_the_boys_1,0,0,1,,44251,,,,25737|25739,0,1705514400,1706112000,,,0,
25737,jup_the_boys_1_mp,0,0,7,,,,,,,0,1705514400,1706112000,,,0,MP
25739,jup_the_boys_1_br,0,0,1,,,,,,,0,1705514400,1706112000,,,0,BR
23296,jup_the_boys_2,0,0,1,,44496,,,,25741|25743,0,1705514400,1706112000,,,0,
25741,jup_the_boys_2_mp,0,0,5,,,,,,,0,1705514400,1706112000,,,0,MP
25743,jup_the_boys_2_br,0,0,1,,,,,,,0,1705514400,1706112000,,,0,BR
23298,jup_the_boys_3,0,0,1,,37063,,,,25757|25759,0,1705514400,1706112000,,,0,
25757,jup_the_boys_3_mp,0,0,10,,,,,,,0,1705514400,1706112000,,,0,MP
25759,jup_the_boys_3_br,0,0,1,,,,,,,0,1705514400,1706112000,,,0,BR
23299,jup_the_boys_4,0,0,1,,39744,,,,25770|25772,0,1705514400,1706112000,,,0,
25770,jup_the_boys_4_mp,0,0,25,,,,,,,0,1705514400,1706112000,,,0,MP
25772,jup_the_boys_4_br,0,0,1,,,,,,,0,1705514400,1706112000,,,0,BR
23300,jup_the_boys_5,0,0,1,,43526,,,,25773|25775,0,1705514400,1706112000,,,0,
25773,jup_the_boys_5_mp,0,0,25,,,,,,,1000,1705514400,1706112000,,,0,MP
25775,jup_the_boys_5_br,0,0,1,,,,,,,1000,1705514400,1706112000,,,0,BR
23301,jup_the_boys_6,0,0,1,,3955,,,,25776|25777,0,1705514400,1706112000,,,0,
25776,jup_the_boys_6_mp,0,0,7,,,,,,,1000,1705514400,1706112000,,,0,MP
25777,jup_the_boys_6_br,0,0,1,,,,,,,1000,1705514400,1706112000,,,0,BR
23302,jup_the_seven_mastery,0,0,6,,37063,,,,23303|23304|23305|23306|23307|23308,,1706724000,1707321600,,,0,
23303,jup_the_seven_1,0,0,1,,44252,,,,25838|25839,0,1706724000,1707321600,,,0,
25838,jup_the_seven_1_mp,0,0,1,,,,,,,0,1706724000,1707321600,,,0,MP
25839,jup_the_seven_1_br,0,0,1,,,,,,,0,1706724000,1707321600,,,0,BR
23304,jup_the_seven_2,0,0,1,,44497,,,,25841|25842,0,1706724000,1707321600,,,0,
25841,jup_the_seven_2_mp,0,0,20,,,,,,,0,1706724000,1707321600,,,0,MP
25842,jup_the_seven_2_br,0,0,1,,,,,,,0,1706724000,1707321600,,,0,BR
23305,jup_the_seven_3,0,0,1,,37063,,,,25844|25845,0,1706724000,1707321600,,,0,
25844,jup_the_seven_3_mp,0,0,45,,,,,,,0,1706724000,1707321600,,,0,MP
25845,jup_the_seven_3_br,0,0,1,,,,,,,0,1706724000,1707321600,,,0,BR
23306,jup_the_seven_4,0,0,1,,44140,,,,25847|25848,0,1706724000,1707321600,,,0,
25847,jup_the_seven_4_mp,0,0,5,,,,,,,0,1706724000,1707321600,,,0,MP
25848,jup_the_seven_4_br,0,0,1,,,,,,,0,1706724000,1707321600,,,0,BR
23307,jup_the_seven_5,0,0,1,,43134,,,,25850|25851,0,1706724000,1707321600,,,0,
25850,jup_the_seven_5_mp,0,0,15,,,,,,,1000,1706724000,1707321600,,,0,MP
25851,jup_the_seven_5_br,0,0,1,,,,,,,1000,1706724000,1707321600,,,0,BR
23308,jup_the_seven_6,0,0,1,,3978,,,,25781|25853,0,1706724000,1707321600,,,0,
25781,jup_the_seven_6_mp,0,0,7,,,,,,,1000,1706724000,1707321600,,,0,MP
25853,jup_the_seven_6_br,0,0,1,,,,,,,1000,1706724000,1707321600,,,0,BR
