16619,jup_weekly_ch_s0_mp_w1_d4_merciless_kills,0,0,3,1000,,0,1,MP,1699466400,1701885599
16618,jup_weekly_ch_s0_mp_w1_d3_point_blank_lmg_kills,0,0,15,7500,,0,1,MP,1699466400,1701885599
16617,jup_weekly_ch_s0_mp_w1_d3_hipfire_lmg_kills,0,0,15,7500,,0,1,MP,1699466400,1701885599
15608,jup_weekly_ch_s0_mp_w1_d2_tac_stance_kills,0,0,20,5000,,0,1,MP,1699466400,1701885599
16616,jup_weekly_ch_s0_mp_w1_d2_pkilop_kills,0,0,20,5000,,0,1,MP,1699466400,1701885599
15606,jup_weekly_ch_s0_mp_w1_d2_crouch_kills,0,0,15,5000,,0,1,MP,1699466400,1701885599
15605,jup_weekly_ch_s0_mp_w1_d1_kills,0,0,20,2500,,0,1,MP,1699466400,1701885599
15305,jup_aa_s0_w1_dmz_0,0,0,1,,,0,1,DMZ,1699466400,1701885599
15306,jup_aa_s0_w1_dmz_1,0,0,1,,,0,1,DMZ,1699466400,1701885599
15307,jup_aa_s0_w1_dmz_2,0,0,1,,,0,1,DMZ,1699466400,1701885599
15308,jup_aa_s0_w1_dmz_3,0,0,1,,,0,1,DMZ,1699466400,1701885599
15309,jup_aa_s0_w1_dmz_4,0,0,1,,,0,1,DMZ,1699466400,1701885599
15310,jup_aa_s0_w1_dmz_5,0,0,1,,,0,1,DMZ,1699466400,1701885599
15311,jup_aa_s0_w1_dmz_6,0,0,1,,,0,1,DMZ,1699466400,1701885599
15313,jup_aa_s0_w1_zm_0,0,0,1,,,0,1,ZM,1699466400,1701885599
15314,jup_aa_s0_w1_zm_1,0,0,1,,,0,1,ZM,1699466400,1701885599
15315,jup_aa_s0_w1_zm_2,0,0,1,,,0,1,ZM,1699466400,1701885599
15316,jup_aa_s0_w1_zm_3,0,0,1,,,0,1,ZM,1699466400,1701885599
15317,jup_aa_s0_w1_zm_4,0,0,1,,,0,1,ZM,1699466400,1701885599
15318,jup_aa_s0_w1_zm_5,0,0,1,,,0,1,ZM,1699466400,1701885599
15319,jup_aa_s0_w1_zm_6,0,0,1,,,0,1,ZM,1699466400,1701885599
15321,jup_aa_tracker_s0_w1,0,0,5,,,0,1,WeeklyTracker,1699639200,1701885599
15297,jup_aa_s0_w1_br_0,0,0,1,,,0,1,BR,1699466400,1701885599
15298,jup_aa_s0_w1_br_1,0,0,1,,,0,1,BR,1699466400,1701885599
15299,jup_aa_s0_w1_br_2,0,0,1,,,0,1,BR,1699466400,1701885599
15300,jup_aa_s0_w1_br_3,0,0,1,,,0,1,BR,1699466400,1701885599
15301,jup_aa_s0_w1_br_4,0,0,1,,,0,1,BR,1699466400,1701885599
15302,jup_aa_s0_w1_br_5,0,0,1,,,0,1,BR,1699466400,1701885599
15303,jup_aa_s0_w1_br_6,0,0,1,,,0,1,BR,1699466400,1701885599
14643,jup_aa_tracker_season_0,0,0,2,,,0,0,SeasonTracker,1699639200,1701885599
16623,jup_weekly_ch_s0_mp_w2_d3_scoped_qbravo95_kills,0,0,15,7500,,0,2,MP,1700071200,1701885599
16622,jup_weekly_ch_s0_mp_w2_d3_qbravo95_longshot_kills,0,0,10,7500,,0,2,MP,1700071200,1701885599
16621,jup_weekly_ch_s0_mp_w2_d2_ar_headshots,0,0,15,5000,,0,2,MP,1700071200,1701885599
16620,jup_weekly_ch_s0_mp_w2_d2_qbravo95_kills,0,0,20,5000,,0,2,MP,1700071200,1701885599
15613,jup_weekly_ch_s0_mp_w2_d2_equipment_destroys,0,0,5,5000,,0,2,MP,1700071200,1701885599
15612,jup_weekly_ch_s0_mp_w2_d1_assists,0,0,15,2500,,0,2,MP,1700071200,1701885599
16624,jup_weekly_ch_s0_mp_w2_d4_collateral_kills,0,0,3,10000,,0,2,MP,1700071200,1701885599
15428,jup_aa_s0_w2_br_0,0,0,1,,,0,2,BR,1700071200,1701885599
15429,jup_aa_s0_w2_br_1,0,0,1,,,0,2,BR,1700071200,1701885599
15430,jup_aa_s0_w2_br_2,0,0,1,,,0,2,BR,1700071200,1701885599
15431,jup_aa_s0_w2_br_3,0,0,1,,,0,2,BR,1700071200,1701885599
15432,jup_aa_s0_w2_br_4,0,0,1,,,0,2,BR,1700071200,1701885599
15433,jup_aa_s0_w2_br_5,0,0,1,,,0,2,BR,1700071200,1701885599
15434,jup_aa_s0_w2_br_6,0,0,1,,,0,2,BR,1700071200,1701885599
15435,jup_aa_s0_w2_dmz_0,0,0,1,,,0,2,DMZ,1700071200,1701885599
15436,jup_aa_s0_w2_dmz_1,0,0,1,,,0,2,DMZ,1700071200,1701885599
15437,jup_aa_s0_w2_dmz_2,0,0,1,,,0,2,DMZ,1700071200,1701885599
15438,jup_aa_s0_w2_dmz_3,0,0,1,,,0,2,DMZ,1700071200,1701885599
15439,jup_aa_s0_w2_dmz_4,0,0,1,,,0,2,DMZ,1700071200,1701885599
15440,jup_aa_s0_w2_dmz_5,0,0,1,,,0,2,DMZ,1700071200,1701885599
15441,jup_aa_s0_w2_dmz_6,0,0,1,,,0,2,DMZ,1700071200,1701885599
15442,jup_aa_s0_w2_zm_0,0,0,1,,,0,2,ZM,1700071200,1701885599
15443,jup_aa_s0_w2_zm_1,0,0,1,,,0,2,ZM,1700071200,1701885599
15444,jup_aa_s0_w2_zm_2,0,0,1,,,0,2,ZM,1700071200,1701885599
15445,jup_aa_s0_w2_zm_3,0,0,1,,,0,2,ZM,1700071200,1701885599
15446,jup_aa_s0_w2_zm_4,0,0,1,,,0,2,ZM,1700071200,1701885599
15447,jup_aa_s0_w2_zm_5,0,0,1,,,0,2,ZM,1700071200,1701885599
15448,jup_aa_s0_w2_zm_6,0,0,1,,,0,2,ZM,1700071200,1701885599
15420,jup_aa_tracker_s0_w2,0,0,5,,,0,2,WeeklyTracker,1699639200,1701885599
15620,jup_weekly_ch_s0_mp_w3_d1_headshots,0,0,15,2500,,0,3,MP,1700676000,1701885599
15622,jup_weekly_ch_s0_mp_w3_d2_kills_from_behind,0,0,10,5000,,0,3,MP,1700676000,1701885599
15626,jup_weekly_ch_s0_mp_w3_d2_assault_kills,0,0,20,5000,,0,3,MP,1700676000,1701885599
16674,jup_weekly_ch_s0_mp_w3_d2_br_bromeo2_kills,0,0,20,5000,,0,3,MP,1700676000,1701885599
16675,jup_weekly_ch_s0_mp_w3_d3_br_ads_kills,0,0,15,7500,,0,3,MP,1700676000,1701885599
16676,jup_weekly_ch_s0_mp_w3_d3_br_bromeo2_headshot_kills,0,0,15,7500,,0,3,MP,1700676000,1701885599
16874,jup_weekly_ch_s0_mp_w3_d4_battle_rifle_triple_kills,0,0,3,10000,,0,3,MP,1700676000,1701885599
15662,jup_aa_s0_w3_br_0,0,0,1,,,0,3,BR,1700676000,1701885599
15661,jup_aa_s0_w3_br_1,0,0,1,,,0,3,BR,1700676000,1701885599
15663,jup_aa_s0_w3_br_2,0,0,1,,,0,3,BR,1700676000,1701885599
15664,jup_aa_s0_w3_br_3,0,0,1,,,0,3,BR,1700676000,1701885599
15665,jup_aa_s0_w3_br_4,0,0,1,,,0,3,BR,1700676000,1701885599
15666,jup_aa_s0_w3_br_5,0,0,1,,,0,3,BR,1700676000,1701885599
15667,jup_aa_s0_w3_br_6,0,0,1,,,0,3,BR,1700676000,1701885599
15668,jup_aa_s0_w3_dmz_0,0,0,1,,,0,3,DMZ,1700676000,1701885599
15669,jup_aa_s0_w3_dmz_1,0,0,1,,,0,3,DMZ,1700676000,1701885599
15670,jup_aa_s0_w3_dmz_2,0,0,1,,,0,3,DMZ,1700676000,1701885599
15671,jup_aa_s0_w3_dmz_3,0,0,1,,,0,3,DMZ,1700676000,1701885599
15672,jup_aa_s0_w3_dmz_4,0,0,1,,,0,3,DMZ,1700676000,1701885599
15673,jup_aa_s0_w3_dmz_5,0,0,1,,,0,3,DMZ,1700676000,1701885599
15674,jup_aa_s0_w3_dmz_6,0,0,1,,,0,3,DMZ,1700676000,1701885599
15675,jup_aa_s0_w3_zm_0,0,0,1,,,0,3,ZM,1700676000,1701885599
15676,jup_aa_s0_w3_zm_1,0,0,1,,,0,3,ZM,1700676000,1701885599
15677,jup_aa_s0_w3_zm_2,0,0,1,,,0,3,ZM,1700676000,1701885599
15678,jup_aa_s0_w3_zm_3,0,0,1,,,0,3,ZM,1700676000,1701885599
15679,jup_aa_s0_w3_zm_4,0,0,1,,,0,3,ZM,1700676000,1701885599
15680,jup_aa_s0_w3_zm_5,0,0,1,,,0,3,ZM,1700676000,1701885599
15681,jup_aa_s0_w3_zm_6,0,0,1,,,0,3,ZM,1700676000,1701885599
15619,jup_aa_tracker_s0_w3,0,0,5,,,0,3,WeeklyTracker,1699639200,1701885599
15633,jup_weekly_ch_s0_mp_w4_d1_payback_kills,0,0,10,2500,,0,4,MP,1701280800,1701885599
16678,jup_weekly_ch_s0_mp_w4_d2_ar_acharlie_kills,0,0,20,5000,,0,4,MP,1701280800,1701885599
16679,jup_weekly_ch_s0_mp_w4_d2_slinced_ar_kills,0,0,20,5000,,0,4,MP,1701280800,1701885599
16680,jup_weekly_ch_s0_mp_w4_d2_scoped_ar_kills,0,0,20,5000,,0,4,MP,1701280800,1701885599
15637,jup_weekly_ch_s0_mp_w4_d3_sliding_kills,0,0,15,7500,,0,4,MP,1701280800,1701885599
16681,jup_weekly_ch_s0_mp_w4_d3_ar_acharlie_headshot_kills,0,0,25,7500,,0,4,MP,1701280800,1701885599
16682,jup_weekly_ch_s0_mp_w4_d4_triple_kills_with_sniper,0,0,3,10000,,0,4,MP,1701280800,1701885599
15640,jup_aa_s0_w4_br_0,0,0,1,,,0,4,BR,1701280800,1701885599
15641,jup_aa_s0_w4_br_1,0,0,1,,,0,4,BR,1701280800,1701885599
15642,jup_aa_s0_w4_br_2,0,0,1,,,0,4,BR,1701280800,1701885599
15643,jup_aa_s0_w4_br_3,0,0,1,,,0,4,BR,1701280800,1701885599
15644,jup_aa_s0_w4_br_4,0,0,1,,,0,4,BR,1701280800,1701885599
15645,jup_aa_s0_w4_br_5,0,0,1,,,0,4,BR,1701280800,1701885599
15646,jup_aa_s0_w4_br_6,0,0,1,,,0,4,BR,1701280800,1701885599
15647,jup_aa_s0_w4_dmz_0,0,0,1,,,0,4,DMZ,1701280800,1701885599
15648,jup_aa_s0_w4_dmz_1,0,0,1,,,0,4,DMZ,1701280800,1701885599
15649,jup_aa_s0_w4_dmz_2,0,0,1,,,0,4,DMZ,1701280800,1701885599
15650,jup_aa_s0_w4_dmz_3,0,0,1,,,0,4,DMZ,1701280800,1701885599
15651,jup_aa_s0_w4_dmz_4,0,0,1,,,0,4,DMZ,1701280800,1701885599
15652,jup_aa_s0_w4_dmz_5,0,0,1,,,0,4,DMZ,1701280800,1701885599
15653,jup_aa_s0_w4_dmz_6,0,0,1,,,0,4,DMZ,1701280800,1701885599
15654,jup_aa_s0_w4_zm_0,0,0,1,,,0,4,ZM,1701280800,1701885599
15655,jup_aa_s0_w4_zm_1,0,0,1,,,0,4,ZM,1701280800,1701885599
15656,jup_aa_s0_w4_zm_2,0,0,1,,,0,4,ZM,1701280800,1701885599
15657,jup_aa_s0_w4_zm_3,0,0,1,,,0,4,ZM,1701280800,1701885599
15658,jup_aa_s0_w4_zm_4,0,0,1,,,0,4,ZM,1701280800,1701885599
15659,jup_aa_s0_w4_zm_5,0,0,1,,,0,4,ZM,1701280800,1701885599
15660,jup_aa_s0_w4_zm_6,0,0,1,,,0,4,ZM,1701280800,1701885599
15631,jup_aa_tracker_s0_w4,0,0,5,,,0,4,WeeklyTracker,1699639200,1701885599
16614,jup_weekly_ch_s1_mp_w1_d1_kills,0,0,3,1000,,1,1,MP,1701885600,1706723999
16683,jup_weekly_ch_s1_mp_w1_d2_uzulu_pro_kills,0,0,15,5000,,1,1,MP,1701885600,1706723999
16684,jup_weekly_ch_s1_mp_w1_d2_smg_hipfire_kills,0,0,15,5000,,1,1,MP,1701885600,1706723999
16685,jup_weekly_ch_s1_mp_w1_d2_point_blank_smg_kills,0,0,15,5000,,1,1,MP,1701885600,1706723999
16686,jup_weekly_ch_s1_mp_w1_d3_midair_kills,0,0,15,7500,,1,1,MP,1701885600,1706723999
16687,jup_weekly_ch_s1_mp_w1_d3_double_kills_with_smgs,0,0,10,7500,,1,1,MP,1701885600,1706723999
16688,jup_weekly_ch_s1_mp_w1_d4_merciless_kills,0,0,1,10000,,1,1,MP,1701885600,1706723999
16593,jup_aa_s1_w1_br_0,0,0,1,,,1,1,BR,1701885600,1706723999
16594,jup_aa_s1_w1_br_1,0,0,1,,,1,1,BR,1701885600,1706723999
16595,jup_aa_s1_w1_br_2,0,0,1,,,1,1,BR,1701885600,1706723999
16596,jup_aa_s1_w1_br_3,0,0,1,,,1,1,BR,1701885600,1706723999
