include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,
include,omnvars/mp/gametypes/omnvars_steppedProgressBar.csv,,,,,,
ui_br_altimeter_horizontal_speed,1,,c,i,0,0,999
ui_br_altimeter_vertical_speed,1,,c,i,0,0,999
ui_br_altimeter_deploy_height,1,,c,i,0,0,32767
ui_br_altimeter_height,1,,c,f,0,0,1
ui_br_altimeter_state,1,,c,i,0,0,2
ui_gold,1,1,c,i,0,0,65535
ui_gold_gained,1,1,c,i,0,0,65535
ui_gold_show_teams_stash_inventory,1,1,c,i,0,0,1
ui_gold_teams_stash_inventory_is_ally,1,1,c,b,0,0,1
ui_max_gold,1,1,c,i,0,0,65535
ui_hardpoint_timer,1,,g,t,0,,
ui_next_moneypile_preview,1,,g,b,0,0,1
ui_ally_team_pile_stolen,1,,c,b,0,0,1
ui_enemy_team_pile_stolen,1,,c,b,0,0,1
ui_hide_individual_progress,1,,c,b,0,0,1
ui_gold_show_inventory,1,,c,b,0,0,1
ui_gold_pop_inventory,1,,c,b,0,0,1
ui_droploot_inv_0,1,,g,i,0,0,1000000
ui_droploot_inv_1,1,,g,i,0,0,1000000
ui_droploot_inv_2,1,,g,i,0,0,1000000
ui_droploot_inv_3,1,,g,i,0,0,1000000
ui_droploot_inv_4,1,,g,i,0,0,1000000
ui_droploot_inv_5,1,,g,i,0,0,1000000
ui_droploot_inv_6,1,,g,i,0,0,1000000
ui_droploot_inv_7,1,,g,i,0,0,1000000
ui_droploot_inv_8,1,,g,i,0,0,1000000
ui_droploot_inv_9,1,,g,i,0,0,1000000
ui_droploot_inv_10,1,,g,i,0,0,1000000
ui_droploot_inv_11,1,,g,i,0,0,1000000
ui_droploot_inv_12,1,,g,i,0,0,1000000
ui_droploot_inv_13,1,,g,i,0,0,1000000
ui_droploot_inv_14,1,,g,i,0,0,1000000
ui_droploot_inv_15,1,,g,i,0,0,1000000
ui_droploot_inv_16,1,,g,i,0,0,1000000
ui_droploot_inv_17,1,,g,i,0,0,1000000
ui_droploot_inv_18,1,,g,i,0,0,1000000
ui_droploot_inv_19,1,,g,i,0,0,1000000
