0,none,0,menu_default_slot,standard,,,,1
1,cos_001,0,ui_charm_001,standard,,,,0
2,cos_002,0,ui_charm_002,standard,,,,0
3,cos_003,0,ui_charm_003,standard,,,,0
4,cos_004,0,ui_charm_004,standard,,,,0
5,cos_005,0,ui_charm_005,standard,,,,0
6,cos_006,0,ui_charm_006,standard,,,,0
7,cos_007,0,ui_charm_007,standard,,,,0
8,cos_008,0,ui_charm_008,standard,,,,0
9,cos_009,0,ui_charm_009,standard,,,,0
10,cos_010,0,ui_charm_010,standard,,,,0
11,cos_011,0,ui_charm_011,standard,,,,0
12,cos_012,0,ui_charm_012,standard,,,,0
13,cos_013,0,ui_charm_013,standard,,,,0
14,cos_014,0,ui_charm_014,standard,,,,0
15,cos_015,0,ui_charm_015,standard,,,,0
16,cos_016,0,ui_charm_016,standard,,,,0
17,cos_017,0,ui_charm_017,standard,,,,0
18,cos_018,0,ui_charm_018,standard,,,,0
19,cos_019,0,ui_charm_019,standard,,,,0
20,cos_020,0,ui_charm_020,standard,,,,0
21,cos_021,0,ui_charm_021,standard,,,,0
22,cos_022,0,ui_charm_022,standard,,,,0
23,cos_023,0,ui_charm_023,standard,,,,0
24,cos_024,0,ui_charm_024,standard,,,,0
25,cos_025,0,ui_charm_025,standard,,,,0
26,cos_026,0,ui_charm_026,standard,,,,0
27,cos_027,0,ui_charm_027,standard,,,,0
28,cos_028,0,ui_charm_028,standard,,,,0
29,cos_029,0,ui_charm_029,standard,,,,0
30,cos_030,0,ui_charm_030,standard,,,,0
31,cos_031,0,ui_charm_031,standard,,,,0
32,cos_032,0,ui_charm_032,standard,,,,0
33,cos_033,0,ui_charm_033,standard,,,,0
34,cos_034,0,ui_charm_034,standard,,,,0
35,cos_035,0,ui_charm_035,standard,,,,0
36,cos_036,0,ui_charm_036,standard,,,,0
37,cos_037,0,ui_charm_037,standard,,,,0
38,cos_038,0,ui_charm_038,standard,,,,0
39,cos_039,0,ui_charm_039,standard,,,,0
40,cos_040,0,ui_charm_040,standard,,,,0
41,cos_041,0,ui_charm_041,standard,,,,0
42,cos_042,0,ui_charm_042,standard,,,,0
43,cos_043,0,ui_charm_043,standard,,,,0
44,cos_044,0,ui_charm_044,standard,,,,0
45,cos_045,0,ui_charm_045,standard,,,,0
46,cos_046,0,ui_charm_046,standard,,,,0
47,cos_047,0,ui_charm_047,standard,,,,0
48,cos_048,0,ui_charm_048,standard,,,,0
49,cos_049,0,ui_charm_049,standard,,,,0
50,cos_050,0,ui_charm_050,standard,,,,0
51,cos_051,0,ui_charm_051,standard,,,,0
52,cos_052,0,ui_charm_052,standard,,,,0
53,cos_053,0,ui_charm_053,standard,,,,0
54,cos_054,0,ui_charm_054,standard,,,,0
55,cos_055,0,ui_charm_055,standard,,,,0
56,cos_056,0,ui_charm_056,standard,,,,0
57,cos_057,0,ui_charm_057,standard,,,,0
58,cos_058,0,ui_charm_058,standard,,,,0
59,cos_059,0,ui_charm_059,standard,,,,0
60,cos_060,0,ui_charm_060,standard,,,,0
61,cos_061,0,ui_charm_061,standard,,,,0
62,cos_062,0,ui_charm_062,standard,,,,0
63,cos_063,0,ui_charm_063,standard,,,,0
64,cos_064,0,ui_charm_064,standard,,,,0
65,cos_065,0,ui_charm_065,standard,1,,,0
66,cos_066,0,ui_charm_066,standard,,,,0
67,cos_067,0,ui_charm_067,standard,1,,,0
68,cos_068,0,ui_charm_068,standard,,,,0
69,cos_069,0,ui_charm_069,standard,,,,0
70,cos_070,0,ui_charm_070,standard,,,,0
71,cos_071,0,ui_charm_071,standard,,,,0
72,cos_072,0,ui_charm_072,standard,,,,0
73,cos_073,0,ui_charm_073,standard,,,,0
74,cos_074,0,ui_charm_074,standard,,,,0
75,cos_075,0,ui_charm_075,standard,,,,0
76,cos_076,0,ui_charm_076,standard,,,,0
77,cos_077,0,ui_charm_077,standard,,,,0
78,cos_078,0,ui_charm_078,standard,,,,0
79,cos_079,0,ui_charm_079,standard,,,,0
80,cos_080,0,ui_charm_080,standard,1,,,0
81,cos_081,0,ui_charm_081,standard,1,,,0
82,cos_082,0,ui_charm_082,standard,1,,,0
83,cos_083,0,ui_charm_083,standard,,,,0
84,cos_084,0,ui_charm_084,standard,1,,,0
85,cos_085,0,ui_charm_085,standard,,,,0
86,cos_086,0,ui_charm_086,standard,,,,0
87,cos_087,0,ui_charm_087,standard,,,,0
88,cos_088,0,ui_charm_088,standard,,,,0
89,cos_089,0,ui_charm_089,standard,,,,0
90,cos_090,0,ui_charm_090,standard,,,,0
91,cos_091,0,ui_charm_091,standard,,,,0
92,cos_092,0,ui_charm_092,standard,,,,0
93,cos_093,0,ui_charm_093,standard,,,,0
