ui_zm_current_quest_id,1,,c,i,0,0,127,,,,,1,,
ui_zm_current_quest_step_id,1,,c,i,0,0,255,,,,,1,,
ui_zm_current_quest_status,1,,c,i,0,0,4,,,,,1,,
ui_zm_current_quest_step_progress,1,,c,i,0,0,10000,,,,,1,,
ui_zm_current_quest_step_progress_max,1,,c,i,1,1,10000,,,,,1,,
ui_zm_current_quest_step_time,1,,c,i,0,0,1000000,,,,,1,,
ui_zm_current_quest_step_time_notify,1,,c,n,,,,,,,,1,,
ui_zm_current_quest_step_time_frozen,1,,c,b,0,0,1,,,,,1,,
ui_zm_current_quest_status_notify,1,,c,n,,,,,,,,1,,
ui_zm_current_quest_team_members_places,1,,c,a,0,0,,,,,,1,,
ui_zm_current_quest_show_placement_splash,1,,c,b,0,0,1,,,,,1,,
ui_zm_current_quest_team_members_scores,1,,c,a,0,0,,,,,,1,,
ui_zm_current_quest_show_leaderboard,1,,c,b,0,0,1,,,,,1,,
ui_zm_current_quest_step_placement,1,,c,i,1,1,8,,,,,1,,
ui_zm_current_quest_step_max_placement,1,,c,i,1,1,8,,,,,1,,
