48598,cer_daily_br_p1_contracts,0,0,3,2500,,1,,,,,1,,,0
48601,cer_daily_br_p1_loot_cache,0,0,20,2500,,1,,,,,2,,,0
48602,cer_daily_br_p1_eliminations,0,0,10,2500,,1,,,,,3,,,0
50718,cer_daily_br_p2_elims_ar,0,0,5,2500,,2,,,,,1,,,0
50719,cer_daily_br_p2_elims_dmr,0,0,5,2500,,2,,,,,2,,,0
50720,cer_daily_br_p2_elims_lmg,0,0,5,2500,,2,,,,,3,,,0
50721,cer_daily_br_p2_elims_shg,0,0,5,2500,,2,,,,,4,,,0
50722,cer_daily_br_p2_elims_smg,0,0,5,2500,,2,,,,,5,,,0
50723,cer_daily_br_p2_elims_sniper,0,0,5,2500,,2,,,,,6,,,0
50724,cer_daily_br_p2_elims_without_dying,0,0,3,2500,,2,,,,,7,,,0
48611,cer_daily_br_p2_kills_hipfire,0,0,3,2500,,2,,,,,8,,,0
48612,cer_daily_br_p2_kills_ads,0,0,3,2500,,2,,,,,9,,,0
48613,cer_daily_br_p2_headshots,0,0,1,2500,,2,,,,,10,,,0
48614,cer_daily_br_p2_placement_top10,0,0,2,2500,,2,,,,,11,,,0
48615,cer_daily_br_p2_loot_legendary_crates,0,0,10,2500,,2,,,,,12,,,0
48616,cer_daily_br_p2_contracts_bounty,0,0,3,2500,,2,,,,,13,,,0
48617,cer_daily_br_p2_contracts_scavenger,0,0,5,2500,,2,,,,,14,,,0
48619,cer_daily_br_p2_contracts_most_wanted,0,0,2,2500,,2,,,,,15,,,0
48622,cer_daily_br_p2_uav,0,0,2,2500,,2,,,,,16,,,0
48624,cer_daily_br_p2_artillery_strike,0,0,2,2500,,2,,,,,17,,,0
48632,cer_daily_br_p2_sentry_sam_turret,0,0,2,2500,,2,,,,,18,,,0
48827,cer_daily_br_p2_counter_uav,0,0,2,2500,,2,,,,,19,,,0
48809,cer_daily_br_p2_precision_airstrike,0,0,2,2500,,2,,,,,20,,,0
48634,cer_daily_br_p2_buy_killstreaks,0,0,5,2500,,2,,,,,21,,,0
48636,cer_daily_br_p2_loadout,0,0,3,2500,,2,,,,,22,,,0
50728,cer_daily_br_p2_elims_perk_tracker,0,0,3,2500,,2,,,,,23,,,0
50729,cer_daily_br_p2_elims_perk_cold_blooded,0,0,3,2500,,2,,,,,24,,,0
50730,cer_daily_br_p2_elims_perk_tempered,0,0,3,2500,,2,,,,,25,,,0
50731,cer_daily_br_p2_elims_perk_alertness,0,0,3,2500,,2,,,,,26,,,0
50732,cer_daily_br_p2_elims_perk_bomb_squad,0,0,3,2500,,2,,,,,27,,,0
50733,cer_daily_br_p2_elims_perk_ghost,0,0,3,2500,,2,,,,,28,,,0
50734,cer_daily_br_p2_elims_perk_gungho,0,0,3,2500,,2,,,,,29,,,0
50735,cer_daily_br_p2_elims_perk_quartermaster,0,0,3,2500,,2,,,,,30,,,0
50736,cer_daily_br_p2_elims_perk_resolute,0,0,3,2500,,2,,,,,31,,,0
50737,cer_daily_br_p2_elims_perk_survivor,0,0,3,2500,,2,,,,,32,,,0
50738,cer_daily_br_p2_elims_perk_sprinter,0,0,3,2500,,2,,,,,33,,,0
50739,cer_daily_br_p2_elims_perk_scavenger,0,0,3,2500,,2,,,,,34,,,0
50740,cer_daily_br_p2_elims_perk_quick_fix,0,0,3,2500,,2,,,,,35,,,0
50741,cer_daily_br_p2_elims_perk_birdseye,0,0,3,2500,,2,,,,,36,,,0
50742,cer_daily_br_p2_elims_perk_grenadier,0,0,3,2500,,2,,,,,37,,,0
48638,cer_daily_br_p3_eliminations_most_wanted,0,0,2,2500,,3,,,,,1,,,0
50744,cer_daily_br_p3_elims_ground_loot_weapon,0,0,5,2500,,3,,,,,2,,,0
50743,cer_daily_br_p3_elims_enemy_weapon,0,0,5,2500,,3,,,,,3,,,0
50745,cer_daily_br_p3_2headshots1match,0,0,1,2500,,3,,,,,4,,,0
48646,cer_daily_br_p3_kills_headshots_ar,0,0,1,2500,,3,,,,,5,,,0
48651,cer_daily_br_p3_kills_headshots_smg,0,0,1,2500,,3,,,,,6,,,0
48653,cer_daily_br_p3_kills_headshots_lmg,0,0,1,2500,,3,,,,,7,,,0
48648,cer_daily_br_p3_kills_headshots_dmr,0,0,1,2500,,3,,,,,8,,,0
48650,cer_daily_br_p3_kills_headshots_sniper,0,0,1,2500,,3,,,,,9,,,0
48655,cer_daily_br_p3_3contracts_1match,0,0,1,2500,,3,,,,,10,,,0
48656,cer_daily_br_p3_kills_melee,0,0,1,2500,,3,,,,,11,,,0
50747,cer_daily_br_p3_5elims1match,0,0,1,2500,,3,,,,,12,,,0
48660,cer_daily_br_p3_placement_top5,0,0,1,2500,,3,,,,,13,,,0
48662,cer_daily_br_p3_placement_top10_10elims,0,0,1,2500,,3,,,,,14,,,0
48664,cer_daily_br_p3_throwing_knives,0,0,1,2500,,3,,,,,15,,,0
48666,cer_daily_br_p3_combat_axes,0,0,1,2500,,3,,,,,16,,,0
48864,cer_daily_br_p3_kills_headshots_pistol,0,0,1,2500,,3,,,,,17,,,0
43842,cer_daily_br_p4_bonus_base,0,0,3,3000,,4,,,,,1,,,0
39436,cer_daily_br_ch_bonus_prestige1,0,0,3,5000,,4,,,,,2,,,0
48883,cer_daily_br_ch_bonus_prestige2,0,0,3,5000,,4,,,,,3,,,0
48884,cer_daily_br_ch_bonus_prestige3,0,0,3,5000,,4,,,,,4,,,0
39438,cer_daily_br_ch_bonus_prestige4,0,0,3,5000,,4,,,,,5,,,0
48885,cer_daily_br_ch_bonus_prestige5,0,0,3,7500,,4,,,,,6,,,0
48886,cer_daily_br_ch_bonus_prestige6,0,0,3,7500,,4,,,,,7,,,0
39439,cer_daily_br_ch_bonus_prestige7,0,0,3,7500,,4,,,,,8,,,0
48887,cer_daily_br_ch_bonus_prestige8,0,0,3,7500,,4,,,,,9,,,0
48888,cer_daily_br_ch_bonus_prestige9,0,0,3,7500,,4,,,,,10,,,0
48889,cer_daily_br_ch_bonus_prestige10,0,0,3,7500,,4,,,,,11,,,0
39440,cer_daily_br_ch_bonus_prestigemaster,0,0,3,10000,,4,,,,,12,,,0
52131,cer_daily_br_p5_eliminations_ads,0,0,5,7500,,5,,,,,1,,,0
52135,cer_daily_br_p5_use_killstreaks,0,0,3,7500,,5,,,,,2,,,0
52136,cer_daily_br_p5_complete_matches,0,0,3,7500,,5,,,,,3,,,0
52140,cer_daily_br_p5_loot_caches,0,0,20,7500,,5,,,,,4,,,0
