37621,t10_ar_p01_coslo723_camo_base,0,0,5|10|15|20|30|40|50|75|100,65310|65311|65312|65313|65314|65315|65316|65317|65318,100|200|300|400|500|600|700|800|900,,,,,,0
37622,t10_ar_p01_coslo723_camo_unique1,0,0,30,70659,1000,,,,t10_ar_p01_coslo723_camo_unique_unlock,,0
37623,t10_ar_p01_coslo723_camo_unique2,0,0,30,71780,1000,,,,t10_ar_p01_coslo723_camo_unique_unlock,,0
37689,t10_ar_p01_coslo723_camo_unique_wrapper,0,0,1,,,,,,,37622|37623,0
37690,t10_ar_p01_coslo723_camo_unique_unlock,0,0,1,,,,,,,37621,0
37624,t10_ar_p01_coslo723_camo_gold,0,0,10,65328,2500,,,,t10_ar_p01_coslo723_camo_gold_unlock,,0
37625,t10_ar_p01_coslo723_camo_gold_wrapper,0,0,1,,,,,,,37624,0
37626,t10_ar_p01_coslo723_camo_gold_unlock,0,0,2,,,,,,,37622|37623,0
38002,t10_ar_p01_coslo723_camo_diamond,0,0,10,65329,5000,,,,t10_ar_p01_coslo723_camo_diamond_unlock,,0
38003,t10_ar_p01_coslo723_camo_diamond_wrapper,0,0,1,,,,,,,38002,0
38004,t10_ar_p01_coslo723_camo_diamond_unlock,0,0,2,,,,,,,37625|38329,0
38304,t10_ar_p01_coslo723_camo_intergalactic,0,0,3,65330,7500,,,,t10_ar_p01_coslo723_camo_intergalactic_unlock,,0
38305,t10_ar_p01_coslo723_camo_intergalactic_wrapper,0,0,1,,,,,,,38304,0
38306,t10_ar_p01_coslo723_camo_intergalactic_unlock,0,0,2,,,,,,,38003|38337,0
38307,t10_ar_p01_coslo723_camo_darkmatter,0,0,3,65331,7500,,,,t10_ar_p01_coslo723_camo_darkmatter_unlock,,0
38308,t10_ar_p01_coslo723_camo_darkmatter_wrapper,0,0,1,,,,,,,38307,0
38309,t10_ar_p01_coslo723_camo_darkmatter_unlock,0,0,2,,,,,,,38305|38328,0
38869,t10_ar_p01_coslo723_camo_zm_base,0,0,100|200|300|400|600|800|1000|1500|2000,72307|72407|72507|72607|72707|72807|72907|73007|73107,100|200|300|400|500|600|700|800|900,,,,,,0
38870,t10_ar_p01_coslo723_camo_zm_unique1,0,0,300,70661,1000,,,,t10_ar_p01_coslo723_camo_zm_unique_unlock,,0
38871,t10_ar_p01_coslo723_camo_zm_unique2,0,0,30,71782,1000,,,,t10_ar_p01_coslo723_camo_zm_unique_unlock,,0
38872,t10_ar_p01_coslo723_camo_zm_unique_wrapper,0,0,1,,,,,,,38870|38871,0
38873,t10_ar_p01_coslo723_camo_zm_unique_unlock,0,0,1,,,,,,,38869,0
38874,t10_ar_p01_coslo723_camo_zm_gold,0,0,15,73251,2500,,,,t10_ar_p01_coslo723_camo_zm_gold_unlock,,0
38875,t10_ar_p01_coslo723_camo_zm_gold_wrapper,0,0,1,,,,,,,38874,0
38876,t10_ar_p01_coslo723_camo_zm_gold_unlock,0,0,2,,,,,,,38870|38871,0
38877,t10_ar_p01_coslo723_camo_zm_diamond,0,0,30,73351,5000,,,,t10_ar_p01_coslo723_camo_zm_diamond_unlock,,0
38878,t10_ar_p01_coslo723_camo_zm_diamond_wrapper,0,0,1,,,,,,,38877,0
38879,t10_ar_p01_coslo723_camo_zm_diamond_unlock,0,0,2,,,,,,,38875|38896,0
38880,t10_ar_p01_coslo723_camo_zm_intergalactic,0,0,10,73451,7500,,,,t10_ar_p01_coslo723_camo_zm_intergalactic_unlock,,0
38881,t10_ar_p01_coslo723_camo_zm_intergalactic_wrapper,0,0,1,,,,,,,38880,0
38882,t10_ar_p01_coslo723_camo_zm_intergalactic_unlock,0,0,2,,,,,,,38878|38904,0
38883,t10_ar_p01_coslo723_camo_zm_darkmatter,0,0,10,73551,7500,,,,t10_ar_p01_coslo723_camo_zm_darkmatter_unlock,,0
38884,t10_ar_p01_coslo723_camo_zm_darkmatter_wrapper,0,0,1,,,,,,,38883,0
38885,t10_ar_p01_coslo723_camo_zm_darkmatter_unlock,0,0,2,,,,,,,38881|38905,0
38852,t10_ar_p01_coslo723_camo_wz_base,0,0,5|10|15|20|30|40|50|75|100,72273|72373|72473|72573|72673|72773|72873|72973|73073,300|500|100|700|800|900|||,,,,,,0
38853,t10_ar_p01_coslo723_camo_wz_unique1,0,0,5,70660,1000,,,,t10_ar_p01_coslo723_camo_wz_unique_unlock,,0
38854,t10_ar_p01_coslo723_camo_wz_unique2,0,0,10,71781,1000,,,,t10_ar_p01_coslo723_camo_wz_unique_unlock,,0
38855,t10_ar_p01_coslo723_camo_wz_unique_wrapper,0,0,1,,,,,,,38853|38854,0
38856,t10_ar_p01_coslo723_camo_wz_unique_unlock,0,0,1,,,,,,,38852,0
38857,t10_ar_p01_coslo723_camo_wz_gold,0,0,5,73217,2500,,,,t10_ar_p01_coslo723_camo_wz_gold_unlock,,0
38858,t10_ar_p01_coslo723_camo_wz_gold_wrapper,0,0,1,,,,,,,38857,0
38859,t10_ar_p01_coslo723_camo_wz_gold_unlock,0,0,2,,,,,,,38853|38854,0
38860,t10_ar_p01_coslo723_camo_wz_diamond,0,0,5,73317,5000,,,,t10_ar_p01_coslo723_camo_wz_diamond_unlock,,0
38861,t10_ar_p01_coslo723_camo_wz_diamond_wrapper,0,0,1,,,,,,,38860,0
38862,t10_ar_p01_coslo723_camo_wz_diamond_unlock,0,0,2,,,,,,,38858|38886,0
38863,t10_ar_p01_coslo723_camo_wz_intergalactic,0,0,5,73417,7500,,,,t10_ar_p01_coslo723_camo_wz_intergalactic_unlock,,0
38864,t10_ar_p01_coslo723_camo_wz_intergalactic_wrapper,0,0,1,,,,,,,38863,0
38865,t10_ar_p01_coslo723_camo_wz_intergalactic_unlock,0,0,2,,,,,,,38861|38894,0
38866,t10_ar_p01_coslo723_camo_wz_darkmatter,0,0,2,73517,7500,,,,t10_ar_p01_coslo723_camo_wz_darkmatter_unlock,,0
38867,t10_ar_p01_coslo723_camo_wz_darkmatter_wrapper,0,0,1,,,,,,,38866,0
38868,t10_ar_p01_coslo723_camo_wz_darkmatter_unlock,0,0,2,,,,,,,38864|38895,0
38193,t10_ar_p02_aking74_camo_base,0,0,5|10|15|20|30|40|50|75|100,65319|65320|65321|65322|65323|65324|65325|65326|65327,100|200|300|400|500|600|700|800|900,,,,,,0
38194,t10_ar_p02_aking74_camo_unique1,0,0,50,70665,1000,,,,t10_ar_p02_aking74_camo_unique_unlock,,0
38195,t10_ar_p02_aking74_camo_unique2,0,0,20,63037,1000,,,,t10_ar_p02_aking74_camo_unique_unlock,,0
38196,t10_ar_p02_aking74_camo_unique_wrapper,0,0,1,,,,,,,38194|38195,0
38197,t10_ar_p02_aking74_camo_unique_unlock,0,0,1,,,,,,,38193,0
38198,t10_ar_p02_aking74_camo_gold,0,0,10,65332,2500,,,,t10_ar_p02_aking74_camo_gold_unlock,,0
38199,t10_ar_p02_aking74_camo_gold_wrapper,0,0,1,,,,,,,38198,0
38200,t10_ar_p02_aking74_camo_gold_unlock,0,0,2,,,,,,,38194|38195,0
38201,t10_ar_p02_aking74_camo_diamond,0,0,10,65333,5000,,,,t10_ar_p02_aking74_camo_diamond_unlock,,0
38202,t10_ar_p02_aking74_camo_diamond_wrapper,0,0,1,,,,,,,38201,0
38203,t10_ar_p02_aking74_camo_diamond_unlock,0,0,2,,,,,,,38199|38329,0
38298,t10_ar_p02_aking74_camo_intergalactic,0,0,3,65334,7500,,,,t10_ar_p02_aking74_camo_intergalactic_unlock,,0
38299,t10_ar_p02_aking74_camo_intergalactic_wrapper,0,0,1,,,,,,,38298,0
38300,t10_ar_p02_aking74_camo_intergalactic_unlock,0,0,2,,,,,,,38202|38337,0
38301,t10_ar_p02_aking74_camo_darkmatter,0,0,3,65335,7500,,,,t10_ar_p02_aking74_camo_darkmatter_unlock,,0
38302,t10_ar_p02_aking74_camo_darkmatter_wrapper,0,0,1,,,,,,,38301,0
38303,t10_ar_p02_aking74_camo_darkmatter_unlock,0,0,2,,,,,,,38299|38328,0
40276,t10_ar_p02_aking74_camo_zm_base,0,0,100|200|300|400|600|800|1000|1500|2000,72301|72401|72501|72601|72701|72801|72901|73001|73101,100|200|300|400|500|600|700|800|900,,,,,,0
40277,t10_ar_p02_aking74_camo_zm_unique1,0,0,15,70667,1000,,,,t10_ar_p02_aking74_camo_zm_unique_unlock,,0
40278,t10_ar_p02_aking74_camo_zm_unique2,0,0,300,71779,1000,,,,t10_ar_p02_aking74_camo_zm_unique_unlock,,0
40279,t10_ar_p02_aking74_camo_zm_unique_wrapper,0,0,1,,,,,,,40277|40278,0
40280,t10_ar_p02_aking74_camo_zm_unique_unlock,0,0,1,,,,,,,40276,0
40281,t10_ar_p02_aking74_camo_zm_gold,0,0,15,73245,2500,,,,t10_ar_p02_aking74_camo_zm_gold_unlock,,0
40282,t10_ar_p02_aking74_camo_zm_gold_wrapper,0,0,1,,,,,,,40281,0
40283,t10_ar_p02_aking74_camo_zm_gold_unlock,0,0,2,,,,,,,40277|40278,0
40284,t10_ar_p02_aking74_camo_zm_diamond,0,0,30,73345,5000,,,,t10_ar_p02_aking74_camo_zm_diamond_unlock,,0
40285,t10_ar_p02_aking74_camo_zm_diamond_wrapper,0,0,1,,,,,,,40284,0
40286,t10_ar_p02_aking74_camo_zm_diamond_unlock,0,0,2,,,,,,,40282|38896,0
40287,t10_ar_p02_aking74_camo_zm_intergalactic,0,0,10,73445,7500,,,,t10_ar_p02_aking74_camo_zm_intergalactic_unlock,,0
40288,t10_ar_p02_aking74_camo_zm_intergalactic_wrapper,0,0,1,,,,,,,40287,0
40289,t10_ar_p02_aking74_camo_zm_intergalactic_unlock,0,0,2,,,,,,,40285|38904,0
40290,t10_ar_p02_aking74_camo_zm_darkmatter,0,0,10,73545,7500,,,,t10_ar_p02_aking74_camo_zm_darkmatter_unlock,,0
40291,t10_ar_p02_aking74_camo_zm_darkmatter_wrapper,0,0,1,,,,,,,40290,0
40292,t10_ar_p02_aking74_camo_zm_darkmatter_unlock,0,0,2,,,,,,,40288|38905,0
40259,t10_ar_p02_aking74_camo_wz_base,0,0,5|10|15|20|30|40|50|75|100,72267|72367|72467|72567|72667|72767|72867|72967|73067,100|200|300|400|500|600|700|800|900,,,,,,0
40260,t10_ar_p02_aking74_camo_wz_unique1,0,0,5,70666,1000,,,,t10_ar_p02_aking74_camo_wz_unique_unlock,,0
40261,t10_ar_p02_aking74_camo_wz_unique2,0,0,5,71778,1000,,,,t10_ar_p02_aking74_camo_wz_unique_unlock,,0
40262,t10_ar_p02_aking74_camo_wz_unique_wrapper,0,0,1,,,,,,,40260|40261,0
40263,t10_ar_p02_aking74_camo_wz_unique_unlock,0,0,1,,,,,,,40259,0
40264,t10_ar_p02_aking74_camo_wz_gold,0,0,5,73211,2500,,,,t10_ar_p02_aking74_camo_wz_gold_unlock,,0
40265,t10_ar_p02_aking74_camo_wz_gold_wrapper,0,0,1,,,,,,,40264,0
40266,t10_ar_p02_aking74_camo_wz_gold_unlock,0,0,2,,,,,,,40260|40261,0
40267,t10_ar_p02_aking74_camo_wz_diamond,0,0,5,73311,5000,,,,t10_ar_p02_aking74_camo_wz_diamond_unlock,,0
40268,t10_ar_p02_aking74_camo_wz_diamond_wrapper,0,0,1,,,,,,,40267,0
40269,t10_ar_p02_aking74_camo_wz_diamond_unlock,0,0,2,,,,,,,40265|38886,0
40270,t10_ar_p02_aking74_camo_wz_intergalactic,0,0,5,73411,7500,,,,t10_ar_p02_aking74_camo_wz_intergalactic_unlock,,0
40271,t10_ar_p02_aking74_camo_wz_intergalactic_wrapper,0,0,1,,,,,,,40270,0
40272,t10_ar_p02_aking74_camo_wz_intergalactic_unlock,0,0,2,,,,,,,40268|38894,0
40273,t10_ar_p02_aking74_camo_wz_darkmatter,0,0,2,73511,7500,,,,t10_ar_p02_aking74_camo_wz_darkmatter_unlock,,0
40274,t10_ar_p02_aking74_camo_wz_darkmatter_wrapper,0,0,1,,,,,,,40273,0
40275,t10_ar_p02_aking74_camo_wz_darkmatter_unlock,0,0,2,,,,,,,40271|38895,0
40584,t10_ar_p04_clove_camo_base,0,0,5|10|15|20|30|40|50|75|100,72239|72339|72439|72539|72639|72739|72839|72939|73039,100|200|300|400|500|600|700|800|900,,,,,,0
40585,t10_ar_p04_clove_camo_unique1,0,0,50,63036,1000,,,,t10_ar_p04_clove_camo_unique_unlock,,0
40586,t10_ar_p04_clove_camo_unique2,0,0,50,72024,1000,,,,t10_ar_p04_clove_camo_unique_unlock,,0
40587,t10_ar_p04_clove_camo_unique_wrapper,0,0,1,,,,,,,40585|40586,0
40588,t10_ar_p04_clove_camo_unique_unlock,0,0,1,,,,,,,40584,0
40589,t10_ar_p04_clove_camo_gold,0,0,10,73183,2500,,,,t10_ar_p04_clove_camo_gold_unlock,,0
40590,t10_ar_p04_clove_camo_gold_wrapper,0,0,1,,,,,,,40589,0
40591,t10_ar_p04_clove_camo_gold_unlock,0,0,2,,,,,,,40585|40586,0
40592,t10_ar_p04_clove_camo_diamond,0,0,10,73283,5000,,,,t10_ar_p04_clove_camo_diamond_unlock,,0
40593,t10_ar_p04_clove_camo_diamond_wrapper,0,0,1,,,,,,,40592,0
40594,t10_ar_p04_clove_camo_diamond_unlock,0,0,2,,,,,,,40590|38329,0
40595,t10_ar_p04_clove_camo_intergalactic,0,0,3,73383,7500,,,,t10_ar_p04_clove_camo_intergalactic_unlock,,0
40596,t10_ar_p04_clove_camo_intergalactic_wrapper,0,0,1,,,,,,,40595,0
40597,t10_ar_p04_clove_camo_intergalactic_unlock,0,0,2,,,,,,,40593|38337,0
40598,t10_ar_p04_clove_camo_darkmatter,0,0,3,73483,7500,,,,t10_ar_p04_clove_camo_darkmatter_unlock,,0
40599,t10_ar_p04_clove_camo_darkmatter_wrapper,0,0,1,,,,,,,40598,0
40600,t10_ar_p04_clove_camo_darkmatter_unlock,0,0,2,,,,,,,40596|38328,0
40618,t10_ar_p04_clove_camo_zm_base,0,0,100|200|300|400|600|800|1000|1500|2000,72306|72406|72506|72606|72706|72806|72906|73006|73106,100|200|300|400|500|600|700|800|900,,,,,,0
40619,t10_ar_p04_clove_camo_zm_unique1,0,0,75,70748,1000,,,,t10_ar_p04_clove_camo_zm_unique_unlock,,0
40620,t10_ar_p04_clove_camo_zm_unique2,0,0,15,72026,1000,,,,t10_ar_p04_clove_camo_zm_unique_unlock,,0
40621,t10_ar_p04_clove_camo_zm_unique_wrapper,0,0,1,,,,,,,40619|40620,0
40622,t10_ar_p04_clove_camo_zm_unique_unlock,0,0,1,,,,,,,40618,0
40623,t10_ar_p04_clove_camo_zm_gold,0,0,15,73250,2500,,,,t10_ar_p04_clove_camo_zm_gold_unlock,,0
40624,t10_ar_p04_clove_camo_zm_gold_wrapper,0,0,1,,,,,,,40623,0
40625,t10_ar_p04_clove_camo_zm_gold_unlock,0,0,2,,,,,,,40619|40620,0
40626,t10_ar_p04_clove_camo_zm_diamond,0,0,30,73350,5000,,,,t10_ar_p04_clove_camo_zm_diamond_unlock,,0
40627,t10_ar_p04_clove_camo_zm_diamond_wrapper,0,0,1,,,,,,,40626,0
40628,t10_ar_p04_clove_camo_zm_diamond_unlock,0,0,2,,,,,,,40624|38896,0
40629,t10_ar_p04_clove_camo_zm_intergalactic,0,0,10,73450,7500,,,,t10_ar_p04_clove_camo_zm_intergalactic_unlock,,0
40630,t10_ar_p04_clove_camo_zm_intergalactic_wrapper,0,0,1,,,,,,,40629,0
40631,t10_ar_p04_clove_camo_zm_intergalactic_unlock,0,0,2,,,,,,,40627|38904,0
40632,t10_ar_p04_clove_camo_zm_darkmatter,0,0,10,73550,7500,,,,t10_ar_p04_clove_camo_zm_darkmatter_unlock,,0
40633,t10_ar_p04_clove_camo_zm_darkmatter_wrapper,0,0,1,,,,,,,40632,0
40634,t10_ar_p04_clove_camo_zm_darkmatter_unlock,0,0,2,,,,,,,40630|38905,0
40601,t10_ar_p04_clove_camo_wz_base,0,0,5|10|15|20|30|40|50|75|100,72272|72372|72472|72572|72672|72772|72872|72972|73072,100|200|300|400|500|600|700|800|900,,,,,,0
40602,t10_ar_p04_clove_camo_wz_unique1,0,0,5,70747,1000,,,,t10_ar_p04_clove_camo_wz_unique_unlock,,0
40603,t10_ar_p04_clove_camo_wz_unique2,0,0,5,72025,1000,,,,t10_ar_p04_clove_camo_wz_unique_unlock,,0
40604,t10_ar_p04_clove_camo_wz_unique_wrapper,0,0,1,,,,,,,40602|40603,0
40605,t10_ar_p04_clove_camo_wz_unique_unlock,0,0,1,,,,,,,40601,0
40606,t10_ar_p04_clove_camo_wz_gold,0,0,5,73216,2500,,,,t10_ar_p04_clove_camo_wz_gold_unlock,,0
40607,t10_ar_p04_clove_camo_wz_gold_wrapper,0,0,1,,,,,,,40606,0
40608,t10_ar_p04_clove_camo_wz_gold_unlock,0,0,2,,,,,,,40602|40603,0
