17748,t10_ar_p01_coslo723,,0,0
36416,t10_sm_p04_chuck9,,0,0
17744,t10_sh_p10_moslo500,,0,0
26685,t10_dm_p03_sgeorge550,,0,0
37767,t10_sn_p24_love96,,0,0
17745,t10_lm_p02_puncle21,,0,0
17761,t10_pi_p14_mable,,0,0
29303,t10_la_p18_stisaac,,0,0
17750,t10_me_p15_knife,,0,0
30578,equip_frag_cer,,0,0
30583,equip_concussion_cer,,0,0
30689,super_ammo_drop_cer,,0,0
30690,super_landmine_cer,,0,0
30634,specialty_quartermaster_cer,,0,0
30635,specialty_engineer_minimap_cer,,0,0
30633,specialty_gungho_cer,,0,0
30751,radar_ping_cer,,0,0
30754,valkyrie_rocket_cer,,0,0
38298,airdrop_escort_cer,,0,0
55414,super_energy_mine_cer,,0,0
57674,zm_t10_ammomod_deadwire,,0,0
63548,cer_ui_spray_001,,0,0
63549,cer_ui_spray_002,,0,0
66692,cer_ui_spray_003,,0,0
66694,cer_ui_spray_005,,0,0
66693,cer_ui_spray_004,,0,0
65560,cer_ui_spray_006,,0,0
58318,t10_emote1,,0,0
58319,t10_emote2,,0,0
58321,t10_emote4,,0,0
62446,t10_emote6,,0,0
71726,t10_emote7,,0,0
71727,t10_emote8,,0,0
85349,t10_emote11,,0,0
82880,t10_weapon_inspect,,0,0
60598,cer_ui_emblem_001,,0,0
60599,cer_ui_emblem_002,,0,0
60600,cer_ui_emblem_004,,0,0
60601,cer_ui_emblem_003,,0,0
60602,cer_ui_emblem_005,,0,0
60603,cer_ui_emblem_006,,0,0
60610,cer_ui_playercard_001,,0,0
60611,cer_ui_playercard_002,,0,0
60612,cer_ui_playercard_003,,0,0
60613,cer_ui_playercard_004,,0,0
60614,cer_ui_playercard_005,,0,0
60615,cer_ui_playercard_006,,0,0
64161,cer_ui_loadingscreen_001,,0,0
80396,equip_landmine_cer,,0,0
63436,brloot_self_revive_cer,,0,0
56152,stock_option_cer,,0,0
56147,anywhere_but_here_cer,,0,0
56148,arsenal_accelerator_cer,,0,0
56154,temporal_gift_cer,,0,0
56156,shields_up_cer,,0,0
29984,jup_mp_delta_skin,,0,0
29982,jup_mp_charlie_skin,,0,0
80971,specialty_grenadier_cer,,0,0
30605,specialty_restock_cer,,0,0
53950,cer_product_cer_default_unlocks_sentinel,,0,0
15994,t10_rec_coslo723,,0,0
37514,t10_bar_ar_p01,,0,0
37513,t10_stock_ar_p01,,0,0
37501,t10_mag_ar_p01,,0,0
37497,t10_ironsdefault_coslo723,,0,0
46508,t10_selectsemi_coslo723,,0,0
37494,t10_ammo_556n,,0,0
37502,t10_pgrip_ar_p01,,0,0
55439,t10_rec_chuck9,,0,0
37636,t10_bar_sm_p04,,0,0
37637,t10_stock_sm_p04,,0,0
37638,t10_mag_sm_p04,,0,0
37640,t10_ironsdefault_chuck9,,0,0
47676,t10_selectsemi_chuck9,,0,0
37619,t10_ammo_9x19,,0,0
37639,t10_pgrip_sm_p04,,0,0
55438,t10_rec_moslo500,,0,0
39147,t10_bar_sh_p10,,0,0
39148,t10_stock_sh_p10,,0,0
39149,t10_tube_sh_p10,,0,0
39150,t10_grip_sh_p10,,0,0
37721,t10_ironsdefault_moslo500,,0,0
37723,t10_ammo_12g,,0,0
39151,t10_guard_sh_p10,,0,0
55451,t10_rec_sgeorge550,,0,0
37569,t10_bar_dm_p03,,0,0
37570,t10_stock_dm_p03,,0,0
37571,t10_mag_dm_p03,,0,0
37573,t10_ironsdefault_sgeorge550,,0,0
46512,t10_selectsemi_sgeorge550,,0,0
37572,t10_pgrip_dm_p03,,0,0
55449,t10_rec_love96,,0,0
43778,t10_bar_sn_p24,,0,0
43779,t10_stock_sn_p24,,0,0
43780,t10_mag_sn_p24,,0,0
38779,t10_bolt_sn_p24,,0,0
38780,t10_sn_scopes_love96,,0,0
37558,t10_ammo_762n,,0,0
43781,t10_pgrip_sn_p24,,0,0
55431,t10_rec_puncle21,,0,0
37597,t10_bar_lm_p02,,0,0
37598,t10_stock_lm_p02,,0,0
