include,omnvars/mp/omnvars_gunship.csv,,,,,,,,,,,,,0,
ui_score_streak_index_0,1,1,c,i,0,0,127,,,,,,,0,
ui_score_streak_index_1,1,1,c,i,0,0,127,,,,,,,0,
ui_score_streak_index_2,1,1,c,i,0,0,127,,,,,,,0,
ui_score_streak_index_3,1,1,c,i,0,0,127,,,,,,,0,
ui_score_streak_index_high_roller,1,1,c,i,0,0,127,,,,,,,0,
ui_score_streak_available_0,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_available_1,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_available_2,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_available_3,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_available_high_roller,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_used_this_life_0,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_used_this_life_1,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_used_this_life_2,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_used_this_life_3,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_used_this_life_high_roller,1,1,c,i,0,-1,1,,,,,,,0,
ui_score_streak_blocked_state_0,1,1,c,i,0,-1,3,,,,,,,0,
ui_score_streak_blocked_state_1,1,1,c,i,0,-1,3,,,,,,,0,
ui_score_streak_blocked_state_2,1,1,c,i,0,-1,3,,,,,,,0,
ui_score_streak_blocked_state_3,1,1,c,i,0,-1,3,,,,,,,0,
ui_score_streak_blocked_state_high_roller,1,1,c,i,0,-1,3,,,,,,,0,
ui_score_streak_time_in_use_0,1,1,c,i,0,-1,1000,,,,,,,0,
ui_score_streak_time_in_use_1,1,1,c,i,0,-1,1000,,,,,,,0,
ui_score_streak_time_in_use_2,1,1,c,i,0,-1,1000,,,,,,,0,
ui_score_streak_time_in_use_3,1,1,c,i,0,-1,1000,,,,,,,0,
ui_score_streak_time_in_use_high_roller,1,1,c,i,0,-1,1000,,,,,,,0,
ui_score_streak_selected_slot,1,1,c,i,-1,-1,6,,,,,,,0,
ui_score_streak_last_round_earned_1,1,,c,b,0,0,1,,,,,,,0,
ui_score_streak_last_round_earned_2,1,,c,b,0,0,1,,,,,,,0,
ui_score_streak_last_round_earned_3,1,,c,b,0,0,1,,,,,,,0,
ui_score_streak_last_round_earned_high_roller,1,,c,b,0,0,1,,,,,,,0,
ui_score_streak,1,1,c,i,0,0,65535,,,,,,,0,
ui_score_streak_cost,1,1,c,i,0,0,8192,,,,,,,0,
ui_score_streak_two_cost,1,1,c,i,0,0,8192,,,,,,,0,
ui_score_streak_three_cost,1,1,c,i,0,0,8192,,,,,,,0,
ui_score_streak_cost_high_roller,1,1,c,i,0,0,8192,,,,,,,0,
ui_score_streak_is_specialist,1,1,c,b,0,0,1,,,,,,,0,
ui_map_select_uses,1,1,c,i,-1,-1,4,,,,,,,0,
ui_map_select_count,1,1,c,i,-1,-1,4,,,,,,,0,
ui_nuke_countdown_active,1,,g,i,0,-1,1,,,,,,,0,
ui_rcd_controls,1,1,c,i,0,0,6,,,,,,,0,
ui_rcd_outer_ring,1,,c,i,0,0,1,,,,,,,0,
ui_rcd_target_notify,1,,c,i,0,0,2,,,,,,,0,
ui_rcd_notification,1,,c,i,0,0,3,,,,,,,0,
ui_apache_controls,1,,c,i,0,0,2,,,,,,,0,
ui_apache_missiles_left,1,,c,i,-1,-1,8,,,,,,,0,
ui_apache_thermal_mode,1,,c,i,-1,-1,5,,,,,,,0,
ui_pac_sentry_controls,1,,c,i,0,0,2,,,,,,,0,
ui_pac_sentry_speed,1,,c,i,0,0,1000,,,,,,,0,
ui_pac_sentry_degrees,1,,c,d,0,0,360,1,,,,,,0,
ui_mobile_turret_controls,1,,c,i,0,0,1,,,,,,,0,
ui_mobile_turret_ammo,1,,c,i,500,0,500,,,,,,,0,
ui_scrambler_strength,1,,c,i,0,0,5,,,,,,,0,
ui_out_of_range,1,,c,f,0,0,1,,,,,,,0,
ui_exit_progress,1,,c,f,0,0,1,,,,,,,0,
ui_specialist_bonus_active,1,1,c,b,0,0,1,,,,,,,0,
ui_nuke_timer_type,1,,g,i,0,0,2,,,,,,,0,
ui_nuke_timer_time,1,,g,i,30,0,120,,,,,,,0,
ui_nuke_player_id,1,,g,i,-1,-1,200,,,,,,,0,
ui_using_hover_jet,1,,c,b,0,0,1,,,,,,,0,
ui_enable_juggernaut_music,1,,c,b,0,0,1,,,,,,,0,
ui_using_bunkerbuster,1,,c,b,0,0,1,,,,,,,0,
ui_dcb_controls,1,,c,i,0,0,1,,,,,,,0,
ui_turret_drone_controls,1,,c,i,0,0,2,,,,,,,0,
ui_cruise_package_controls,1,,c,i,0,0,2,,,,,,,0,
ui_cruise_package_lock_on,1,,c,i,0,0,2,,,,,,,0,
ui_killstreak_cruise_package_countdown,1,,c,i,10,0,99,,,,,,,0,
ui_killstreak_cruise_package_hide_prompt,1,,c,b,0,0,1,,,,,,,0,
ui_valkyrie_rocket_signal_strength,1,,c,i,0,0,3,,,,,,,0,
ui_dual_minigun_heli_controls,1,,c,i,0,0,1,,,,,,,0,
ui_stop_and_go_red_light_enabled,1,,c,b,0,0,1,,,,,,,0,
ui_stop_and_go_red_light_end_time_milliseconds,1,,g,t,0,,,,,,,,,0,
ui_boba_power_active,1,1,c,b,0,0,1,,,,,,,0,
ui_boba_streak_bundle,1,1,c,i,0,0,255,,,,,,,0,
ui_hunter_instinct_minimap_section,1,,c,i,0,0,8,,,,,,,0,
