0,clear_lower_msg,0,0,0,0
1,press_to_spawn,0,0,1,0
2,spawn_next_round,0,0,1,0
3,spawn_flag_wait,0,0,1,0
4,spawn_point_capture_wait,0,0,1,0
5,spawn_revive_wait,0,1,1,0
6,spawn_revive_wait_bleedout,0,1,1,0
7,spawn_revive_remote,0,0,1,0
8,spawn_tag_wait,0,0,1,0
9,waiting_to_spawn,0,1,1,0
10,next_team_spawn,0,0,1,0
11,match_starting,0,0,1,0
12,change_class,0,0,1,0
13,revive_class,0,0,1,0
14,change_rig,0,0,1,0
15,must_select_loadout_to_spawn,0,0,1,0
16,select_spawn,0,0,1,0
17,down_give_up,0,0,1,0
18,player_eliminated,0,0,1,0
19,self_revive,0,1,1,0
20,revive_or_respawn,0,1,1,0
21,ffa_down_give_up,0,1,1,0
22,being_revived,0,0,1,0
23,reviving_self,0,0,1,0
24,no_friendly_fire,0,0,1,0
25,rally_point,0,1,1,0
26,exfil_eliminated,0,0,1,0
27,escape_kick,0,0,1,0
28,rally_wait_revive,0,1,1,0
29,waiting_for_c130,0,1,1,0
30,waiting_for_hq,0,1,1,0
31,waiting_suicide_delay,0,1,1,0
32,hint_use_nvg,0,0,1,0
33,hint_use_nvg_kb,0,0,1,0
34,select_loadout_await_c130,0,0,1,0
35,squad_spawn,0,0,1,0
36,hq_no_respawn,0,0,1,0
37,quest_pickup,0,0,1,0
38,quest_enter_search_area,0,0,1,0
39,quest_stash_found,0,0,1,0
40,br_mobile_armory_charging,0,1,1,0
41,br_mobile_armory_active,0,1,1,0
42,br_mobile_armory_cooldown,0,0,1,0
43,ascender_blocked,0,0,1,0
44,br_satellite_truck_charging,0,1,1,0
45,br_satellite_truck_active,0,1,1,0
46,br_satellite_truck_cooldown,0,0,1,0
47,br_tablet_pickup_fail,0,0,1,0
48,br_player_is_jumpmaster,0,0,1,0
49,br_teammate_is_jumpmaster,0,0,1,0
50,br_invalid_map_selection,0,0,1,0
51,br_selections_locked,0,0,1,0
52,br_assassination_notargets,0,0,1,0
53,br_player_deploy_solo,0,0,1,0
54,ascender_blocked_jugg,0,0,1,0
55,ascender_blocked_laststand,0,0,1,0
56,br_solo_join_squad,0,0,1,0
57,br_squad_selection,0,0,1,0
58,br_bank_alarm_active,0,0,1,0
59,trial_timer_start_weapon,0,0,1,0
60,br_down_give_up,0,0,1,0
61,start_game,0,0,1,0
62,gw_iav_respawn,0,0,1,0
63,gw_apc_respawn,0,0,1,0
64,spawn_revive_wait_notimer,0,0,0,0
65,no_friendly_fire_timer,0,1,1,0
66,br_solo_selection,0,0,1,0
67,br_squad_join_solo,0,0,1,0
68,br_assassin_mission_time_warning,0,1,1,0
69,br_dmz_10minwarning,0,0,1,0
70,br_dmz_5minwarning,0,0,1,0
71,bmo_exfil_start,0,0,1,0
72,bmo_exfil_arrive,0,0,1,0
73,self_revive_token,0,0,1,0
74,circle_peek_limit,0,0,1,0
75,br_ping_nearest_supply,0,0,1,0
76,br_standby_for_respawn,0,0,1,0
77,infect_super_tac_hint,0,0,1,0
78,player_eliminated_oic,0,0,1,0
79,vehicle_in_gas,0,0,1,0
80,ascender_blocked_generic,0,0,1,0
81,gw_patrol_boat_respawn,0,0,1,0
82,gw_palfa_respawn,0,0,1,0
83,br_contract_whitelisted,0,0,1,0
84,survivor_revive,0,1,1,0
85,br_contract_occupied,0,0,1,0
86,br_dmz_biolab_heli_exfil_clear_area,0,0,1,0
87,br_dmz_biolab_reinforcement_door,0,0,1,0
88,personal_redeploy_drone_insufficient_space,0,0,0,0
89,reinforcement_flare_not_enough_space,0,0,0,0
90,reinforcement_flare_nobody_to_respawn,0,0,0,0
91,personal_redeploy_drone_underwater,0,0,0,0
92,br_redeployGulag_conversion,0,0,1,0
93,br_redeploy_conversion,0,0,1,0
94,br_gulag_conversion,0,0,1,0
95,reinforcement_flare_underwater,0,0,0,0
96,bio_bunker_dc_panel_use_no_laptop,0,0,1,0
97,self_revive_zm,0,0,1,0
98,revive_wait_bleedout_zm,0,0,1,0
99,prd_prone,0,0,0,0
100,plea_time,0,1,0,0
101,plea_waiting,0,0,0,0
102,plea_found,0,0,0,0
103,doublexp_crate_already_used,0,0,1,0
104,rebreather_hint,0,0,1,0
105,plea_no_time,0,0,0,0
106,uav_offline,0,1,1,0
107,recon_points_respawn_enabled,0,0,0,0
108,recon_points_respawn_disabled,0,0,0,0
110,recon_points_respawn_enabled_timeout,0,1,0,0
111,buystation_offline,0,1,1,0
112,weapon_trade_station_offline,0,1,1,0
113,br_reinforcement_flare_conversion,0,0,1,0
114,br_bunker_pc_monitor_message_1,0,0,1,0
115,br_bunker_pc_monitor_message_2,0,0,1,0
116,br_bunker_pc_monitor_message_2_2,0,0,1,0
117,br_bunker_pc_monitor_message_2_3,0,0,1,0
118,br_bunker_pc_monitor_message_2_4,0,0,1,0
119,br_bunker_pc_monitor_message_2_5,0,0,1,0
121,br_bunker_pc_monitor_message_2_6,0,0,1,0
122,br_bunker_pc_monitor_message_2_7,0,0,1,0
123,br_bunker_pc_monitor_message_2_8,0,0,1,0
124,br_bunker_pc_monitor_message_2_9,0,0,1,0
125,br_bunker_pc_monitor_message_2_10,0,0,1,0
126,br_bunker_pc_monitor_message_2_11,0,0,1,0
127,br_bunker_pc_monitor_message_3,0,0,1,0
129,redeploy_drone_beacon_player_swimming,0,0,0,0
130,redeploy_drone_beacon_max_drones_limit_reached,0,0,0,0
131,redeploy_drone_beacon_insufficient_space,0,0,0,0
132,redeploy_drone_beacon_moving_platforms_not_allowed,0,0,0,0
133,redeploy_drone_beacon_oob,0,0,0,0
