include,omnvars/omnvars_shared_mp_cp.csv,,,,,,,,,,,,,,,
include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,,,,,,,,,
include,omnvars/mp/omnvars_loot_container.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_pack_a_punch.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_crafting_table.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_damage_numbers.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_mangler_cannon.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_perks.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_perk_choice.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_last_stand.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_health_bar.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_powerups.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_gobblegums.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_arsenal.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_rounds.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_inventory.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_bank_vault.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/omnvars_purchasemenu.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/omnvars_currency.csv,,,,,,,,,,,,,,,
include,omnvars/mp/omnvars_vehicles.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/omnvars_score_event.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/omnvars_team_pose.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/omnvars_winners_circle.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_weapon_metadata.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_trials.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_quest_tracker.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_mutant_injection.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_loot_container.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_labtop_hacking_device.csv,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_rampage_inducer.csv,,,,,,,,,,,,,,,
ui_objective_text,1,,c,i,-1,-1,1,,,,,,,,,
ui_match_status_hint_text,1,,c,i,-1,-1,16,,,,,,,,,
ui_spectator_selected,1,,c,i,-1,-1,1,,,,,,,,,
ui_nuke_end_milliseconds,1,,g,t,0,,,,,,,,,,,
ui_killcam_end_milliseconds,1,,c,t,0,,,,,,,,,,,
ui_killcam_killedby_id,1,,c,i,-1,-1,200,,,,,,,,,
ui_killcam_victim_id,1,,c,i,-1,-1,200,,,,,,,,,
ui_killcam_killedby_weapon_rarity,1,,c,i,-1,-1,3,,,,,,,,,
ui_killcam_killedby_weapon_rarity_notify,1,,c,n,0,,,,,,,,,,,
ui_killcam_killedby_loot_variant_id,1,,c,i,-1,-1,10042,,,,,,,,,
ui_killcam_killedby_attachment1,1,,c,i,-1,-1,3000,,,,,,,,,
ui_killcam_killedby_attachment2,1,,c,i,-1,-1,3000,,,,,,,,,
ui_killcam_killedby_attachment3,1,,c,i,-1,-1,3000,,,,,,,,,
ui_killcam_killedby_attachment4,1,,c,i,-1,-1,3000,,,,,,,,,
ui_killcam_killedby_attachment5,1,,c,i,-1,-1,3000,,,,,,,,,
ui_killcam_killedby_attachment6,1,,c,i,-1,-1,3000,,,,,,,,,
ui_killcam_killedby_attachment7,1,,c,i,-1,-1,3000,,,,,,,,,
ui_killcam_killedby_attachment8,1,,c,i,-1,-1,3000,,,,,,,,,
ui_killcam_killedby_perk0,1,,c,s,none,,,,,,,,,,,
ui_killcam_killedby_perk1,1,,c,s,none,,,,,,,,,,,
ui_killcam_killedby_perk2,1,,c,s,none,,,,,,,,,,,
ui_killcam_killedby_perk3,1,,c,s,none,,,,,,,,,,,
ui_killcam_killedby_perk4,1,,c,s,none,,,,,,,,,,,
ui_killcam_killedby_perk5,1,,c,s,none,,,,,,,,,,,
ui_killcam_killedby_perk6,1,,c,s,none,,,,,,,,,,,
ui_killcam_text,,,c,s,none,,,,,,,,,,,
ui_killcam_killedby_item_type,1,,c,i,-1,-1,5,,,,,,,,,
ui_killcam_killedby_item_id,1,,c,i,-1,-1,300,,,,,,,,,
ui_killcam_victim_or_attacker,1,,c,i,-1,-1,1,,,,,,,,,
ui_killcam_killedby_health_ratio,1,,c,i,-1,-1,127,,,,,,,,,
ui_killfeed_data,1,,c,i,0,0,255,,,,,,,bit [0] = headshot, bit [1,2] = type, bit [3,7] = value,,
ui_killfeed_victim_id,1,,c,i,-1,-1,200,,,,,,,,,
ui_killfeed_notify,1,,c,n,,,,,,,,,,,,
ui_spawn_perk_0,1,,c,s,none,,,,,,,1,,,,
ui_spawn_perk_1,1,,c,s,none,,,,,,,1,,,,
ui_spawn_perk_2,1,,c,s,none,,,,,,,1,,,,
ui_spawn_perk_3,1,,c,s,none,,,,,,,1,,,,
ui_spawn_perk_4,1,,c,s,none,,,,,,,1,,,,
ui_spawn_perk_5,1,,c,s,none,,,,,,,1,,,,
ui_spawn_perk_6,1,,c,s,none,,,,,,,1,,,,
ui_spawn_perks_updated,1,,c,t,0,,,,,,,,,,,
ui_cranked_bomb_timer_end_milliseconds,1,,c,t,0,,,,,,,,,,,
ui_cranked_bomb_timer,1,,c,f,0,0,1,,,,,,,,,
ui_game_type_kill_value,,,g,i,0,0,999999,,,,,,,,,
ui_points_popup,1,,c,i,-1,-1,999999,,,,,,,,,
ui_points_popup_notify,1,,c,n,,,,,,,,,,,,
ui_mlg_announcement,1,,g,i,-1,-1,2147483646,,,,,,,,,
ui_power_recharge,1,,c,i,0,-1,1000,1,,,,,,,,
ui_power_secondary_recharge,1,,c,i,0,-1,1000,1,,,,,,,,
ui_power_num_charges,1,,c,i,0,-1,1000,,,,,,,,,
ui_power_secondary_num_charges,1,,c,i,0,-1,1000,,,,,,,,,
ui_power_max_charges,1,,c,i,0,-1,1000,,,,,,,,,
ui_power_secondary_max_charges,1,,c,i,0,-1,1000,,,,,,,,,
ui_power_id,1,,c,i,-1,-1,1000,,,,,,,,,
ui_power_id_secondary,1,,c,i,-1,-1,1000,,,,,,,,,
ui_power_consume,1,,c,b,0,,,,,,,,,,,
ui_power_secondary_consume,1,,c,b,0,,,,,,,,,,,
ui_scorelimit,1,,g,i,0,0,99999999,,,,,,,,,
ui_super_progress,1,1,c,f,0,0,1,1,,,,,,,,
