0,veh_horn_default,0,46D44296A7EF2A94,veh9_mil_lnd_apc_8x8_horn,21A0FDC708CAD7A9,veh9_mil_lnd_atv_horn,70E9FEEE76D1E80,veh9_mil_lnd_cargo_truck_horn,D7964DBFED2C1966,veh9_civ_lnd_suv_1996_horn,811EF3A9FF71C539,veh9_mil_air_lbravo_horn,675D303C09E5CF44,veh9_mil_lnd_utv_horn,48AB40A634A6CE6,vehicle_horn_preview,0
1,veh_horn_001,0,1F4332393B9DDFDD,veh_horn_large_valkyries,40F454F00B11AF8C,veh_horn_compact_valkyries,CDA197EB4E28B941,veh_horn_large_valkyries,1F4332393B9DDFDD,veh_horn_mid_valkyries,38EDAF763FD9E0B6,veh_horn_lbravo_valkyries,73C7FBEEFDBB9C9,veh_horn_compact_valkyries,2DCC427AEF299973,vehicle_horn_preview,0
2,veh_horn_002,0,380F8C24A4A2D6E3,veh_horn_large_charge,E79828207BD2EAF6,veh_horn_compact_charge,8174BC3CB33BB65F,veh_horn_large_charge,380F8C24A4A2D6E3,veh_horn_mid_charge,951F161421F668AC,veh_horn_lbravo_charge,369882EFE9D634B3,veh_horn_compact_charge,EE2905956DFCA0B9,vehicle_horn_preview,0
3,veh_horn_003,0,1EA41EB17BFFF7DB,veh_horn_large_lacucaracha,AB7898B5A148803E,veh_horn_compact_lacucaracha,B749D577636F71B7,veh_horn_large_lacucaracha,1EA41EB17BFFF7DB,veh_horn_mid_lacucaracha,4D2F4894FF35FC54,veh_horn_lbravo_lacucaracha,10914180F27FC5EB,veh_horn_compact_lacucaracha,8B083F58905F3E41,vehicle_horn_preview,0
4,veh_horn_004,0,59FB4A9463BE65B5,veh_horn_countdown,59FB4A9463BE65B5,veh_horn_countdown,59FB4A9463BE65B5,veh_horn_countdown,59FB4A9463BE65B5,veh_horn_countdown,59FB4A9463BE65B5,veh_horn_countdown,59FB4A9463BE65B5,veh_horn_countdown,59FB4A9463BE65B5,vehicle_horn_preview,0
5,veh_horn_005,0,CA110E2B301BF713,veh_horn_clown,CA110E2B301BF713,veh_horn_clown,CA110E2B301BF713,veh_horn_clown,CA110E2B301BF713,veh_horn_clown,CA110E2B301BF713,veh_horn_clown,CA110E2B301BF713,veh_horn_clown,CA110E2B301BF713,vehicle_horn_preview,0
6,veh_horn_006,0,43A2DFDF2E72DD0C,veh_horn_hockeygoal,43A2DFDF2E72DD0C,veh_horn_hockeygoal,43A2DFDF2E72DD0C,veh_horn_hockeygoal,43A2DFDF2E72DD0C,veh_horn_hockeygoal,43A2DFDF2E72DD0C,veh_horn_hockeygoal,43A2DFDF2E72DD0C,veh_horn_hockeygoal,43A2DFDF2E72DD0C,vehicle_horn_preview,0
7,veh_horn_007,0,D43296E87D69C4C4,veh_horn_large_stars,45FB41B1C9E7ED6A,veh_horn_compact_stars_01,D43296E87D69C4C4,veh_horn_large_stars,45FB41B1C9E7ED6A,veh_horn_mid_stars,E4762134C98EC71D,veh_horn_lbravo_stars,A853D0F76205C040,veh_horn_compact_stars_02,6DAA74D2F0455A42,vehicle_horn_preview,0
8,veh_horn_008,0,1D0DC83C801737FD,veh_horn_large_1812,EB9E711EF0362F29,veh_horn_compact_1812,1D0DC83C801737FD,veh_horn_large_1812,EB9E711EF0362F29,veh_horn_mid_1812,C5A89F2CEF712812,veh_horn_lbravo_1812,C6568B8C800B92BD,veh_horn_compact_1812,1D0DC83C801737FD,vehicle_horn_preview,0
9,veh_horn_009,0,E3D5EE1DAC3B5FF4,veh_horn_large_mars,4913A9B3A7C968DA,veh_horn_compact_mars,E3D5EE1DAC3B5FF4,veh_horn_large_mars,4913A9B3A7C968DA,veh_horn_mid_mars,6FF53EC736FF30CD,veh_horn_lbravo_mars,233241D2208F4ED0,veh_horn_compact_mars,E3D5EE1DAC3B5FF4,vehicle_horn_preview,0
10,veh_horn_010,0,5B513D41154C0B87,veh_horn_large_mountainking,93EB5CE45520666B,veh_horn_compact_mountainking,5B513D41154C0B87,veh_horn_large_mountainking,93EB5CE45520666B,veh_horn_mid_mountainking,973D46C69D9C42E4,veh_horn_lbravo_mountainking,CB064FA8C4CDCB5B,veh_horn_compact_mountainking,5B513D41154C0B87,vehicle_horn_preview,0
11,veh_horn_011,0,87795A74C7FA71C,veh_horn_large_symphonyno5,E8B2E78D06F56142,veh_horn_compact_symphonyno5,87795A74C7FA71C,veh_horn_large_symphonyno5,E8B2E78D06F56142,veh_horn_mid_symphonyno5,B744E3FBAC36ACC5,veh_horn_lbravo_symphonyno5,8B285133C7779F8,veh_horn_compact_symphonyno5,87795A74C7FA71C,vehicle_horn_preview,0
12,veh_horn_012,0,7B5DA0E62C0C839C,veh_horn_large_toccata,FBC8F276CEF9D2C2,veh_horn_compact_toccata,7B5DA0E62C0C839C,veh_horn_large_toccata,FBC8F276CEF9D2C2,veh_horn_mid_toccata,CA5AEEE5743B1E45,veh_horn_lbravo_toccata,7B9890521C045678,veh_horn_compact_toccata,7B5DA0E62C0C839C,vehicle_horn_preview,0
13,veh_horn_013,0,BAAFFA1EC8D17775,veh_horn_large_baldmountain,C4AFB99EC7BA8021,veh_horn_compact_baldmountain,BAAFFA1EC8D17775,veh_horn_large_baldmountain,C4AFB99EC7BA8021,veh_horn_mid_baldmountain,70D67A51A00B35A,veh_horn_lbravo_baldmountain,8CD61293F1EDF675,veh_horn_compact_baldmountain,BAAFFA1EC8D17775,vehicle_horn_preview,0
14,veh_horn_014,0,AC98B67D9209D67B,veh_horn_entertainer,AC98B67D9209D67B,veh_horn_entertainer,AC98B67D9209D67B,veh_horn_entertainer,AC98B67D9209D67B,veh_horn_entertainer,AC98B67D9209D67B,veh_horn_entertainer_lbravo,436E71E623EF2F24,veh_horn_entertainer,AC98B67D9209D67B,vehicle_horn_preview,0
15,veh_horn_015,0,15DD04308A07AA68,veh_horn_vuvuzela,15DD04308A07AA68,veh_horn_vuvuzela,15DD04308A07AA68,veh_horn_vuvuzela,15DD04308A07AA68,veh_horn_vuvuzela,15DD04308A07AA68,veh_horn_vuvuzela,15DD04308A07AA68,veh_horn_vuvuzela,15DD04308A07AA68,vehicle_horn_preview,0
16,veh_horn_016,0,D1EF86F9F5A4E8C7,veh_horn_basketballbuzzer,D1EF86F9F5A4E8C7,veh_horn_basketballbuzzer,D1EF86F9F5A4E8C7,veh_horn_basketballbuzzer,D1EF86F9F5A4E8C7,veh_horn_basketballbuzzer,D1EF86F9F5A4E8C7,veh_horn_basketballbuzzer,D1EF86F9F5A4E8C7,veh_horn_basketballbuzzer,D1EF86F9F5A4E8C7,vehicle_horn_preview,0
17,veh_horn_017,0,368C44FDC93D644D,veh_horn_large_carmen,BD8F1B03C6856C39,veh_horn_compact_carmen,368C44FDC93D644D,veh_horn_large_carmen,BD8F1B03C6856C39,veh_horn_mid_carmen,1868491575308D22,veh_horn_lbravo_carmen,237C192588E27BAD,veh_horn_compact_carmen,368C44FDC93D644D,vehicle_horn_preview,0
18,veh_horn_018,0,73E41991710C53CC,veh_horn_large_zarathustra,7C04854662FC4F2,veh_horn_compact_zarathustra,73E41991710C53CC,veh_horn_large_zarathustra,7C04854662FC4F2,veh_horn_mid_zarathustra,811986D6259A1635,veh_horn_lbravo_zarathustra,9BE2F57D20643C8,veh_horn_compact_zarathustra,73E41991710C53CC,vehicle_horn_preview,0
19,veh_horn_019,0,F0A260ADE6449B43,veh_horn_firetruck_horn,F0A260ADE6449B43,veh_horn_firetruck_horn,F0A260ADE6449B43,veh_horn_firetruck_horn,F0A260ADE6449B43,veh_horn_firetruck_horn,F0A260ADE6449B43,veh_horn_firetruck_horn,F0A260ADE6449B43,veh_horn_firetruck_horn,F0A260ADE6449B43,vehicle_horn_preview,0
20,veh_horn_020,0,750EFA284FD16E0E,veh_horn_large_bumblebee,464AFC6AF2F3D274,veh_horn_compact_bumblebee,750EFA284FD16E0E,veh_horn_large_bumblebee,464AFC6AF2F3D274,veh_horn_mid_bumblebee,2D5E36CD935E6C7F,veh_horn_lbravo_bumblebee,85C1502DB86F574E,veh_horn_compact_bumblebee,750EFA284FD16E0E,vehicle_horn_preview,0
21,veh_horn_021,0,EC5136636A518E55,veh_horn_large_williamtell,D71D277105F2B481,veh_horn_compact_williamtell,EC5136636A518E55,veh_horn_large_williamtell,D71D277105F2B481,veh_horn_mid_williamtell,6FFFD572703A3CBA,veh_horn_lbravo_williamtell,BE774ED8936E0D55,veh_horn_compact_williamtell,EC5136636A518E55,vehicle_horn_preview,0
22,veh_horn_022,0,AC1D0EB6C90BA727,veh_horn_large_pitfall,A6D61AF2209F708B,veh_horn_compact_pitfall,AC1D0EB6C90BA727,veh_horn_large_pitfall,A6D61AF2209F708B,veh_horn_mid_pitfall,AD8F04D46C002904,veh_horn_lbravo_pitfall,699D296FC36823FB,veh_horn_compact_pitfall,AC1D0EB6C90BA727,vehicle_horn_preview,0
23,veh_horn_023,0,9DA4E92F9FBBA166,veh_horn_modela,9DA4E92F9FBBA166,veh_horn_modela,9DA4E92F9FBBA166,veh_horn_modela,9DA4E92F9FBBA166,veh_horn_modela,9DA4E92F9FBBA166,veh_horn_modela,9DA4E92F9FBBA166,veh_horn_modela,9DA4E92F9FBBA166,vehicle_horn_preview,0
24,veh_horn_024,0,0,,0,,0,,0,,0,,0,,0,vehicle_horn_preview,1
