0,,cer_rank_00,,17782|17748|36416|17744|26685|37767|17745|17761|29303|17750|30578|30583|30689|30690|30634|30635|30633|30751|30754|38298|55414|57674|63548|63549|66692|66694|66693|65560|58318|58319|58321|62446|71726|71727|85349|82880|60598|60599|60600|60601|60602|60603|6061,,54178|49382|54181|54179|30881|60392|54174|54184|67919|85901|56724|55392|58135|55417|62264|54688|58100|55421|55391,,0
1,,cer_rank_01,,,,,,0
2,,cer_rank_02,,,,,,0
3,,cer_rank_03,,,,,,0
4,,cer_rank_04,,30642|30749|80979,,,,0
5,,cer_rank_05,,30582|30639|57675,,,,0
6,,cer_rank_06,,17772,,,,0
7,,cer_rank_07,,62262|80975,,,,0
8,,cer_rank_08,,30581|55415|30750,,,,0
9,,cer_rank_09,,17766,,,,0
10,,cer_rank_10,,30638|80403,,,,0
11,,cer_rank_11,,30592|30742|30687,,,,0
12,,cer_rank_12,,17762|17755,,,,0
13,,cer_rank_13,,30579|30606|57673,,,,0
14,,cer_rank_14,,30738|54029|70778,,,,0
15,,cer_rank_15,,17770,,,,0
16,,cer_rank_16,,30584|30637|30746,,,,0
17,,cer_rank_17,,30695|48651,,,,0
18,,cer_rank_18,,35282|17757,,,,0
19,,cer_rank_19,,30631|54702|55993,,,,0
20,,cer_rank_20,,80407|30741,,,,0
21,,cer_rank_21,,36378,,,,0
22,,cer_rank_22,,30594|30630|80980,,,,0
23,,cer_rank_23,,54025|30739,,,,0
24,,cer_rank_24,,17759,,,,0
25,,cer_rank_25,,30591|30883|30622,,,,0
26,,cer_rank_26,,30691|45969|57672|80392,,,,0
27,,cer_rank_27,,35283|17764,,,,0
28,,cer_rank_28,,30613|80978,,,,0
29,,cer_rank_29,,30585|30747,,,,0
30,,cer_rank_30,,39146,,,,0
31,,cer_rank_31,,30580|46522|80976,,,,0
32,,cer_rank_32,,30748|54027|55412,,,,0
33,,cer_rank_33,,26684,,,,0
34,,cer_rank_34,,30586|30693|36547|80981,,,,0
35,,cer_rank_35,,30743|80408,,,,0
36,,cer_rank_36,,36955,,,,0
37,,cer_rank_37,,30640|54026|70779,,,,0
38,,cer_rank_38,,30688|81372,,,,0
39,,cer_rank_39,,17752|17768,,,,0
40,,cer_rank_40,,30590|57486|30641|81255,,,,0
41,,cer_rank_41,,30588|30744,,,,0
42,,cer_rank_42,,17743|17746,,,,0
43,,cer_rank_43,,30696|30636|57677|80977,,,,0
44,,cer_rank_44,,30755|54030,,,,0
45,,cer_rank_45,,26683,,,,0
46,,cer_rank_46,,36392|30757|55411|30626,,,,0
47,,cer_rank_47,,30692|58720|82915,,,,0
48,,cer_rank_48,,17771|17747,,,,0
49,,cer_rank_49,,30589|30643|30618,,,,0
50,,cer_rank_50,,30694,,,,0
51,,cer_rank_51,,17756|54033,,,,0
52,,cer_rank_52,,30593|49177,,,,0
53,,cer_rank_53,,47220|54028,,,,0
54,,cer_rank_54,,17751,,,,0
55,,cer_rank_55,,,,,,0
