include,omnvars/br/gametypes/omnvars_br.csv,,,,,,,,,,,,,
ui_br_plunder_repository,1,,c,i,0,0,2147483647,,,,,,,
ui_br_plunder_repository_event_amount,1,,c,i,0,0,32767,,,,,,,
ui_br_plunder_repo_ent_1,1,,c,i,-1,-1,2048,,,,,,,
ui_br_plunder_repo_ent_2,1,,c,i,-1,-1,2048,,,,,,,
ui_br_plunder_repo_ent_3,1,,c,i,-1,-1,2048,,,,,,,
ui_br_plunder_repo_info_1,1,,c,i,0,0,33554431,,,,,,,
ui_br_plunder_repo_info_2,1,,c,i,0,0,33554431,,,,,,,
ui_br_plunder_repo_info_3,1,,c,i,0,0,33554431,,,,,,,
ui_br_plunder_extract_state,1,,c,i,0,0,4,,,,,,,
ui_persistent_item_status,1,,c,i,0,0,2147483647,,,,,,,
ui_br_plunder_repo_use_once,1,,c,i,0,0,1,,,,,,,
