mp_dm_dev,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,1,0,500,2500,1,,0.18,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_action_park,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_agentperf,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_arn_zone1,0,0,,0.45,205,542,0,0,0.004,ICORPS,SAS,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_embassy_bg_preview,loading_mp_embassy_bg,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_backstab,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_bio_lab,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_bio_lab_bg_preview,loading_mp_bio_lab_bg,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_biobunker,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_biobunker_bg_preview,loading_mp_biobunker_bg,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_bit_farm,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_bounty,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_bounty_bg_preview,loading_mp_bounty_bg,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_bsptransition,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_catedral,0,0,,0.45,205,542,0,0,0.004,ICORPS,USMC,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_catedral_bg_preview,loading_mp_catedral_bg,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_caves_afghan,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_crossing,0,0,,0.45,205,542,0,0,0.004,ZVIR,USMC,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_crossing_bg_preview,loading_mp_crossing_bg,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_cruce,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_crypto,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_davos,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_davos_bg_preview,loading_mp_davos_bg,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_dogtown,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,loading_mp_dtown_gw_bg_preview,loading_mp_dtown_gw_bg,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_egypt,0,0,,0.45,205,542,0,0,0.004,ICORPS,SAS,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_embassy_bg_preview,loading_mp_embassy_bg,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_embassy,0,0,,0.45,205,542,0,0,0.004,ICORPS,SAS,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_embassy_bg_preview,loading_mp_embassy_bg,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_exhume,0,0,,0.45,205,542,0,0,0.004,RUSF,SAS,SAS,SABF,FIVE,SIX,FREE,,,,,image_mp_map_templogo,,0,0,,DXR_ON,,1,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_farm_18,0,0,,0.45,205,542,0,0,0.004,RUSF,GRP9,SAS,ZVIR,ICORPS,GRP9,FREE,,,,,loading_mp_farm_18_bg_preview,loading_mp_farm_18_bg,0,0,,DXR_ON,,0,0,700,3500,1,,0.06,-0.02,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_favela,0,0,,0.6,205,542,0,-0.01,-0.008,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,1,,3000,5000,image_mp_map_templogo,loading_mp_fort_bg,0,0,,DXR_OFF,,1,0,1125,3500,1,,-0.01,-0.008,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_favela2_gw,0,0,,0.6,205,542,0,-0.01,-0.008,SABF,SAS,SAS,RUSF,FIVE,SIX,FREE,1,,3000,5000,image_mp_map_templogo,loading_mp_fort_bg,0,0,,DXR_OFF,,1,0,1125,3500,1,,-0.01,-0.008,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
mp_firingrange,0,0,,,,,,,,RUSF,SAS,,,,,,,,,,image_mp_map_templogo,,0,0,,DXR_OFF,,1,0,,,1,,,,1,1,1,1,1,12000,2000,4000,15000,2000,,0,0,0,0,0,0,0,0,0
