plunder_none,plunder,,0,0,,,0,0,0,0,
plunder_tiny,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,20,13,10,9,
plunder_small,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,200,130,100,90,
plunder_medium,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,400,250,200,180,
plunder_large,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,500,310,250,220,
plunder_extra_large,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,600,380,300,260,
plunder_huge,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,700,430,350,290,
plunder_extra_huge,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,800,500,400,350,
plunder_medium_1x,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,400,250,200,180,
plunder_medium_2x,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,800,500,400,350,
plunder_medium_3x,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,1200,750,600,530,
plunder_medium_4x,plunder,ui_mp_br_mission_reward_plunder,0,0,,br_reward_mission_cash,1600,1000,800,700,
xp_small,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,500,500,500,500,
xp_medium,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,1250,1250,1250,1250,
xp_large,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,2000,2000,2000,2000,
xp_extra_large,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,2250,2250,2250,2250,
xp_huge,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,2500,2500,2500,2500,
xp_medium_1x,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,250,250,250,250,
xp_medium_2x,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,300,300,300,300,
xp_medium_3x,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,350,350,350,350,
xp_medium_4x,xp,ui_mp_br_mission_reward_xp,0,0,,br_reward_mission_xp,400,400,400,400,
weapon_xp_small,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,500,500,500,500,
weapon_xp_medium,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,750,750,750,750,
weapon_xp_large,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,1000,1000,1000,1000,
weapon_xp_extra_large,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,1250,1250,1250,1250,
weapon_xp_huge,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,1500,1500,1500,1500,
weapon_xp_medium_1x,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,300,300,300,300,
weapon_xp_medium_2x,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,600,600,600,600,
weapon_xp_medium_3x,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,900,900,900,900,
weapon_xp_medium_4x,weapon_xp,ui_mp_br_mission_reward_xp_weapon,0,0,,br_reward_mission_weaponxp,1200,1200,1200,1200,
drop_bag,drop_bag,ui_mp_br_mission_reward_dropbox,0,0,,br_reward_mission_misc,1,1,1,1,
circle_peek,circle_peek,ui_mp_br_mission_reward_circlepeek,0,0,,br_reward_mission_misc,1,1,1,1,
loot_gasmask,loot_items,ui_mp_br_mission_reward_gasmask,0,0,,br_reward_mission_misc,brloot_equip_gasmask,brloot_equip_gasmask,brloot_equip_gasmask,brloot_equip_gasmask,
loot_gasmask_nosplash,loot_items,,0,0,ui_mp_br_mission_reward_gasmask,br_reward_mission_misc,brloot_equip_gasmask,brloot_equip_gasmask,brloot_equip_gasmask,brloot_equip_gasmask,
loot_token,loot_items,loot_token_icon,0,0,,br_reward_mission_misc,token,token,token,token,
fire_sale,fire_sale,ui_mp_br_splash_firesale_pro,0,0,,br_reward_mission_misc,0,0,0,0,
team_revive,none,ui_mp_br_mission_reward_teamrevive,0,0,,br_reward_mission_misc,0,0,0,0,
loot_table,loot_table,,0,0,,,0,0,0,0,
loot_table_token,none,,0,0,,,0,0,0,0,
reward_tier,reward_tier,,0,0,,,1,1,1,1,
reward_tier_1x,reward_tier,,0,0,,,1,1,1,1,
reward_tier_2x,reward_tier,,0,0,,,2,2,2,2,
reward_tier_3x,reward_tier,,0,0,,,3,3,3,3,
reward_tier_4x,reward_tier,,0,0,,,4,4,4,4,
loot_platecarrier,loot_items,ui_mp_br_mission_reward_armor_satchel,0,0,,br_reward_mission_misc,brloot_plate_carrier_3,brloot_plate_carrier_3,brloot_plate_carrier_3,brloot_plate_carrier_3,
loot_carrier_armor,none,ui_mp_br_mission_reward_randomcarrier,0,0,,br_reward_mission_misc,0,0,0,0,
loot_carrier_random,none,ui_mp_br_mission_reward_randomcarrier,0,0,,br_reward_mission_misc,0,0,0,0,
uav,uav,ui_mp_br_mission_reward_uav,0,0,,br_reward_mission_misc,uav,uav,uav,uav,
uav_directional,uav,ui_mp_br_mission_reward_advanceduav,0,0,,br_reward_mission_misc,directional_uav,directional_uav,directional_uav,directional_uav,
uav_counter,uav,hud_icon_killstreak_uav,0,0,,br_reward_mission_misc,counter_uav,counter_uav,counter_uav,counter_uav,
juggernaut,juggernaut,hud_icon_killstreak_juggernaut,0,0,,br_reward_mission_misc,1,1,1,1,
ping,none,ui_mp_br_mission_reward_quickping,0,0,,br_reward_mission_misc,0,0,0,0,
redeploy_token,none,hud_icon_status_respawn,0,0,,br_reward_mission_misc,0,0,0,0,
uav_item,none,ui_mp_br_mission_reward_uav,0,0,,br_reward_mission_misc,0,0,0,0,
gulag_token,none,ui_mp_br_player_status_token_gulag,0,0,,br_reward_mission_misc,0,0,0,0,
