47791,cer_ch_event_s1_codmas_presents_converter,0,0,1,,83061,,,,,,,1734631200,1735927200,,,0,,,,,,,,
50037,cer_ch_event_s1_codmas_rp_win_matches,0,0,1,,,,,,,,,1734631200,1735927200,,,0,LP_MP,,,,,,,
50038,cer_ch_event_s1_codmas_rp_draw_matches,0,0,1,,,,,,,,,1734631200,1735927200,,,0,LP_MP,,,,,,,
50063,cer_ch_event_s1_codmas_rp_lose_matches,0,0,1,,,,,,,,,1734631200,1735927200,,,0,LP_MP,,,,,,,
48150,cer_ch_event_s1_codmas_mastery,0,0,12,,71045,,,,,48043|48376|48378|48379|48380|48381|48382|48383|48384|48385|48386|48871,,1734631200,1735927200,,,0,,,,,,,,
48043,cer_ch_event_s1_codmas_gift1,0,0,1,,92046,,,,,,,1734631200,1735927200,,,0,,,,,83061,5,,
48376,cer_ch_event_s1_codmas_gift2,0,0,1,,91798,,,,,,,1734631200,1735927200,,,0,,,,,83061,10,,
48378,cer_ch_event_s1_codmas_gift4,0,0,1,,84678,,,,,,,1734631200,1735927200,,,0,,,,,83061,10,,
48379,cer_ch_event_s1_codmas_gift5,0,0,1,,69099,,,,,,,1734631200,1735927200,,,0,,,,,83061,10,,
48380,cer_ch_event_s1_codmas_gift6,0,0,1,,73608,,,,,,,1734631200,1735927200,,,0,,,,,83061,25,,
48381,cer_ch_event_s1_codmas_gift7,0,0,1,,84673,,,,,,,1734631200,1735927200,,,0,,,,,83061,10,,
48382,cer_ch_event_s1_codmas_gift8,0,0,1,,91474,,,,,,,1734631200,1735927200,,,0,,,,,83061,25,,
48383,cer_ch_event_s1_codmas_gift9,0,0,1,,47768,,,,,,,1734631200,1735927200,,,0,,,,,83061,50,,
48384,cer_ch_event_s1_codmas_gift10,0,0,1,,80973,,,,,,,1734631200,1735927200,,,0,,,,,83061,50,,
48385,cer_ch_event_s1_codmas_gift11,0,0,1,,92047,,,,,,,1734631200,1735927200,,,0,,,,,83061,25,,
48386,cer_ch_event_s1_codmas_gift12,0,0,1,,84668,,,,,,,1734631200,1735927200,,,0,,,,,83061,10,,
48871,cer_ch_event_s1_codmas_gift13,0,0,1,,91219,,,,,,,1734631200,1735927200,,,0,,,,,83061,50,,
48377,cer_ch_event_s1_codmas_gift3,0,0,1,,,85147,,,,,,1734631200,1735927200,,,0,,,,,83061,50,,
49255,cer_ch_event_s1_fieldrep_holiday_mastery,0,0,1,,71073,,,,,48754,,1733421600,1734631200,,,0,,,,,,,,
50933,cer_ch_event_s2_panda_presents_converter,0,0,1,,93967,,,,,,,1738864800,1740070800,,,0,,,,,,,,
50934,cer_ch_event_s2_panda_rp_win_matches,0,0,1,,,,,,,,,1738864800,1740070800,,,0,LP_MP,,,,,,,
50935,cer_ch_event_s2_panda_rp_draw_matches,0,0,1,,,,,,,,,1738864800,1740070800,,,0,LP_MP,,,,,,,
50936,cer_ch_event_s2_panda_rp_lose_matches,0,0,1,,,,,,,,,1738864800,1740070800,,,0,LP_MP,,,,,,,
50937,cer_ch_event_s2_panda_mastery,0,0,12,,93266,93902,,,,50938|50939|50940|50941|50942|50943|50944|50945|50946|50947|50948|50949,,1738864800,1740070800,,,0,,,,,,,,
50938,cer_ch_event_s2_panda_reward1,0,0,1,,84680,,,,,,,1738864800,1740070800,,,0,,,,,93967,5,,
50939,cer_ch_event_s2_panda_reward2,0,0,1,,93696,,,,,,,1738864800,1740070800,,,0,,,,,93967,15,,
50940,cer_ch_event_s2_panda_reward4,0,0,1,,93289,,,,,,,1738864800,1740070800,,,0,,,,,93967,25,,
