126,CER_AE_KIND_GUNSMITH_IW9,1,0,1,1,,,1,2,0,0,0,0
168,CER_AE_KIND_DAILY_CHURN_LOGIN_JUP,0,0,0,0,,,0,1,0,0,0,0
226,CER_AE_KIND_CREATOR,1,0,0,0,,,1,1,0,1,0,0
236,CER_AE_KIND_SECRET_JUP,0,0,0,0,,,0,0,0,0,0,0
264,CER_AE_KIND_MP_PROGRESSION,1,1,1,0,,,1,0,0,0,0,0
265,CER_AE_KIND_MP_PRESTIGE_ACTIVATOR,0,0,1,0,,,0,1,0,0,1,0
270,CER_AE_KIND_DAILY,1,0,1,0,cer_ae_autogen_mp_daily_challenges.csv,5,1,1,0,0,0,0
271,CER_AE_KIND_BR_DAILY,1,0,1,0,cer_ae_autogen_br_daily_challenges.csv,5,1,1,0,0,0,0
273,CER_AE_KIND_DAILY_RESET,0,0,0,0,,,0,0,0,0,1,0
274,CER_AE_KIND_DAILY_BONUS,0,0,0,0,,,0,0,0,0,0,0
276,CER_AE_KIND_HIDDEN,0,0,0,0,,,0,1,0,0,0,0
282,CER_AE_KIND_OPERATOR_UNLOCK,1,0,1,0,,,1,1,0,0,0,0
283,CER_AE_KIND_OPERATOR_CHALLENGE,1,0,1,0,,,0,1,0,0,0,0
284,CER_AE_KIND_OPERATOR_PROGRESSION,1,0,1,0,,,1,1,0,0,0,0
286,CER_AE_KIND_GUNSMITH,1,1,1,1,,,1,2,0,0,0,0
288,CER_AE_KIND_ACCOUNT_CHALLENGE,1,0,1,0,,,0,1,0,0,0,0
291,CER_AE_KIND_BATTLEPASS,0,0,1,0,,,0,0,0,0,1,0
292,CER_AE_KIND_BR,1,1,1,0,br_challenges.csv,5,1,1,0,0,0,0
293,CER_AE_KIND_BR_WEEKLY,1,0,1,0,br_weekly_challenges.csv,5,1,1,0,0,0,0
294,CER_AE_KIND_CLAN,0,0,0,0,,,0,1,0,0,0,0
295,CER_AE_KIND_BR_TUTORIAL,0,0,1,0,,,0,1,0,0,0,0
296,CER_AE_KIND_CLAN_PROGRESSION,0,0,1,0,,,0,1,0,0,0,0
297,CER_AE_KIND_COMMUNITY,0,0,1,0,,,0,1,0,0,0,0
298,CER_AE_KIND_CONVERTER,0,0,0,0,,,0,1,0,0,0,0
299,CER_AE_KIND_CP_DAILY,1,0,1,0,cp_daily_challenges.csv,5,1,1,0,0,0,0
300,CER_AE_KIND_CP_RAID,0,1,1,0,,,0,1,0,0,0,0
301,CER_AE_KIND_CP_REWARD,0,0,0,0,,,0,1,0,0,0,0
302,CER_AE_KIND_DAILY_LOGIN,0,0,0,0,,,0,1,0,0,0,0
303,CER_AE_KIND_DAILY_CHURN_LOGIN,0,0,1,0,,,0,1,0,0,0,0
304,CER_AE_KIND_ELDER,1,0,1,1,,,1,1,0,0,0,0
305,CER_AE_KIND_GAMES_OF_SUMMER,0,0,0,0,,,0,1,0,0,0,0
306,CER_AE_KIND_GIVE_LOOT,0,0,0,0,,,0,0,0,0,0,0
307,CER_AE_KIND_GUN_UNLOCK,1,0,1,0,,,1,1,0,0,0,0
308,CER_AE_KIND_HAPPY_HOUR,0,0,0,0,,,0,1,0,0,0,0
309,CER_AE_KIND_INIT,0,0,1,1,,,0,0,1,0,0,0
310,CER_AE_KIND_KEY_EARNING,0,0,0,0,,,0,1,0,0,0,0
311,CER_AE_KIND_LEAGUEPLAY,1,1,1,0,,,0,1,0,0,0,0
312,CER_AE_KIND_PRESTIGE,1,1,1,0,ae/cer_ae_autogen_prestige_challenges.csv,,1,1,0,0,0,0
313,CER_AE_KIND_QUEST,1,0,1,1,quest_challenges.csv,8,1,1,0,0,0,0
314,CER_AE_KIND_REJOIN,0,0,1,0,,,0,0,0,0,0,0
315,CER_AE_KIND_RETICLE,1,1,1,0,,,1,1,0,0,0,0
316,CER_AE_KIND_SEASONAL,0,0,1,1,ae/cer_ae_autogen_seasonal_challenges.csv,5,1,1,0,0,0,0
317,CER_AE_KIND_SEASON_REWARDS,0,0,0,0,,,0,1,0,0,0,0
318,CER_AE_KIND_SPECIAL_EVENT,0,0,1,1,,,0,1,0,0,0,1
319,CER_AE_KIND_SP_REWARD,0,0,0,0,,,0,1,0,0,0,0
320,CER_AE_KIND_STICKER_BOOK,1,1,1,0,ae/cer_ae_autogen_sticker_book_challenges.csv,,1,1,0,0,0,0
321,CER_AE_KIND_HIGHFIVE,0,0,0,0,,,0,1,0,0,0,0
322,CER_AE_KIND_PMC_MISSION,1,1,1,1,pmc_mission_challenges.csv,6,1,0,0,0,0,0
323,CER_AE_KIND_TOKENS,0,0,1,0,,,0,1,0,0,0,0
324,CER_AE_KIND_TOURNAMENT,0,0,0,0,,,0,1,0,0,0,0
325,CER_AE_KIND_TRIALS,0,0,1,0,,,0,1,0,0,0,0
326,CER_AE_KIND_WC_GAMBLE,0,0,1,0,,,0,0,0,0,0,0
327,CER_AE_KIND_WEAPON_MASTERY,0,0,1,1,,,0,1,0,0,0,0
328,CER_AE_KIND_WEEKLY,1,0,1,0,weekly_challenges.csv,5,1,1,0,0,0,0
329,CER_AE_KIND_MASTERY_BADGE,1,1,1,0,,,1,1,0,0,0,0
332,CER_AE_KIND_BATTLEPASS_PAGE,0,0,1,1,,,0,0,0,0,0,0
333,CER_AE_KIND_BATTLEPASS_TOKEN_PURCHASE,0,0,1,0,,,0,1,0,0,0,0
338,CER_AE_KIND_WZ_LEAGUEPLAY,1,1,1,0,,,1,1,0,0,0,0
343,CER_AE_KIND_MASTERY_BADGE_CATEGORY,1,1,1,0,,,1,1,0,0,0,0
346,CER_AE_KIND_ZM_DAILY,1,0,1,0,cer_ae_autogen_zm_daily_challenges.csv,5,1,1,0,0,0,0
