include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,,,,,,,,,,,
include,omnvars/mp/omnvars_loot_container.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_pack_a_punch.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_damage_numbers.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_perks.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_perk_choice.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_last_stand.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_health_bar.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_powerups.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/omnvars_purchasemenu.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_weapon_metadata.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/zombie/omnvars_zombie_plasma_gun.csv,,,,,,,,,,,,,,,,,
include,omnvars/cp_mp/omnvars_uav_tower.csv,,,,,,,,,,,,,,,,,
ui_grind_tags,1,1,c,i,0,0,65535,,,,,,,,,,,
ui_droploot_inv_0,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_1,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_2,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_3,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_4,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_5,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_6,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_7,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_8,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_9,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_10,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_11,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_12,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_13,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_14,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_15,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_16,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_17,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_18,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_droploot_inv_19,1,,g,i,0,0,1000000,,,,,,,,,,,
ui_poi_star_rating,1,,c,i,-1,-1,8,,,,,,,,,,,
ui_toggle_third_person,1,,c,b,0,0,1,,,,,,,,,,,
ui_br_eliminated,1,,c,i,0,0,15,,,,,1,,,,,,
ui_br_extracted,1,,c,i,0,0,15,,,,,1,,,,,,
ui_playerdata_weapon_ammo,1,,c,i,0,0,1023,,,,,,,,,,,
ui_br_last_droppable_weapon,1,,c,i,-1,-1,2147483646,,,,,,,,,,,
ui_br_using_killstreak,1,,c,b,0,0,1,,,,,,,,,,,
ui_gasmask_damage,1,1,c,f,1,0,1,,,,,,,,,,,
ui_gas_mask,1,,c,i,0,0,3,,,,,1,,,,,,
backpack_lootid,1,,c,i,0,0,2147483647,,,,,,,,,,,
ui_primary_weapon_rarity,1,,c,i,0,0,5,,,,,,,,,,,
ui_secondary_weapon_rarity,1,,c,i,0,0,5,,,,,,,,,,,
ui_br_players_left_in_plane,1,,g,i,0,0,250,,,,,,,,,,,
ui_br_active_spectators,1,,c,i,0,0,250,,,,,1,,,,,,
ui_br_match_stats,1,,g,i,0,0,16777215,,,,,,,,,,,
ui_head_equip_class,1,1,c,i,0,0,3,,,,,,,,,,,
ui_br_objective_index,1,,c,i,0,0,250,,,,,1,,,,,,
ui_br_objective_reward_tier,1,,c,i,0,0,250,,,,,1,,,,,,
ui_br_objective_param,1,,c,i,0,0,99999,,,,,1,,,,,,
ui_br_objective_extraParam,1,,c,i,0,0,99999,,,,,1,,,,,,
ui_br_objective_progress_bar,1,,c,i,-1,-1,100,,,,,1,,,,,,
ui_br_objective_progress_bar_threshold,1,,c,i,0,0,100,,,,,1,,,,,,
ui_br_objective_countdown_timer,1,,c,t,0,,,1,,,,1,,,,,,
ui_br_assassination_target_timer,1,,c,t,0,,,1,,,,1,,,,,,
ui_br_objective_types,1,,g,a,0,,,,,,,,,,,,,
ui_br_hacker_phone_state,1,,c,i,0,0,3,,,,,,,,,,,
ui_br_hacked_phones_data1,1,,c,a,0,,,,,,,,,,,,,
ui_br_hacked_phones_data2,1,,c,a,0,,,,,,,,,,,,,
ui_br_hacker_phone_remaining_payments,1,,c,i,0,0,63,,,,,,,,,,,
ui_br_hacker_phone_potential_cash_value,1,,c,i,0,0,99999,,,,,,,,,,,
ui_persistent_currency,1,,c,i,0,0,999999,,,,,,,,,,,
zm_essence,1,,c,i,0,0,999999,,,,,,,,,,,
ui_region_difficulty,1,,c,i,0,0,10,,,,,,,,,,,
ui_tablet_usb,1,,c,i,0,0,10,,,,,,,,,,,
ui_dmz_poi_name,1,,c,i,0,0,38,,,,,,,,,,,
ui_dmz_activity_starter_poi_name,1,,c,i,0,0,38,,,,,,,,,,,
ui_ob_active_contract_region_difficulty,1,,c,i,1,0,4,,,,,,,,,,,
ui_br_assassination_target,1,,c,i,0,0,2047,,,,,1,,,,,,
ui_dmz_radiation_spreading,1,,g,i,0,0,1,,,,,,,,,,,
ui_br_contract_cancellation_state,1,,c,i,0,0,127,,,,,1,,,,,,
ui_tablet_code,1,,c,a,0,0,,,,,,,,,,,,
ui_br_squad_revive_status,1,,c,a,0,,,,,,,1,,,,,,
ui_br_interrogation_signal_valid,1,,c,i,1,0,1,,,,,,,,,,,
ui_br_has_been_interrogated,1,,c,b,0,0,1,,,,,1,,,,,,
ui_br_interrogate_tracking_other_team,1,,c,b,0,0,1,,,,,1,,,,,,
ui_br_interrogate_team_is_being_tracked,1,,c,b,0,0,1,,,,,1,,,,,,
ui_geigercounter_meter,1,1,c,f,0,0,1,1,,,,,,,,,,
ui_dmz_extract_successful,1,,c,i,0,0,2,,,,,1,,,1=player,2=team,,
ui_br_squad_eliminated_active,1,,c,i,0,0,2,,,,,,,,,,,
ui_br_circle_state,1,,g,i,-1,-1,11,,,,,,,,,,,
