ui_axis_player_count_zone_1,1,,g,i,0,0,12
ui_axis_player_count_zone_2,1,,g,i,0,0,12
ui_axis_player_count_zone_3,1,,g,i,0,0,12
ui_axis_player_count_zone_4,1,,g,i,0,0,12
ui_axis_player_count_zone_5,1,,g,i,0,0,12
ui_axis_player_count_zone_6,1,,g,i,0,0,12
ui_axis_player_count_zone_7,1,,g,i,0,0,12
ui_axis_player_count_zone_8,1,,g,i,0,0,12
ui_axis_player_count_zone_9,1,,g,i,0,0,12
ui_axis_player_count_zone_10,1,,g,i,0,0,12
ui_allies_player_count_zone_1,1,,g,i,0,0,12
ui_allies_player_count_zone_2,1,,g,i,0,0,12
ui_allies_player_count_zone_3,1,,g,i,0,0,12
ui_allies_player_count_zone_4,1,,g,i,0,0,12
ui_allies_player_count_zone_5,1,,g,i,0,0,12
ui_allies_player_count_zone_6,1,,g,i,0,0,12
ui_allies_player_count_zone_7,1,,g,i,0,0,12
ui_allies_player_count_zone_8,1,,g,i,0,0,12
ui_allies_player_count_zone_9,1,,g,i,0,0,12
ui_allies_player_count_zone_10,1,,g,i,0,0,12
