47830,cer_mp_armory_achievement_activation,0,0,,,,,,,,,,,LP_MP|MP|ZM,,,0
47874,cer_wz_armory_achievement_activation,0,0,,,,,,,,,,,BR|LP_BR|LP_RES,,,0
52023,cer_t10_me_p48_keene_armory_unlock,0,0,250000,93502,,,41,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1744736400,1744736400,0
52019,cer_t10_ar_p45_kent_armory_unlock,0,0,250000,93062,,,40,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1744045200,1744045200,0
50316,cer_t10_lm_p33_uxray_armory_unlock,0,0,250000,89417,,,39,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1742486400,1740157200,0
50318,cer_t10_sm_p41_perth_armory_unlock,0,0,250000,89735,,,38,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1742486400,1740157200,0
50320,cer_t10_ar_p34_tbaker_armory_unlock,0,0,250000,89391,,,37,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1742486400,1740157200,0
50325,cer_t10_ub_crossbow_armory_unlock,0,0,150000,89595,,,36,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1742486400,1740157200,0
51113,cer_wildcard_flyswatter_armory_unlock,0,0,100000,94461,,,35,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1743094800,1743094800,0
50705,cer_t10_me_p36_skateboard_armory_unlock,0,0,250000,89433,,,33,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1742490000,1742490000,0
50703,cer_t10_sl_p35_blauncher_armory_unlock,0,0,250000,89776,,,32,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1742490000,1742490000,0
50322,cer_t10_mags_beltfed_armory_unlock,0,0,150000,71208,,,31,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1742490000,1742490000,0
50702,cer_t10_me_p40_bostaff_armory_unlock,0,0,250000,89437,,,30,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50699,cer_t10_me_p37_katanas_armory_unlock,0,0,250000,89434,,,29,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50697,cer_t10_me_p38_sais_armory_unlock,0,0,250000,89435,,,28,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50695,cer_t10_me_p39_nunchaku_armory_unlock,0,0,250000,89436,,,27,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50689,cer_specialty_ping_enemy_after_kill_armory_unlock,0,0,100000,92409,,,26,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50694,cer_t10_dm_p05_falove_armory_unlock,0,0,250000,26686,,,25,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50686,cer_t10_selectauto_dm_aeasy_armory_unlock,0,0,150000,55422,,,24,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50692,cer_t10_selectsemi_roger31_armory_unlock,0,0,150000,46510,,,23,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50685,cer_killstreak_warmachine_armory_unlock,0,0,150000,93356,,,22,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
50690,cer_specialty_allterrain_armory_unlock,0,0,100000,92889,,,21,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1740070800,1740070800,0
48940,cer_t10_ar_p05_fable_armory_unlock,0,0,250000,70896,,,19,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1738083600,1736528400,0
49713,cer_t10_sm_p28_saug_armory_unlock,0,0,250000,70974,,,18,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1738083600,1736528400,0
49675,cer_t10_ammo_12g_db_armory_unlock,0,0,150000,52598,,,17,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1738083600,1736528400,0
49718,cer_t10_me_p30_cleaver_armory_unlock,0,0,250000,71680,,,16,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1738083600,1738083600,0
49716,cer_t10_sn_p26_mary82_armory_unlock,0,0,250000,71045,,,15,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1735927200,1735927200,0
50243,cer_t10_selectburst_sm_safox_armory_unlock,0,0,150000,55160,,,14,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1735927200,1735927200,0
49670,cer_wildcard_high_roller_armory_unlock,0,0,100000,89678,,,13,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1735927200,1735927200,0
49671,cer_t10_sh_p27_jhavana_armory_unlock,0,0,250000,71073,,,11,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1734631200,1734631200,0
49673,cer_t10_selectburst_ar_coslo723_armory_unlock,0,0,150000,52285,,,10,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1734631200,1734631200,0
49709,cer_perk_damage_radar_armory_unlock,0,0,100000,89044,,,9,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1734631200,1734631200,0
49710,cer_zm_t10_ammomod_lightray_armory_unlock,0,0,150000,57678,,,8,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1734631200,1734631200,0
48951,cer_super_tesla_storm_armory_unlock,0,0,150000,55416,,,7,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1734631200,1734631200,0
49663,cer_t10_sl_p29_goslo_armory_unlock,0,0,250000,71271,,,6,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1733421600,1733421600,0
49665,cer_t10_me_p31_drill_armory_unlock,0,0,250000,71684,,,5,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1733421600,1733421600,0
48941,cer_t10_stocks_bufferweight_armory_unlock,0,0,150000,53983,,,4,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1733421600,1733421600,0
48943,cer_killstreak_hand_cannon_armory_unlock,0,0,150000,87831,,,3,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1733421600,1733421600,0
49711,cer_specialty_lightfoot_armory_unlock,0,0,100000,89940,,,2,,,,,,BR|MP|LP_MP|LP_BR|LP_RES|ZM,1733421600,1733421600,0
50717,cer_perk_low_profile_t10_wz_armory_unlock,0,0,100000,92396,,,34,,,,,,BR|LP_BR|LP_RES,1743094800,1743094800,0
50715,cer_perk_reactive_armor_t10_wz_armory_unlock,0,0,100000,91755,,,20,,,,,,BR|LP_BR|LP_RES,1740070800,1740070800,0
49707,cer_perk_flex_t10_wz_armory_unlock,0,0,100000,80973,,,12,,,,,,BR|LP_BR|LP_RES,1735927200,1735927200,0
50034,cer_perk_veteran_t10_wz_armory_unlock,0,0,100000,80972,,,1,,,,,,BR|LP_BR|LP_RES,1733421600,1733421600,0
48961,cer_jup_las_twofivex01_armory_unlock,0,0,75000,21774,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49468,cer_jup_las_fourx01_armory_unlock,0,0,75000,21778,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49469,cer_jup_las_minireddot01_armory_unlock,0,0,75000,21779,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49470,cer_jup_las_dmscope01_armory_unlock,0,0,75000,22744,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
48963,cer_jup_acharlie_amp_300blk_armory_unlock,0,0,75000,23996,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49471,cer_jup_pkilop_amp_bull_armory_unlock,0,0,75000,26556,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49472,cer_jup_bromeo2m_amp_armory_unlock,0,0,75000,28197,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49473,cer_jup_jp19_br_acharlie450_drum_50_450b_armory_unlock,0,0,75000,32862,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49474,cer_jup_ub_flame_01_armory_unlock,0,0,75000,33862,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49475,cer_jup_jp08_ar_qbravo95_amp_t95_armory_unlock,0,0,75000,34103,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49476,cer_jup_hybrid_proj_armory_unlock,0,0,75000,39190,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49477,cer_jup_bar_ar_p04_akilo_amp_armory_unlock,0,0,75000,44581,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49478,cer_jup_jp01_ar_golf36_bar_amp_dbar_armory_unlock,0,0,75000,45900,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49479,cer_jup_jp09_sh_oromeo12_drum_amp_410g_armory_unlock,0,0,75000,45901,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49480,cer_jup_jp01_ar_golf36_bar_amp_armory_unlock,0,0,75000,47001,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49481,cer_jup_jp02_sm_scharlie3_bar_amp_armory_unlock,0,0,75000,47007,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49482,cer_jup_jp14_pi_rsierra12_bar_amp_armory_unlock,0,0,75000,47015,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49483,cer_jup_cp24_sm_glima21_bar_convert_armory_unlock,0,0,75000,48085,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49484,cer_jup_jp07_sm_uzulu_22_45acp_armory_unlock,0,0,75000,48086,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49485,cer_jup_jp07_sm_uzulup_stock_brace_armory_unlock,0,0,75000,48087,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49486,cer_jup_jp12_pi_mike93_bar_hvyconvert_armory_unlock,0,0,75000,48088,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49487,cer_jup_jp19_dm_acharlied_mag_20_68r_amp_armory_unlock,0,0,75000,48089,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49488,cer_jup_comp_ar_xxl_armory_unlock,0,0,75000,48542+48543+48544+48545+48546,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49489,cer_jup_minireddot_hor_armory_unlock,0,0,75000,48551,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49490,cer_jup_cp01_sm_coscar635_bar_amp_armory_unlock,0,0,75000,49188,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49491,cer_jup_cp08_br_xmike5_mag_amp_armory_unlock,0,0,75000,50211,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49492,cer_jup_ub_saw_01_armory_unlock,0,0,75000,52788,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49493,cer_jup_jp05_ar_foxtrot2000_9mm_amp_armory_unlock,0,0,75000,52793,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
49494,cer_jup_reflex_proj_tall_armory_unlock,0,0,75000,53914,,Legacy,,,,,,,BR|LP_BR|LP_RES,,,0
