0,,0,,0,,,,,,,0
1,0,10000,10000,0,icon_rank_officer_sm_01,icon_rank_officer_01,12137,382,ch_elder1_killer,icon_ribbon_s00_001,0
2,10000,20100,10100,0,icon_rank_officer_sm_01,icon_rank_officer_01,3958,1355,ch_elder1_tdmw,icon_ribbon_s00_002,0
3,20100,30300,10200,0,icon_rank_officer_sm_01,icon_rank_officer_01,,1356,ch_elder1_ar_kills,icon_ribbon_s00_003,0
4,30300,40600,10300,0,icon_rank_officer_sm_01,icon_rank_officer_01,,1357,ch_elder1_frag,icon_ribbon_s00_004,0
5,40600,51000,10400,0,icon_rank_officer_sm_01,icon_rank_officer_01,,1358,ch_elder1_revenge,icon_ribbon_s00_005,0
6,51000,61500,10500,0,icon_rank_officer_sm_02,icon_rank_officer_02,3958,1359,ch_elder1_damage,icon_ribbon_s00_006,0
7,61500,72100,10600,0,icon_rank_officer_sm_02,icon_rank_officer_02,,1360,ch_elder1_uav,icon_ribbon_s00_007,0
8,72100,82800,10700,0,icon_rank_officer_sm_02,icon_rank_officer_02,,1361,ch_elder1_smghs,icon_ribbon_s00_008,0
9,82800,93600,10800,0,icon_rank_officer_sm_02,icon_rank_officer_02,,1362,ch_elder1_shrapnel,icon_ribbon_s00_009,0
10,93600,104500,10900,0,icon_rank_officer_sm_02,icon_rank_officer_02,,1363,ch_elder1_flash,icon_ribbon_s00_010,0
11,104500,115500,11000,0,icon_rank_officer_sm_03,icon_rank_officer_03,3958,1364,ch_elder1_playa,icon_ribbon_s00_011,0
12,115500,126600,11100,0,icon_rank_officer_sm_03,icon_rank_officer_03,,1365,ch_elder1_carepkg,icon_ribbon_s00_012,0
13,126600,137800,11200,0,icon_rank_officer_sm_03,icon_rank_officer_03,,1366,ch_elder1_lmgkills,icon_ribbon_s00_013,0
14,137800,149100,11300,0,icon_rank_officer_sm_03,icon_rank_officer_03,,1367,ch_elder1_domw,icon_ribbon_s00_014,0
15,149100,160500,11400,0,icon_rank_officer_sm_03,icon_rank_officer_03,,1368,ch_elder1_snack,icon_ribbon_s00_015,0
16,160500,172000,11500,0,icon_rank_officer_sm_04,icon_rank_officer_04,3958,1369,ch_elder1_revenant,icon_ribbon_s00_016,0
17,172000,183600,11600,0,icon_rank_officer_sm_04,icon_rank_officer_04,,1370,ch_elder1_claymore,icon_ribbon_s00_017,0
18,183600,195300,11700,0,icon_rank_officer_sm_04,icon_rank_officer_04,,1542,ch_elder1_shottyhs,icon_ribbon_s00_018,0
19,195300,207100,11800,0,icon_rank_officer_sm_04,icon_rank_officer_04,,1371,ch_elder1_kscruise,icon_ribbon_s00_019,0
20,207100,219000,11900,0,icon_rank_officer_sm_04,icon_rank_officer_04,,1372,ch_elder1_ghost,icon_ribbon_s00_020,0
21,219000,231000,12000,0,icon_rank_officer_sm_05,icon_rank_officer_05,3958,1373,ch_elder1_hs,icon_ribbon_s00_021,0
22,231000,243100,12100,0,icon_rank_officer_sm_05,icon_rank_officer_05,,1374,ch_elder1_deadsilence,icon_ribbon_s00_022,0
23,243100,255300,12200,0,icon_rank_officer_sm_05,icon_rank_officer_05,,1375,ch_elder1_sniperhs,icon_ribbon_s00_023,0
24,255300,267600,12300,0,icon_rank_officer_sm_05,icon_rank_officer_05,,1376,ch_elder1_hqw,icon_ribbon_s00_024,0
25,267600,280000,12400,0,icon_rank_officer_sm_05,icon_rank_officer_05,,1377,ch_elder1_kingslay,icon_ribbon_s00_025,0
26,280000,292600,12600,0,icon_rank_officer_sm_06,icon_rank_officer_06,3958,1378,ch_elder1_pubwin,icon_ribbon_s00_026,0
27,292600,305400,12800,0,icon_rank_officer_sm_06,icon_rank_officer_06,,1379,ch_elder1_concussion,icon_ribbon_s00_027,0
28,305400,318400,13000,0,icon_rank_officer_sm_06,icon_rank_officer_06,,1380,ch_elder1_pistol,icon_ribbon_s00_028,0
29,318400,331600,13200,0,icon_rank_officer_sm_06,icon_rank_officer_06,,1381,ch_elder1_airstrike,icon_ribbon_s00_029,0
