generic,dwstore_alert_all,,0,0,0,0,False,False,0,True
broadcast_received,localstore_alert_frontend_stack,channels,0,0,0,3,False,False,-1,False
broadcast_sent,localstore_alert_frontend_stack,channels,0,0,0,3,False,False,-1,False
chat_message_received,nostore_alert_all,channels,0,0,0,4,False,False,-1,True
game_channel_message_received,nostore_alert_all,channels,0,0,0,17,False,False,-1,True
whisper_received,nostore_alert_all,channels,0,0,0,18,False,False,-1,True
korea_overindulgence,nostore_alert_all,misc,0,0,0,22,False,False,0,False
friend_request_sent,localstore_alert_all_stack,sent_requests,0,0,0,19,False,False,0,False
friend_request_failed,localstore_alert_all_stack,sent_requests,0,0,0,19,False,False,0,True
friend_request_received,localstore_alert_all,friends,0,0,0,19,True,True,1,False
friend_request_accepted,nostore_alert_all,misc,0,0,0,0,False,False,0,False
bnet_friend_request,localstore_alert_all,friends,0,0,0,19,True,True,1,False
party_invite_sent,nostore_alert_all,party,0,0,0,2,False,False,0,False
party_invite_received,dwstore_alert_all_stack,party,0,0,0,2,True,True,1,False
player_joined_party,nostore_alert_frontend,party,0,0,0,2,False,False,0,False
player_joined_party_queue,nostore_alert_all,party,0,0,0,2,False,False,0,False
local_player_joined_party,nostore_noalert,party,0,0,0,2,False,False,0,False
local_player_joined_party_queue,nostore_alert_all,party,0,0,0,2,False,False,0,False
player_left_party,nostore_alert_frontend,party,0,0,0,2,False,False,0,False
channel_invite_sent,nostore_alert_all,channels,0,0,0,3,False,False,0,False
channel_invite_received,dwstore_alert_frontend,channels,0,0,0,3,True,True,1,False
player_joined_channel,nostore_alert_frontend,channels,0,0,0,3,False,False,0,True
player_left_channel,nostore_alert_frontend,channels,0,0,0,3,False,False,0,True
loot_item_gained,localstore_alert_all,challenges,0,0,0,6,False,False,-1,True
achievement_unlocked,localstore_alert_all,challenges,0,0,0,7,False,False,-1,True
report_warning,dwstore_alert_all,report,0,0,0,0,False,False,0,True
report_penalty,dwstore_alert_all,report,0,0,0,0,False,False,0,True
report_thank_you,dwstore_alert_all,report,0,0,0,0,False,False,0,True
challenge_progress,localstore_alert_none_stack,challenges,0,0,0,7,False,False,-1,True
player_blocked,nostore_alert_all,,0,0,0,0,False,False,0,False
player_unblocked,nostore_alert_all,,0,0,0,0,False,False,0,False
tournament_reminder,nostore_alert_all,,0,0,0,0,False,False,0,False
joined_tournament,nostore_alert_all,,0,0,0,0,False,False,0,False
rejoined_tournament,nostore_alert_all,,0,0,0,0,False,False,0,False
clans_invite_received,nostore_alert_all,,0,0,0,0,False,False,0,False
clans_invite_send,nostore_alert_all,,0,0,0,0,False,False,0,False
clans_invite_accepted,nostore_alert_all,,0,0,0,0,False,False,0,False
crosslaunch_attempt,nostore_alert_all,,0,0,0,0,False,False,0,False
crossplay_settings_changed,nostore_alert_all,,0,0,0,0,False,False,0,False
crossplay_setting_disabled_other_platform_user_in_party_warning,nostore_alert_all,,0,0,0,0,False,False,0,False
rejoined_previous_lobby,nostore_alert_all,,0,0,0,0,False,False,0,False
group_invite_received,localstore_alert_frontend,groups,0,0,0,1,True,True,1,False
group_invite_sent,localstore_alert_frontend,groups,0,0,0,1,True,True,1,True
group_request_received,nostore_noalert,sent_requests,0,0,0,1,True,True,1,False
group_request_sent,nostore_alert_frontend,sent_requests,0,0,0,1,False,False,0,False
promoted_to_party_leader,nostore_alert_all,,0,0,0,0,False,False,0,False
bulk_friend_request_sent,nostore_alert_all,sent_requests,0,0,0,0,False,False,0,False
creator_notification,localstore_alert_all,,0,0,0,0,False,False,0,False
battlepass_refund_received,localstore_alert_frontend,misc,0,0,0,0,False,False,0,True
group_member_added,localstore_alert_frontend,groups,0,0,0,1,True,True,1,True
kicked_from_party,nostore_alert_all,,0,0,0,2,False,False,0,False
player_favorited,nostore_alert_all,,0,0,0,0,False,False,0,False
player_unfavorited,nostore_alert_all,,0,0,0,0,False,False,0,False
friend_recommendations,localstore_alert_frontend,misc,0,0,0,0,False,False,0,False
raid_bundle_unlocked,localstore_alert_all,misc,0,0,0,21,False,True,0,True
lobby_timeout,nostore_alert_all,,0,0,0,0,False,False,0,False
dw_mass_antitox_mod_warning,localstore_alert_frontend_stack,,0,0,0,0,False,False,1,True
featured_notification,localstore_alert_none,,0,0,0,0,False,False,1,False
player_name_search_result,nostore_alert_all,misc,0,0,0,0,False,False,0,True
crosslaunch_join_failure,localstore_alert_all,,0,0,0,0,False,True,0,True
onboarding_mission,localstore_alert_frontend_stack,misc,0,0,0,22,False,False,0,True
onboarding_mission_stage,nostore_alert_frontend,misc,0,0,0,23,False,False,0,False
