0,ui_playercard_001,ui_playercard_001,0,standard,,TRUE,0,,,0
1,ui_playercard_002,ui_playercard_002,0,standard,,TRUE,0,,,0
2,ui_playercard_003,ui_playercard_003,0,standard,,TRUE,0,,,0
3,ui_playercard_004,ui_playercard_004,0,standard,,TRUE,0,,,0
4,ui_playercard_005,ui_playercard_005,0,standard,,TRUE,0,,,0
5,ui_playercard_006,ui_playercard_006,0,standard,,TRUE,0,,,0
6,ui_playercard_007,ui_playercard_007,0,standard,,TRUE,0,,,0
7,ui_playercard_008,ui_playercard_008,0,standard,,TRUE,0,,,0
8,ui_playercard_009,ui_playercard_009,0,standard,,TRUE,0,,,0
9,ui_playercard_010,ui_playercard_010,0,standard,,TRUE,0,,,0
10,ui_playercard_011,ui_playercard_011,0,standard,,TRUE,0,,,0
11,ui_playercard_012,ui_playercard_012,0,standard,,TRUE,0,,,0
12,ui_playercard_013,ui_playercard_013,0,standard,,TRUE,0,,,0
13,ui_playercard_014,ui_playercard_014,0,standard,,TRUE,0,,,0
14,ui_playercard_015,ui_playercard_015,0,standard,,TRUE,0,,,0
15,ui_playercard_016,ui_playercard_016,0,standard,,TRUE,0,,,0
16,ui_playercard_017,ui_playercard_017,0,standard,,TRUE,0,,,0
17,ui_playercard_018,ui_playercard_018,0,standard,,TRUE,0,,,0
18,ui_playercard_019,ui_playercard_019,0,standard,,TRUE,0,,,0
19,ui_playercard_020,ui_playercard_020,0,standard,,TRUE,0,,,0
20,ui_playercard_021,ui_playercard_021,0,standard,,TRUE,0,,,0
21,ui_playercard_022,ui_playercard_022,0,standard,,TRUE,0,,,0
22,ui_playercard_023,ui_playercard_023,0,standard,,TRUE,0,,,0
23,ui_playercard_024,ui_playercard_024,0,standard,,TRUE,0,,,0
24,ui_playercard_025,ui_playercard_025,0,standard,,TRUE,0,,,0
25,ui_playercard_026,ui_playercard_026,0,standard,,TRUE,0,,,0
26,ui_playercard_027,ui_playercard_027,0,standard,,TRUE,0,,,0
27,ui_playercard_028,ui_playercard_028,0,standard,,TRUE,0,,,0
28,ui_playercard_029,ui_playercard_029,0,standard,,TRUE,0,,,0
29,ui_playercard_030,ui_playercard_030,0,standard,,TRUE,0,,,0
