0,,0,,0,,,0,,,,0
1,0,30000,30000,0,icon_rank_officer_sm_01,icon_rank_officer_01,,30200,ch_elder_s3_smg_kills,icon_ribbon_s06_001,0
2,30000,60000,30000,0,icon_rank_officer_sm_01,icon_rank_officer_01,3958,30201,ch_elder_s3_killer,icon_ribbon_s06_002,0
3,60000,90000,30000,0,icon_rank_officer_sm_01,icon_rank_officer_01,,30202,ch_elder_s3_pistol_kills_headshots,icon_ribbon_s06_003,0
4,90000,120000,30000,0,icon_rank_officer_sm_01,icon_rank_officer_01,,30203,ch_elder_s3_frag,icon_ribbon_s06_004,0
5,120000,150000,30000,0,icon_rank_officer_sm_01,icon_rank_officer_01,,30204,ch_elder_s3_zero_tolerance,icon_ribbon_s06_005,0
6,150000,180000,30000,0,icon_rank_officer_sm_02,icon_rank_officer_02,3958,30205,ch_elder_s3_team_deathmatch_wins,icon_ribbon_s06_006,0
7,180000,210000,30000,0,icon_rank_officer_sm_02,icon_rank_officer_02,,30206,ch_elder_s3_flash_grenade,icon_ribbon_s06_007,0
8,210000,240000,30000,0,icon_rank_officer_sm_02,icon_rank_officer_02,,30207,ch_elder_s3_three_cheers,icon_ribbon_s06_008,0
9,240000,270000,30000,0,icon_rank_officer_sm_02,icon_rank_officer_02,,30208,ch_elder_s3_double_killer_i,icon_ribbon_s06_009,0
10,270000,300000,30000,0,icon_rank_officer_sm_02,icon_rank_officer_02,,30209,ch_elder_s3_sentry_gun,icon_ribbon_s06_010,0
11,300000,330500,30500,0,icon_rank_officer_sm_03,icon_rank_officer_03,3958,30210,ch_elder_s3_one_shot,icon_ribbon_s06_011,0
12,330500,361500,31000,0,icon_rank_officer_sm_03,icon_rank_officer_03,,30211,ch_elder_s3_karma,icon_ribbon_s06_012,0
13,361500,393000,31500,0,icon_rank_officer_sm_03,icon_rank_officer_03,,30212,ch_elder_s3_ammo_drop,icon_ribbon_s06_013,0
14,393000,425000,32000,0,icon_rank_officer_sm_03,icon_rank_officer_03,,30213,ch_elder_s3_focused,icon_ribbon_s06_014,0
15,425000,457500,32500,0,icon_rank_officer_sm_03,icon_rank_officer_03,,30214,ch_elder_s3_shotgun_kills_headshots,icon_ribbon_s06_015,0
16,457500,490500,33000,0,icon_rank_officer_sm_04,icon_rank_officer_04,3958,30215,ch_elder_s3_cluster_strike,icon_ribbon_s06_016,0
17,490500,524000,33500,0,icon_rank_officer_sm_04,icon_rank_officer_04,,30216,ch_elder_s3_capturer,icon_ribbon_s06_017,0
18,524000,558000,34000,0,icon_rank_officer_sm_04,icon_rank_officer_04,,30217,ch_elder_s3_stun_grenade,icon_ribbon_s06_018,0
19,558000,592500,34500,0,icon_rank_officer_sm_04,icon_rank_officer_04,,30218,ch_elder_s3_stim,icon_ribbon_s06_019,0
20,592500,627500,35000,0,icon_rank_officer_sm_04,icon_rank_officer_04,,30219,ch_elder_s3_assault_rifle_kills,icon_ribbon_s06_020,0
21,627500,663100,35600,0,icon_rank_officer_sm_05,icon_rank_officer_05,3958,30220,ch_elder_s3_close_and_personal,icon_ribbon_s06_021,0
22,663100,699300,36200,0,icon_rank_officer_sm_05,icon_rank_officer_05,,30221,ch_elder_s3_headhunter,icon_ribbon_s06_022,0
23,699300,736100,36800,0,icon_rank_officer_sm_05,icon_rank_officer_05,,30222,ch_elder_s3_resistance,icon_ribbon_s06_023,0
24,736100,773500,37400,0,icon_rank_officer_sm_05,icon_rank_officer_05,,30223,ch_elder_s3_assister,icon_ribbon_s06_024,0
25,773500,811500,38000,0,icon_rank_officer_sm_05,icon_rank_officer_05,,30224,ch_elder_s3_smoke_grenade,icon_ribbon_s06_025,0
26,811500,850100,38600,0,icon_rank_officer_sm_06,icon_rank_officer_06,3958,30225,ch_elder_s3_crushing,icon_ribbon_s06_026,0
27,850100,889300,39200,0,icon_rank_officer_sm_06,icon_rank_officer_06,,30226,ch_elder_s3_eod,icon_ribbon_s06_027,0
28,889300,929100,39800,0,icon_rank_officer_sm_06,icon_rank_officer_06,,30227,ch_elder_s3_sticky_bomber,icon_ribbon_s06_028,0
29,929100,969500,40400,0,icon_rank_officer_sm_06,icon_rank_officer_06,,30228,ch_elder_s3_emergency_airdrop,icon_ribbon_s06_029,0
30,969500,1010500,41000,0,icon_rank_officer_sm_06,icon_rank_officer_06,,30229,ch_elder_s3_longshots,icon_ribbon_s06_030,0
31,1010500,1052200,41700,0,icon_rank_officer_sm_07,icon_rank_officer_07,3958,30230,ch_elder_s3_quick_fix,icon_ribbon_s06_031,0
32,1052200,1094600,42400,0,icon_rank_officer_sm_07,icon_rank_officer_07,,30231,ch_elder_s3_assault_rifle_headshots,icon_ribbon_s06_032,0
33,1094600,1137700,43100,0,icon_rank_officer_sm_07,icon_rank_officer_07,,30232,ch_elder_s3_uav,icon_ribbon_s06_033,0
34,1137700,1181500,43800,0,icon_rank_officer_sm_07,icon_rank_officer_07,,30233,ch_elder_s3_tune_up,icon_ribbon_s06_034,0
35,1181500,1226000,44500,0,icon_rank_officer_sm_07,icon_rank_officer_07,,30234,ch_elder_s3_aggression,icon_ribbon_s06_035,0
36,1226000,1271200,45200,0,icon_rank_officer_sm_08,icon_rank_officer_08,3958,30235,ch_elder_s3_domination_wins,icon_ribbon_s06_036,0
37,1271200,1317100,45900,0,icon_rank_officer_sm_08,icon_rank_officer_08,,30236,ch_elder_s3_cold_blooded,icon_ribbon_s06_037,0
38,1317100,1363700,46600,0,icon_rank_officer_sm_08,icon_rank_officer_08,,30237,ch_elder_s3_semtex,icon_ribbon_s06_038,0
39,1363700,1411000,47300,0,icon_rank_officer_sm_08,icon_rank_officer_08,,30238,ch_elder_s3_merciless_killer_i,icon_ribbon_s06_039,0
40,1411000,1459000,48000,0,icon_rank_officer_sm_08,icon_rank_officer_08,,30239,ch_elder_s3_kill_confirmed_wins,icon_ribbon_s06_040,0
41,1459000,1507800,48800,0,icon_rank_officer_sm_09,icon_rank_officer_09,3958,30240,ch_elder_s3_throwing_knife,icon_ribbon_s06_041,0
42,1507800,1557400,49600,0,icon_rank_officer_sm_09,icon_rank_officer_09,,30241,ch_elder_s3_pistol_kills,icon_ribbon_s06_042,0
43,1557400,1607800,50400,0,icon_rank_officer_sm_09,icon_rank_officer_09,,30242,ch_elder_s3_winner,icon_ribbon_s06_043,0
44,1607800,1659000,51200,0,icon_rank_officer_sm_09,icon_rank_officer_09,,30243,ch_elder_s3_four_piece_dinner_i,icon_ribbon_s06_044,0
45,1659000,1711000,52000,0,icon_rank_officer_sm_09,icon_rank_officer_09,,30244,ch_elder_s3_well_equipped,icon_ribbon_s06_045,0
46,1711000,1763800,52800,0,icon_rank_officer_sm_10,icon_rank_officer_10,3958,30245,ch_elder_s3_helo_support,icon_ribbon_s06_046,0
47,1763800,1817400,53600,0,icon_rank_officer_sm_10,icon_rank_officer_10,,30246,ch_elder_s3_snack_attack,icon_ribbon_s06_047,0
48,1817400,1871800,54400,0,icon_rank_officer_sm_10,icon_rank_officer_10,,30247,ch_elder_s3_ads,icon_ribbon_s06_048,0
49,1871800,1927000,55200,0,icon_rank_officer_sm_10,icon_rank_officer_10,,30248,ch_elder_s3_cyber_attack_wins,icon_ribbon_s06_049,0
50,1927000,1983000,56000,0,icon_rank_officer_sm_10,icon_rank_officer_10,,30249,ch_elder_s3_personal_uav,icon_ribbon_s06_050,0
51,1983000,2039900,56900,0,icon_rank_officer_sm_11,icon_rank_officer_11,3958,30250,ch_elder_s3_recon_drone,icon_ribbon_s06_051,0
52,2039900,2097700,57800,0,icon_rank_officer_sm_11,icon_rank_officer_11,,30251,ch_elder_s3_launcher_kills,icon_ribbon_s06_052,0
