0,war_idle_0,0,0,,,,,,iw7_mp_brodium_idle_warfighter,,0,N,,,,Y,,,,,
1,heavy_idle_0,0,0,,,,,,iw7_mp_brodium_idle_heavy,,0,N,,,,Y,,,,,
2,c6_idle_0,0,0,,,,,,iw7_mp_brodium_idle_synaptic,,0,N,,,,Y,,,,,
3,ftl_idle_0,0,0,,,,,,iw7_mp_brodium_idle_ftl,,0,N,,,,Y,,,,,
4,stryker_idle_0,0,0,,,,,,iw7_mp_brodium_idle_stryker,,0,N,,,,Y,,,,,
5,ghost_idle_0,0,0,,,,,,iw7_mp_brodium_idle_ghost,,0,N,,,,Y,,,,,
6,rig_neutral_idle_0,0,0,,,,,,iw7_mp_brodium_basic_idle_arms_down,,0,N,,,,Y,,,,,
7,war_walkin_0,0,0,,,,,,iw7_mp_brodium_warfighter_walk_to_stop,,0,N,,,,Y,,,,,
8,heavy_walkin_0,0,0,,,,,,iw7_mp_brodium_heavy_walk_to_stop,,0,N,,,,Y,,,,,
9,c6_walkin_0,0,0,,,,,,iw7_mp_brodium_synaptic_walk_to_stop,,0,N,,,,Y,,,,,
10,ftl_walkin_0,0,0,,,,,,iw7_mp_brodium_ftl_walk_to_stop,,0,N,,,,Y,,,,,
11,stryker_walkin_0,0,0,,,,,,iw7_mp_brodium_stryker_walk_to_stop,,0,N,,,,Y,,,,,
12,ghost_walkin_0,0,0,,,,,,iw7_mp_brodium_ghost_walk_to_stop,,0,N,,,,Y,,,,,
13,ftl_transin_0,0,0,,,,,,iw7_mp_brodium_idle_ftl_trans_in,,0,N,,,,Y,,,,,
14,ftl_transout_0,0,0,,,,,,iw7_mp_brodium_idle_ftl_trans_out,,0,N,,,,Y,,,,,
15,stryker_transin_0,0,0,,,,,,iw7_mp_brodium_idle_stryker_trans_in,,0,N,,,,Y,,,,,
16,stryker_transout_0,0,0,,,,,,iw7_mp_brodium_idle_stryker_trans_out,,0,N,,,,Y,,,,,
17,war_transin_0,0,0,,,,,,iw7_mp_brodium_idle_warfighter_trans_in,,0,N,,,,Y,,,,,
18,war_transout_0,0,0,,,,,,iw7_mp_brodium_idle_warfighter_trans_out,,0,N,,,,Y,,,,,
