46104,cer_augment_unlocks,0,0,0|3|6|9|12|15|18|21,|||||||,,,,,,,,,,,57674+55403+55414|57675+55407+55415|57673+55402+55416|55410+55993+55413|57672+55404+55551|55409+55412+55406|57677+55405+83009|55408+55411+57678+57676,0
47576,cer_augment_achievement_activation,0,0,,,,,,,,,,,ZM,,,0
45912,cer_cryofreeze_augments,0,0,20000|45000|80000|125000|180000|250000,57696|57691|57694|57692|57695|57693,,,3,,,,,,ZM,57673,,0
48298,cer_staminup_augments,0,0,20000|45000|80000|125000|180000|250000,57733|57731|57732|57728|82093|57734,,,1,,,,,,ZM,55403,,0
48299,cer_healingaura_augments,0,0,20000|45000|80000|125000|180000|250000,57697|81292|57699|57698|57700|57702,,,6,,,,,,ZM,55412,,0
48300,cer_napalmburst_augments,0,0,20000|45000|80000|125000|180000|250000,63433|63381|63435|63434|63379|63380,,,2,,,,,,ZM,57675,,0
48301,cer_quick_revive_augments,0,0,20000|45000|80000|125000|180000|250000,57724|57727|57722|57725|57723|81224,,,2,,,,,,ZM,55407,,0
48302,cer_frenzied_guard_augments,0,0,20000|45000|80000|125000|180000|250000,80435|80144|80433|80145|80434|80143,,,2,,,,,,ZM,55415,,0
48303,cer_deadwire_augments,0,0,20000|45000|80000|125000|180000|250000,65500|65609|65501|65498|65499|69732,,,1,,,,,,ZM,57674,,0
48304,cer_juggernog_augments,0,0,20000|45000|80000|125000|180000|250000,57721|57716|82040|82060|57715|82027,,,3,,,,,,ZM,55402,,0
48305,cer_m_mod_augments,0,0,20000|45000|80000|125000|180000|250000,81435|71486|62023|62568|62567|62022,,,4,,,,,,ZM,55410,,0
48306,cer_dark_flare_augments,0,0,20000|45000|80000|125000|180000|250000,81021|81023|81026|81025|81024|81022,,,4,,,,,,ZM,55993,,0
48307,cer_brainrot_augments,0,0,20000|45000|80000|125000|180000|250000,57710|57714|57711|57713|57712|57709,,,5,,,,,,ZM,57672,,0
48308,cer_speedcola_augments,0,0,20000|45000|80000|125000|180000|250000,57708|57703|57706|82295|57707|84696,,,5,,,,,,ZM,55404,,0
48309,cer_phdflopper_augments,0,0,20000|45000|80000|125000|180000|250000,81277|68718|68608|68716|68609|68717,,,6,,,,,,ZM,55409,,0
48310,cer_energy_mine_augments,0,0,20000|45000|80000|125000|180000|250000,71055|70948|66255|70947|71056|70946,,,1,,,,,,ZM,55414,,0
48311,cer_shadowvortex_augments,0,0,20000|45000|80000|125000|180000|250000,58697|58655|70252|70250|70251|70249,,,7,,,,,,ZM,57677,,0
48312,cer_deadshot_augments,0,0,20000|45000|80000|125000|180000|250000,63481|63572|63573|63480|63574|82077,,,7,,,,,,ZM,55405,,0
48313,cer_elemental_pop_augments,0,0,20000|45000|80000|125000|180000|250000,80938|80940|79980|80939|79978|79979,,,8,,,,,,ZM,55408,,0
48314,cer_aether_shroud_augments,0,0,20000|45000|80000|125000|180000|250000,58366|58251|58367|58248|58368|58249,,,8,,,,,,ZM,55411,,0
49659,cer_lightray_augments,0,0,20000|45000|80000|125000|180000|250000,89709|89710|89708|89705|89707|89706,,,8,,,,,,ZM,57678,,0
49660,cer_vulture_aid_augments,0,0,20000|45000|80000|125000|180000|250000,88427|88291|88294|57735|88293|88292,,,5,,,,,,ZM,55551,,0
49661,cer_tesla_storm_augments,0,0,20000|45000|80000|125000|180000|250000,89541|89538|89540|89536|89539|89537,,,3,,,,,,ZM,55416,,0
50678,cer_death_perception_augments,0,0,20000|45000|80000|125000|180000|250000,89150|90369|90107|90238|89396|91068,,,6,,,,,,ZM,55406,,0
50801,cer_frost_blast_augments,0,0,20000|45000|80000|125000|180000|250000,89590|89750|89589|89749|89543|89748,,,4,,,,,,ZM,55413,,0
50803,cer_double_tap_augments,0,0,20000|45000|80000|125000|180000|250000,87725|87573|87724|87600|87723|86604,,,7,,,,,,ZM,83009,,0
