0,buttons_default,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,buttons_tactical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,buttons_lefty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,buttons_nomad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,buttons_nomad_tactical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,buttons_nomad_lefty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,buttons_bumper_jumper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,buttons_bumper_jumper_tac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,buttons_one_hand_gun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,buttons_stick_move,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,buttons_brawler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,buttons_beast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
