include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_team_status_zones.csv,,,,,,,,,,,,,
ui_escort_player_team,1,,c,i,0,-1,1,,,,,,,
ui_escort_owner_team,1,,g,i,0,-1,5,,,,,,,
ui_escort_goal_percent,1,,g,f,0.5,0,1,,,,,,,
ui_escort_ent_speed,1,,g,f,0,0,2,,,,,,,
ui_wm_escort_dir,1,,g,i,0,-1,1,,,,,,,
ui_wm_escort_checkpoint_0,1,,g,f,0,0,1,,,,,,,
ui_wm_escort_checkpoint_1,1,,g,f,0,0,1,,,,,,,
ui_wm_escort_checkpoint_2,1,,g,f,0,0,1,,,,,,,
ui_wm_escort_checkpoint_3,1,,g,f,0,0,1,,,,,,,
ui_wm_escort_objective_id,1,,g,i,-1,-1,30,,,,,,,
ui_wm_escort_checkpoint_objid_0,1,,g,i,-1,-1,30,,,,,,,
ui_wm_escort_checkpoint_objid_1,1,,g,i,-1,-1,30,,,,,,,
ui_wm_escort_checkpoint_objid_2,1,,g,i,-1,-1,30,,,,,,,
ui_wm_escort_checkpoint_objid_3,1,,g,i,-1,-1,30,,,,,,,
ui_wm_escort_trap_0,1,,g,f,0,0,1,,,,,,,
ui_wm_escort_trap_1,1,,g,f,0,0,1,,,,,,,
ui_wm_escort_trap_2,1,,g,f,0,0,1,,,,,,,
ui_num_dom_flags,1,,g,i,3,0,5,,,,,,,
ui_hardpoint,1,,g,i,-1,-3,31,,,,,,,
ui_escort_attacking_side,1,,g,i,0,0,2,,,,,,,
ui_escort_zone_net_player_count,1,,g,i,0,0,9,,,,,,,
