allow_server_pause,1,,g,b,1,,,,,,,,,,,
death_recap_info,1,,c,a,0,0,134217727,,,,,,,,,
ui_session_state,1,,c,s,none,,,,,,,,,,,
ui_prematch_period,1,,g,i,0,0,1,,,,,,,,,
ui_match_start_text,1,,g,s,none,,,,,,,,,,,
ui_match_start_countdown,1,,c,i,0,-1,90,,,,,,,,,
ui_game_transition_index,1,,c,i,0,0,12,,,,,,,,,
ui_round_end_title,1,,c,i,0,0,20,,,,,,,,,
ui_round_end_reason,1,,c,i,0,0,97,,,,,,,,,
ui_team_attackers,1,,g,s,none,,,,,,,,,,,
ui_team_defenders,1,,g,s,none,,,,,,,,,,,
cam_scene_name,1,,c,s,unknown,,,,,,,,,,,
cam_scene_lead,,,c,i,-1,-1,2046,,,,,,,,,
cam_scene_support,,,c,i,-1,-1,2046,,,,,,,,,
ui_options_menu,1,,c,i,0,-1,6,,,,,,,,,
ui_scoreboard_freeze,,,c,b,1,0,1,,,,,,,,,
ui_power_disabled,1,0,c,b,0,0,1,,,,,,,,,
ui_power_secondary_disabled,1,0,c,b,0,0,1,,,,,,,,,
ui_power_state,1,1,c,i,0,0,4,,,,,,,,,
ui_power_secondary_state,1,1,c,i,0,0,4,,,,,,,,,
ui_using_killstreak_remote,1,1,c,b,0,,,,,,,,,,,
lb_gsc_controlled,1,0,c,b,0,0,1,,,,,,,,,
lb_color,1,0,c,i,0,0,100,,,,,,,,,
lb_pulse_time,1,0,c,f,0,0,5,,,,,,,,,
ui_always_show_nameplates,1,,g,b,0,,,,,,,,,,,
ui_hide_nameplates_for_zero_health,1,,g,b,1,,,,,,,,,,,
ui_predator_missile,1,1,c,i,0,0,3,,,,,,,,,
ui_predator_missiles_left,1,,c,i,-1,-1,16,,,,,,,,,
ui_location_selection_countdown,1,1,c,t,0,,,,,,,,,,,
ui_killstreak_countdown,1,1,c,t,0,,,,,,,,,,,
ui_killstreak_countdown_percent,1,1,c,i,0,0,100,,,,,,,,,
ui_killstreak_countdown_id,1,,c,i,-1,-1,99,,,,,,,,,
ui_killstreak_lifetime,1,1,c,f,0,0,1,,,,,,,,,
ui_killstreak_active_use,1,,c,i,-1,-1,99,,,,,,,,,
ui_spotter_scope_danger,1,1,c,i,0,0,1,,,,,,,1,,
ui_using_airstrike,1,,c,b,0,0,1,,,,,,,,,
ui_match_in_progress,1,,c,b,0,0,1,,,,,,,,,
ui_veh_battle_tracks_toggle_state,1,0,c,i,0,0,2,,,,,,,,,
match_has_more_than_1_player,1,,c,b,0,0,1,,,,,,,,,
ui_show_spectateHud,1,,c,i,-1,-1,199,,,,,1,,,if set to a number show for that client,
ui_requestRedeployButton_state,1,,c,i,0,-1,2147483646,,,,,,,,,
infil_intro,0,0,g,a,-1,0,0,,,,,,,,,
infil_gameplay,0,0,g,a,0,0,0,,,,,,,,,
requires_scriptmover_ladder_checks,0,0,g,b,0,0,1,,,,,,,,,
ui_clear_target_markers,1,,c,t,0,,,,,,,,,,,
player_respawning,1,,c,b,0,0,1,,,,,,,,,
ui_tac_map_type,1,,c,i,0,0,1,,,,,,,,,
ui_show_tac_map,1,,c,b,0,0,1,,,,,,,,,
ui_hide_player_icons,0,,g,b,0,0,1,,,,,,,,,
ui_cash_pickedup,1,,c,i,0,0,131071,,,,,,,,,
ui_cash_dropped,1,,c,i,0,0,131071,,,,,,,,,
ui_cash_my_player,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_0,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_1,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_2,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_3,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_4,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_5,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_6,1,,c,i,0,0,131071,,,,,1,,,,
ui_cash_squad_index_7,1,,c,i,0,0,131071,,,,,1,,,,
ui_zm_essence_squad_index_0,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_1,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_2,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_3,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_4,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_5,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_6,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_zm_essence_squad_index_7,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_client_squad_index,1,,c,i,0,0,10,,,,,,,,,
ui_loot_splash_item_id,1,,c,i,0,0,2147483647,,,,,1,,,,
ui_loot_splash_item_quantity,1,,c,i,0,0,1000000,,,,,1,,,,
ui_veh_flat_tire_mask,1,,c,i,0,0,255,,,,,,,,,
ui_buystation_open,1,,c,i,0,0,511,,,,,,,,,
ui_buystation_purchase_response,1,,c,i,0,0,27,,,,,,,,,
ui_buystation_override,1,,c,i,-1,-1,255,,,,,,,,,
ui_weapon_buystation_override,1,,c,i,-1,-1,255,,,,,,,,,
ui_buystation_limited_item_amount,1,,c,a,0,,,,,,,,,,,
ui_buystation_item_filter,1,,c,a,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_0,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_1,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_2,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_3,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_4,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_5,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_6,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_7,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_8,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_9,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_10,1,,c,t,0,,,,,,,,,,,
ui_cyber_revive_timeout_squad_index_11,1,,c,t,0,,,,,,,,,,,
ui_armor_percent,1,1,c,f,1,0,1,,,,,,,,1,
ui_armor_squad_index_0,1,,c,i,0,0,262143,,,,,1,,,,
ui_armor_squad_index_1,1,,c,i,0,0,262143,,,,,1,,,,
ui_armor_squad_index_2,1,,c,i,0,0,262143,,,,,1,,,,
ui_armor_squad_index_3,1,,c,i,0,0,262143,,,,,1,,,,
ui_armor_squad_index_4,1,,c,i,0,0,262143,,,,,1,,,,
ui_armor_squad_index_5,1,,c,i,0,0,262143,,,,,1,,,,
ui_armor_squad_index_6,1,,c,i,0,0,262143,,,,,1,,,,
ui_armor_squad_index_7,1,,c,i,0,0,262143,,,,,1,,,,
ui_compass_tacopsmap_cursor_pos_override_x,1,,c,f,0,-1000000,1000000,,,,,,,,,
ui_compass_tacopsmap_cursor_pos_override_y,1,,c,f,0,-1000000,1000000,,,,,,,,,
ui_compass_tacopsmap_size_override,1,,c,f,0,0.05,1,,,,,,,,,
ui_block_fu_not_ready_error,1,,c,i,0,0,1,,,,,1,,,,
ui_tactical_camera_0_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_1_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_2_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_3_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_4_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_5_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_6_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_7_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_8_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_9_location,1,,c,i,-1,-1,62,,,,,1,,,,
ui_tactical_camera_pilot,1,,c,e,,,,,,,,1,,,,
ui_tactical_camera_can_detonate_c4,1,,c,b,0,,,,,,,1,,,,
ui_tactical_camera_0_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_1_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_2_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_3_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_4_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_5_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_6_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_7_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_8_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_9_status,1,,c,i,0,0,4,,,,,1,,,,
ui_tactical_camera_index,1,,c,i,0,0,10,,,,,1,,,,
ui_tactical_camera_0_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_1_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_2_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_3_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_4_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_5_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_6_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_7_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_8_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_tactical_camera_9_is_piloted,1,,c,b,0,0,1,,,,,1,,,,
ui_emp_button_combo_show,1,,c,b,0,0,1,,,,,,,,,
ui_emp_button_combo_duration,1,,c,f,6,0,131071,,,,,,,,,
ui_whizby_ent,1,,c,i,-1,-1,3000,,,,,,,,,
ui_whizby_notify,1,1,c,n,0,,,,,,,,,,,
ui_whizby_alpha_front,1,,c,f,0,0,1,,,,,,,,,
ui_whizby_alpha_side,1,,c,f,0,0,1,,,,,,,,,
ui_whizby_alpha_back,1,,c,f,0,0,1,,,,,,,,,
ui_whizby_side_angle,1,,c,i,0,-180,180,,,,,,,,,
ui_whizby_side_loop,1,,c,i,0,0,1,,,,,,,,,
ui_whizby_front_loop,1,,c,i,0,0,2,,,,,,,,,
ui_whizby_back_x,1,,c,i,0,-131071,131071,,,,,,,,,
ui_whizby_back_y,1,,c,i,0,-131071,131071,,,,,,,,,
ui_whizby_back_z,1,,c,i,0,-131071,131071,,,,,,,,,
ui_super_ddos_screen_on,1,,c,i,0,0,1,,,,,,,,,
ui_super_tablet_sequence,1,,c,i,-1,-1,60,,,,,,,,,
ui_using_super_remote,1,,c,b,0,0,1,,,,,,,,,
ui_squad_leader,1,,c,e,,,,,,,,,,,,
ui_mobile_killstreak_is_deploying,1,,c,b,0,0,1,,,,,,,,,
ui_armor_queued_count,1,,c,i,0,0,8,,,,,,,,,
ui_inserting_armor_plate,1,,c,b,0,0,1,,,,,,,,,
ui_inserting_armor_plate_timer,1,,c,f,0,0,10,,,,,,,,,
ui_armor_forced_notify,1,1,c,n,0,,,,,,,,,,,
chromatic_aberration_override,0,1,c,f,0,0,1,,,,,,,,,
chromatic_aberration_radius_override,0,1,c,f,0,-1,1,,,,,,,,,
chromatic_aberration_strength_override,0,1,c,f,0,0,1,,,,,,,,,
chromatic_aberration_distortion_override,0,1,c,f,0,-1,1,,,,,,,,,
ui_field_upgrade_use,1,,c,i,0,0,128,,,,,,,,,
ui_killstreak_use_widget,1,,c,i,0,0,63,,,,,,,,,
ui_infil_hide_ui,1,,g,b,0,0,1,,,,,,,,,
ui_hb_sensor_battery_percentage,1,,c,i,0,0,128,,,,,1,,,,
ui_binoculars_timer,1,,c,f,0,0,1,,,,,,,,,
ui_binoculars_state,1,,c,i,0,0,2,,,,,,,,,
ui_iodine_pills,1,,c,i,0,0,255,,,,,,,,,
ui_tactical_camera_cam_0_status,1,,c,i,0,0,5,,,,,,,,,
ui_tactical_camera_cam_1_status,1,,c,i,0,0,5,,,,,,,,,
ui_emp_target_detector_on_give_widget,1,,c,i,0,0,6,,,,,1,,,,
ui_tactical_camera_ddos_on,1,,c,b,0,0,1,,,,,,,,,
