42567,cer_ch_reticle_mp_t10_dualzoom01,0,0,100|200|300|400|500,66746|66749|66752|66755|66758,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_dualzoom01,0
42570,cer_ch_reticle_mp_t10_fourx01,0,0,50|100|150|200|250|300|350|400|450|500,66776|66779|66782|66785|66788|66791|66794|66797|66800|66803,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_fourx01,0
42573,cer_ch_reticle_mp_t10_fourx02,0,0,50|100|150|200|250|300|350|400|450|500,66806|66809|66812|66815|66818|66821|66824|66827|66830|66833,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_fourx02,0
42576,cer_ch_reticle_mp_t10_holo01,0,0,50|100|150|200|250|300|350|400|450|500,66836|66839|66842|66845|66848|66851|66854|66857|66860|66863,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_holo01,0
42579,cer_ch_reticle_mp_t10_holo02,0,0,50|100|150|200|250|300|350|400|450|500,66866|66869|66872|66875|66878|66881|66884|66887|66890|66893,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_holo02,0
42582,cer_ch_reticle_mp_t10_holo_range,0,0,50|100|150|200|250|300|350|400|450|500,66896|66899|66902|66905|66908|66911|66914|66917|66920|66923,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_holo_range,0
42585,cer_ch_reticle_mp_t10_hybrid01,0,0,50|100|150|200|250|300|350|400|450|500,66926|66929|66932|66935|66938|66941|66944|66947|66950|66953,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_hybrid01,0
42588,cer_ch_reticle_mp_t10_hybrid02,0,0,50|100|150|200|250|300|350|400|450|500,66956|66959|66962|66965|66968|66971|66974|66977|66980|66983,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_hybrid02,0
42591,cer_ch_reticle_mp_t10_microreflex01,0,0,50|100|150|200|250|300|350|400|450|500,66986|66989|66992|66995|66998|67001|67004|67007|67010|67013,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_microreflex01,0
42594,cer_ch_reticle_mp_t10_microreflex02,0,0,50|100|150|200|250|300|350|400|450|500,67016|67019|67022|67025|67028|67031|67034|67037|67040|67043,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_microreflex02,0
42597,cer_ch_reticle_mp_t10_microreflex03,0,0,50|100|150|200|250|300|350|400|450|500,67046|67049|67052|67055|67058|67061|67064|67067|67070|67073,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_microreflex03,0
42600,cer_ch_reticle_mp_t10_microreflex04,0,0,50|100|150|200|250|300|350|400|450|500,67076|67079|67082|67085|67088|67091|67094|67097|67100|67103,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_microreflex04,0
36273,cer_ch_reticle_mp_t10_reddot01,0,0,50|100|150|200|250|300|350|400|450|500,67106|67109|67112|67115|67118|67121|67124|67127|67130|67133,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reddot01,0
42603,cer_ch_reticle_mp_t10_reddot02,0,0,50|100|150|200|250|300|350|400|450|500,67136|67139|67142|67145|67148|67151|67154|67157|67160|67163,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reddot02,0
42606,cer_ch_reticle_mp_t10_reddot03,0,0,50|100|150|200|250|300|350|400|450|500,67166|67169|67172|67175|67178|67181|67184|67187|67190|67193,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reddot03,0
40932,cer_ch_reticle_mp_t10_reflex01,0,0,50|100|150|200|250|300|350|400|450|500,66170|66171|66172|66173|66174|66175|66176|66177|66178|66179,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reflex01,0
42610,cer_ch_reticle_mp_t10_reflex02,0,0,50|100|150|200|250|300|350|400|450|500,67206|67209|67212|67215|67218|67221|67224|67227|67230|67233,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reflex02,0
42613,cer_ch_reticle_mp_t10_reflex03,0,0,50|100|150|200|250|300|350|400|450|500,67236|67239|67242|67245|67248|67251|67254|67257|67260|67263,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reflex03,0
42616,cer_ch_reticle_mp_t10_reflex04,0,0,50|100|150|200|250|300|350|400|450|500,67266|67269|67272|67275|67278|67281|67284|67287|67290|67293,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reflex04,0
42619,cer_ch_reticle_mp_t10_reflex05,0,0,50|100|150|200|250|300|350|400|450|500,67296|67299|67302|67305|67308|67311|67314|67317|67320|67323,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reflex05,0
42622,cer_ch_reticle_mp_t10_reflex06,0,0,50|100|150|200|250|300|350|400|450|500,67326|67329|67332|67335|67338|67341|67344|67347|67350|67353,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reflex06,0
42625,cer_ch_reticle_mp_t10_scope_pi,0,0,100|200|300|400|500,67356|67359|67362|67365|67368,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_scope_pi,0
42628,cer_ch_reticle_mp_t10_scope_rangefinder,0,0,100|200|300|400|500,67386|67389|67392|67395|67398,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_scope_rangefinder,0
42631,cer_ch_reticle_mp_t10_snprscope_ar,0,0,100|200|300|400|500,67416|67419|67422|67425|67428,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_snprscope_ar,0
42634,cer_ch_reticle_mp_t10_snprscope_dm,0,0,100|200|300|400|500,67446|67449|67452|67455|67458,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_snprscope_dm,0
42637,cer_ch_reticle_mp_t10_thermal01,0,0,50|100|150|200|250|300|350|400|450|500,67476|67479|67482|67485|67488|67491|67494|67497|67500|67503,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_thermal01,0
42640,cer_ch_reticle_mp_t10_thermal_holo,0,0,50|100|150|200|250|300|350|400|450|500,67506|67509|67512|67515|67518|67521|67524|67527|67530|67533,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_thermal_holo,0
42643,cer_ch_reticle_mp_t10_thermal_scope,0,0,100|200|300|400|500,67536|67539|67542|67545|67548,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_thermal_scope,0
42646,cer_ch_reticle_mp_t10_threex01,0,0,50|100|150|200|250|300|350|400|450|500,67566|67569|67572|67575|67578|67581|67584|67587|67590|67593,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_threex01,0
42649,cer_ch_reticle_mp_t10_twox01,0,0,50|100|150|200|250|300|350|400|450|500,67596|67599|67602|67605|67608|67611|67614|67617|67620|67623,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_twox01,0
42652,cer_ch_reticle_mp_t10_varizoom01,0,0,100|200|300|400|500,67626|67629|67632|67635|67638,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_varizoom01,0
42655,cer_ch_reticle_mp_t10_varizoom02,0,0,100|200|300|400|500,67656|67659|67662|67665|67668,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_varizoom02,0
43504,cer_ch_reticle_mp_t10_snprscope_droger,0,0,100|200|300|400|500,69959|69962|69965|69968|69971,200|400|600|800|1000,,,,,,,,MP|LP_MP|HC,t10_snprscope_droger,0
49969,cer_ch_reticle_mp_t10_reddot04,0,0,50|100|150|200|250|300|350|400|450|500,91540|91546|91521|91523|91548|91539|91533|91526|91530|91522,100|200|300|400|500|600|700|800|900|1000,,,,,,,,MP|LP_MP|HC,t10_reddot04,0
42568,cer_ch_reticle_zm_t10_dualzoom01,0,0,400|800|1200|1600|2000,66748|66751|66754|66757|66760,200|400|600|800|1000,,,,,,,,ZM,t10_dualzoom01,0
42571,cer_ch_reticle_zm_t10_fourx01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66778|66781|66784|66787|66790|66793|66796|66799|66802|66805,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_fourx01,0
42574,cer_ch_reticle_zm_t10_fourx02,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66808|66811|66814|66817|66820|66823|66826|66829|66832|66835,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_fourx02,0
42577,cer_ch_reticle_zm_t10_holo01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66838|66841|66844|66847|66850|66853|66856|66859|66862|66865,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_holo01,0
42580,cer_ch_reticle_zm_t10_holo02,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66868|66871|66874|66877|66880|66883|66886|66889|66892|66895,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_holo02,0
42583,cer_ch_reticle_zm_t10_holo_range,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66898|66901|66904|66907|66910|66913|66916|66919|66922|66925,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_holo_range,0
42586,cer_ch_reticle_zm_t10_hybrid01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66928|66931|66934|66937|66940|66943|66946|66949|66952|66955,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_hybrid01,0
42589,cer_ch_reticle_zm_t10_hybrid02,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66958|66961|66964|66967|66970|66973|66976|66979|66982|66985,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_hybrid02,0
42592,cer_ch_reticle_zm_t10_microreflex01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,66988|66991|66994|66997|67000|67003|67006|67009|67012|67015,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_microreflex01,0
42595,cer_ch_reticle_zm_t10_microreflex02,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67018|67021|67024|67027|67030|67033|67036|67039|67042|67045,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_microreflex02,0
42598,cer_ch_reticle_zm_t10_microreflex03,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67048|67051|67054|67057|67060|67063|67066|67069|67072|67075,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_microreflex03,0
42601,cer_ch_reticle_zm_t10_microreflex04,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67078|67081|67084|67087|67090|67093|67096|67099|67102|67105,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_microreflex04,0
36274,cer_ch_reticle_zm_t10_reddot01,0,0,200|400|600|800|1000|1200|1400|1600|1800|2000,67108|67111|67114|67117|67120|67123|67126|67129|67132|67135,100|200|300|400|500|600|700|800|900|1000,,,,,,,,ZM,t10_reddot01,0
