1,assassination,0,0,,0,ui_map_icon_obj_assassin,assassin,1,p,,brloot_assassination_tablet,0,ui_mp_br_mapmenu_legend_tablet_assassin,0,ui_mp_br_contracts_splash_icon_assassin,,0,assassination,0,,0
2,master_assassination,0,0,,0,ui_map_icon_obj_big_bounty,master_assassin,1,p,,brloot_master_assassination_tablet,0,ui_map_icon_obj_big_bounty,0,ui_map_icon_obj_big_bounty,,0,master_assassination,0,,0
3,assassination_all,0,0,,0,ui_map_icon_obj_assassin,assassin_all,0,p,,,0,ui_mp_br_mapmenu_legend_tablet_assassin,0,ui_mp_br_contracts_splash_icon_assassin,,0,assassination,0,,0
4,assassination_all_timed,0,0,,0,ui_map_icon_obj_assassin,assassin_all,1,p,,,0,ui_mp_br_mapmenu_legend_tablet_assassin,0,ui_mp_br_contracts_splash_icon_assassin,,0,assassination,0,,0
5,domination,0,0,,0,ui_map_icon_obj_recon,domination,1,,,brloot_domination_tablet,0,ui_mp_br_mapmenu_legend_tablet_dom,0,ui_mp_br_contracts_splash_icon_dom,,0,dom,0,,0
6,intel_explore,0,0,,0,ui_map_icon_obj_intel,default,1,,,brloot_intel_tablet,0,ui_mp_br_mapmenu_legend_tablet_dom,0,ui_mp_br_contracts_splash_icon_dom,,0,intel,0,,0
7,intel_upload,0,0,,0,ui_map_icon_obj_intel,default,1,,,brloot_intel_tablet,0,ui_mp_br_mapmenu_legend_tablet_dom,0,ui_mp_br_contracts_splash_icon_dom,,0,intel,0,,0
8,timedrun,0,0,,0,ui_map_icon_obj_supplyrun,timed_run,1,,,brloot_timedrun_tablet,0,ui_map_icon_obj_supplyrun,0,ui_map_icon_obj_supplyrun,,0,timedrun,0,,0
9,safecracker,0,0,,0,ui_map_icon_obj_safecracker,safecracker_3,1,,,ui_map_icon_ph_safe_cracker,0,ui_map_icon_ph_safe_cracker,0,ui_mp_br_contracts_splash_icon_safebreaker,,0,safecracker,0,,0
10,scavenger,0,0,3,0,ui_map_icon_obj_scavenger,scavenger_3,1,i,1,brloot_scavenger_tablet,0,ui_mp_br_mapmenu_legend_tablet_scavengerhunt,0,ui_mp_br_contracts_splash_icon_scavengerhunt,,0,scavenger,0,,0
11,collection,0,0,10,0,ui_map_icon_obj_scavenger,default,,i,1,,0,ui_mp_br_mapmenu_legend_tablet_scavengerhunt,0,ui_mp_br_contracts_splash_icon_scavengerhunt,,0,scavenger,0,,0
12,vip,0,0,,0,ui_map_icon_obj_most_wanted,vip,1,p,,ui_map_icon_ph_most_wanted,0,ui_map_icon_ph_most_wanted,0,ui_mp_br_contracts_splash_icon_hvt,,0,vip,0,,0
13,gt_extract_1,0,0,,0,ui_map_icon_obj_extract,default,0,i,,,0,,0,,,0,,0,,0
14,gt_evac,0,0,,0,ui_map_icon_obj_extract,default,0,,,,0,,0,,,0,,0,,0
15,blueprintextract,0,0,,0,ui_map_icon_obj_exfil,blueprintextract,1,p,1,brloot_blueprintextract_tablet,0,ui_mp_br_mapmenu_legend_tablet_dom,0,ui_mp_br_contracts_splash_icon_extraction,BRLootItemRarity.SpecialMission,0,,0,,0
16,attraction_racetrack,0,0,,0,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,attraction_racetrack,1,,,br_attraction_rt,0,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,0,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,,0,,0,,0
17,attraction_racetrack_heli,0,0,,0,ui_mp_br_mapmenu_icon_poi_sb_race_helo,attraction_racetrack,1,,,br_attraction_rt_h,0,ui_mp_br_mapmenu_icon_poi_sb_race_helo,0,ui_mp_br_mapmenu_icon_poi_sb_race_helo,,0,,0,,0
18,attraction_racetrack_parachute,0,0,,0,ui_mp_br_mapmenu_icon_poi_sb_race_parachute,attraction_racetrack,1,,,br_attraction_rt_p,0,ui_mp_br_mapmenu_icon_poi_sb_race_parachute,0,ui_mp_br_mapmenu_icon_poi_sb_race_parachute,,0,,0,,0
19,secretstash,0,0,,0,ui_map_icon_obj_scavenger,secretstash,1,,,brloot_secretstash_tablet,0,ui_mp_br_mapmenu_legend_tablet_scavengerhunt,0,ui_mp_br_contracts_splash_icon_scavengerhunt,,0,,0,,0
20,smokinggun,0,0,5,0,ui_mp_br_mapmenu_icon_x1_01_objective,default,0,i,1,,0,ui_mp_br_mapmenu_icon_x1_01_objective,0,ui_mp_br_contracts_splash_icon_assassin,,0,,0,,0
21,history,0,0,,0,ui_mp_br_mapmenu_icon_x1_02_objective,default,0,i,1,,0,ui_mp_br_mapmenu_icon_x1_02_objective,0,ui_mp_br_contracts_splash_icon_assassin,,0,,0,,0
22,x1stash,0,0,3,0,ui_mp_br_mapmenu_icon_x1_03_objective,default,0,i,1,,0,ui_mp_br_mapmenu_icon_x1_03_objective,0,ui_mp_br_contracts_splash_icon_assassin,,0,,0,,0
23,x1fin,0,0,,0,ui_mp_br_mapmenu_icon_x1_04_objective,default,0,s,1,,0,ui_mp_br_mapmenu_icon_x1_04_objective,0,ui_mp_br_contracts_splash_icon_assassin,,0,,0,,0
24,br_demo,0,0,,0,ui_map_icon_obj_bomb_collect,,0,,,,0,,0,,,0,demo,0,,0
25,br_demo_first,0,0,,0,ui_map_icon_obj_bomb_collect,,0,,,,0,,0,,,0,demo,0,,0
26,br_demo_second,0,0,,0,ui_map_icon_obj_bomb_collect,,0,,,,0,,0,,,0,demo,0,,0
27,br_demo_defend,0,0,,0,ui_map_icon_obj_bomb_collect,,0,,,,0,,0,,,0,demo,0,,0
28,dmz_elimination,0,0,,0,ui_map_icon_obj_assassin,default,0,,,,0,,0,,,0,elim,0,,0
29,dmz_domination,0,0,,0,ui_map_icon_obj_intel,default,0,,,,0,,0,,,0,dom,0,,0
30,dmz_safe_find,0,0,,0,ui_map_icon_obj_recover,default,0,,,,0,,0,,,0,safe,0,,0
31,dmz_safe_defend,0,0,,0,ui_map_icon_obj_recover,default,0,,,,0,,0,,,0,safe,0,,0
32,dmz_safe_loot,0,0,,0,ui_map_icon_obj_recover,default,0,,,,0,,0,,,0,safe,0,,0
33,dmz_scavenger,0,0,,0,ui_map_icon_obj_scavenger,default,0,,,,0,,0,,,0,,0,,0
34,dmz_domination_explore,0,0,,0,ui_map_icon_obj_intel,default,0,,,,0,,0,,,0,dom,0,,0
35,dmz_elimination_collect,0,0,,0,ui_map_icon_obj_assassin,default,0,,,,0,,0,,,0,elim,0,,0
36,dmz_massacre,0,0,,0,ui_map_icon_obj_assassin,default,0,,,,0,,0,,,0,,0,,0
37,dmz_search,0,0,,0,ui_map_icon_obj_scavenger,default,0,,,,0,,0,,,0,search,0,,0
38,dmz_supply,0,0,,0,ui_map_icon_obj_scavenger,default,0,,,,0,,0,,,0,,0,,0
39,dmz_escape,0,0,,0,ui_map_icon_obj_exfil,default,0,,,,0,,0,,,0,,0,,0
40,dmz_trap,0,0,,0,ui_map_icon_obj_trap,default,0,,,,0,,0,,,0,trap,0,,0
41,dmz_fortress_search,0,0,,0,ui_map_icon_obj_trap,default,0,,,,0,,0,,,0,trap,0,,0
42,dmz_confirm_kill,0,0,,0,ui_map_icon_obj_assassin,default,0,,,,0,,0,,,0,elim,0,,0
43,dmz_loot_stash,0,0,,0,ui_map_icon_obj_trap,default,0,,,,0,,0,,,0,trap,0,,0
44,dmz_search_bads,0,0,,0,ui_map_icon_obj_trap,default,0,,,,0,,0,,,0,bads,0,,0
