ui_gobblegum_splash_notify,1,,c,n,,,,,,,,,,
ui_gobblegum_splash,1,,c,i,0,0,100000,,,,,,,
ui_gobblegum_slot_1,1,,c,i,0,0,255,,,,,,,
ui_gobblegum_slot_2,1,,c,i,0,0,255,,,,,,,
ui_gobblegum_slot_3,1,,c,i,0,0,255,,,,,,,
ui_focused_gobblegum_slot_index,1,,c,i,1,0,255,,,,,,,
ui_gobblegum_expand_list,1,,c,i,0,0,255,,,,,,,
ui_gobblegum_slot_acquired_notify,1,,c,i,0,0,255,,,,,,,
ui_gobblegum_slot_in_use_1,1,,c,b,0,,,,,,,,,
ui_gobblegum_slot_in_use_2,1,,c,b,0,,,,,,,,,
ui_gobblegum_slot_in_use_3,1,,c,b,0,,,,,,,,,
ui_gobblegum_slot_in_use_percent_1,1,,c,f,0,0,1,,,,,,,
ui_gobblegum_slot_in_use_percent_2,1,,c,f,0,0,1,,,,,,,
ui_gobblegum_slot_in_use_percent_3,1,,c,f,0,0,1,,,,,,,
ui_gobblegum_effect_finished,1,,c,n,,,,,,,,,,
