0,ui_emblem_001,ui_emblem_001,0,standard,,TRUE,0,,,0,
1,ui_emblem_002,ui_emblem_002,0,standard,,TRUE,0,,,0,
2,ui_emblem_003,ui_emblem_003,0,standard,,TRUE,0,,,0,
3,ui_emblem_004,ui_emblem_004,0,standard,,TRUE,0,,,0,
4,ui_emblem_005,ui_emblem_005,0,standard,,TRUE,0,,,0,
5,ui_emblem_006,ui_emblem_006,0,standard,,TRUE,0,,,0,
6,ui_emblem_007,ui_emblem_007,0,standard,,TRUE,0,,,0,
7,ui_emblem_008,ui_emblem_008,0,standard,,TRUE,0,,,0,
8,ui_emblem_009,ui_emblem_009,0,standard,,TRUE,0,,,0,
9,ui_emblem_010,ui_emblem_010,0,standard,,TRUE,0,,,0,
10,ui_emblem_011,ui_emblem_011,0,standard,,TRUE,0,,,0,
11,ui_emblem_012,ui_emblem_012,0,standard,,TRUE,0,,,0,
12,ui_emblem_013,ui_emblem_013,0,standard,,TRUE,0,,,0,
13,ui_emblem_014,ui_emblem_014,0,standard,,TRUE,0,,,0,
14,ui_emblem_015,ui_emblem_015,0,standard,,TRUE,0,,,0,
15,ui_emblem_016,ui_emblem_016,0,standard,,TRUE,0,,,0,
16,ui_emblem_017,ui_emblem_017,0,standard,,TRUE,0,,,0,
17,ui_emblem_018,ui_emblem_018,0,standard,,TRUE,0,,,0,
18,ui_emblem_019,ui_emblem_019,0,standard,,TRUE,0,,,0,
19,ui_emblem_020,ui_emblem_020,0,standard,,TRUE,0,,,0,
20,ui_emblem_021,ui_emblem_021,0,standard,,TRUE,0,,,0,
21,ui_emblem_022,ui_emblem_022,0,standard,,TRUE,0,,,0,
22,ui_emblem_023,ui_emblem_023,0,standard,,TRUE,0,,,0,
23,ui_emblem_024,ui_emblem_024,0,standard,,TRUE,0,,,0,
24,ui_emblem_025,ui_emblem_025,0,standard,,TRUE,0,,,0,
25,ui_emblem_026,ui_emblem_026,0,standard,,TRUE,0,,,0,
26,ui_emblem_027,ui_emblem_027,0,standard,,TRUE,0,,,0,
27,ui_emblem_028,ui_emblem_028,0,standard,,TRUE,0,,,0,
28,ui_emblem_029,ui_emblem_029,0,standard,,TRUE,0,,,0,
29,ui_emblem_030,ui_emblem_030,0,standard,,TRUE,0,,,0,
30,ui_emblem_031,ui_emblem_031,0,standard,,TRUE,0,,,0,
