NET_CONNECTION,None,-1,0,0,0
NET_CONNECTION,NotConnected,0,0,0,0
NET_CONNECTION,TimedOut,1,0,0,0
SIGNED_IN_TO_LIVE,None,-1,0,0,0
SIGNED_IN_TO_LIVE,SigningIn,0,0,0,0
SIGNED_IN_TO_LIVE,TimedOut,1,0,0,0
SIGNED_IN_TO_LIVE,TimedOutSteam,2,0,0,0
SIGNED_IN_TO_LIVE,TimedOutMS,5,0,0,0
SIGNED_IN_TO_LIVE,NotSignedInToPSN,3,0,0,0
SIGNED_IN_TO_LIVE,NotSignedIn,4,0,0,0
DW_SERVICES_ACCESS,None,-1,0,0,0
DEMONWARE,None,-1,0,0,0
DEMONWARE,LoginAttemptsExpired,0,0,0,0
DEMONWARE,LoginAttemptTakingTooLong,1,0,0,0
DEMONWARE,LoginQueueClosed,2,0,0,0
DEMONWARE,NotSignedIntoPlatform,3,0,0,0
DEMONWARE,NotSignedIntoDemonware,4,0,0,0
DEMONWARE,Queued,5,0,0,0
DEMONWARE,SignedIntoDemonware,6,0,0,0
DEMONWARE,FailedInvalidUsername,7,0,0,0
DEMONWARE,NotWhitelisted,8,0,0,0
DEMONWARE,LoginFailureFirstPartyError,9,0,0,0
DEMONWARE,LoginFailureAuthError,10,0,0,0
DEMONWARE,LoginFailureUmbrellaError,11,0,0,0
DEMONWARE,LoginFailureUnoError,12,0,0,0
DEMONWARE,LoginFailureUnknownError,13,0,0,0
DEMONWARE,LoginFailureServiceError,14,0,0,0
NETWORKING,None,-1,0,0,0
NETWORKING,StartFailed,0,0,0,0
NETWORKING,Offline,1,0,0,0
NETWORKING,NotWhitelisted,2,0,0,0
NETWORKING,NoLocalIP,3,0,0,0
NETWORKING,NoRelayServer,4,0,0,0
NETWORKING,RelayDisconnected,5,0,0,0
NETWORKING,InvalidSocketFamily,6,0,0,0
NETWORKING,InvalidNetParamsConfig,7,0,0,0
NETWORKING,BindPortFailed,8,0,0,0
NETWORKING,IpNatDiscoveryFailed,9,0,0,0
NETWORKING,DNSLookupStartFailed,10,0,0,0
PUBLISHER_VARS,None,-1,0,0,0
PUBLISHER_VARS,TimedOut,0,0,0,0
DCQOS,None,-1,0,0,0
DCQOS,Requested,0,0,0,0
DCQOS,AwaitingDatacenters,1,0,0,0
DCQOS,PingingDatacenters,2,0,0,0
DCQOS,RequestedDatacenters,3,0,0,0
DCQOS,FetchingDatacenters,4,0,0,0
DCQOS,Complete,5,0,0,0
DCQOS,QosFailed,6,0,0,0
DCQOS,FetchFailed,7,0,0,0
RELAY,None,-1,0,0,0
ONLINE_PERMISSIONS,None,-1,0,0,0
ONLINE_PERMISSIONS,MPNotAllowed,0,0,0,0
ONLINE_PERMISSIONS,TURequired,1,0,0,0
ONLINE_PERMISSIONS,OnlineServicesError,2,0,0,0
ONLINE_PERMISSIONS,FetchingNPData,3,0,0,0
ONLINE_PERMISSIONS,BattlenetServicesFailed,4,0,0,0
ONLINE_PERMISSIONS,TimedOut,5,0,0,0
ONLINE,None,-1,0,0,0
DW_TIME,None,-1,0,0,0
DW_TIME,TimedOut,0,0,0,0
DW_TIME,Failed,1,0,0,0
ACHIEVEMENTENGINE,None,-1,0,0,0
ACHIEVEMENTENGINE,TimedOut,0,0,0,0
ACHIEVEMENTENGINE,Fetching,1,0,0,0
ACHIEVEMENTENGINE,Complete,2,0,0,0
ACHIEVEMENTENGINE,Failed,3,0,0,0
PLAYLISTS,None,-1,0,0,0
PLAYLISTS,FetchComplete,0,0,0,0
PLAYLISTS,FetchTrying,1,0,0,0
PLAYLISTS,FetchDownloading,2,0,0,0
PLAYLISTS,FetchUnpacking,3,0,0,0
PLAYLISTS,FailedUnpackZeroObjectSize,4,0,0,0
PLAYLISTS,FailedUnpackZeroAggrSize,5,0,0,0
PLAYLISTS,FailedNewPlaylistHasChanged,6,0,0,0
PLAYLISTS,FailedDownload,7,0,0,0
PLAYLISTS,FailedFileHasErrors,8,0,0,0
PLAYLISTS,FailedEnqueueStorageTask,9,0,0,0
PLAYLISTS,FailedRetriesExhausted,10,0,0,0
PATCH,None,-1,0,0,0
PATCH,PatchNoManifest,0,0,0,0
PATCH,PatchInProgress,1,0,0,0
PATCH,PatchComplete,2,0,0,0
PATCH,PatchCompleteRestart,3,0,0,0
PATCH,PatchFailed,4,0,0,0
PATCH,PatchUpdateNeeded,5,0,0,0
PATCH,FFOTDNoManifest,6,0,0,0
PATCH,FFOTDInProgress,7,0,0,0
PATCH,FFOTDComplete,8,0,0,0
PATCH,FFOTDCompleteRestart,9,0,0,0
PATCH,FFOTDFailed,10,0,0,0
PATCH,FFOTDUpdateNeeded,11,0,0,0
PATCH,CommsNoManifest,12,0,0,0
PATCH,CommsInProgress,13,0,0,0
PATCH,CommsComplete,14,0,0,0
PATCH,CommsCompleteRestart,15,0,0,0
PATCH,CommsFailed,16,0,0,0
PATCH,CommsUpdateNeeded,17,0,0,0
ONLINE_DAILY_LOGIN,None,-1,0,0,0
ONLINE_DAILY_LOGIN,Requesting,0,0,0,0
ONLINE_DAILY_LOGIN,Failed,1,0,0,0
ONLINE_DAILY_LOGIN,Done,2,0,0,0
ONLINE_LOOT,None,-1,0,0,0
ONLINE_LOOT,PlayerRequestFailedNotSignedIn,1,0,0,0
ONLINE_LOOT,PlayerRequestFailedServicesNotReady,2,0,0,0
ONLINE_LOOT,PlayerRequestFailedDemonwareTaskNotStarted,3,0,0,0
ONLINE_LOOT,PlayerRequestFailedTaskNotStarted,4,0,0,0
ONLINE_LOOT,PlayerDownloadFailedTaskError,5,0,0,0
ONLINE_LOOT,PlayerDownloadFailedTaskTerminalSystemError,6,0,0,0
ONLINE_LOOT,PlayerDownloadFailedUnmappedControllerIndex,7,0,0,0
ONLINE_LOOT,ClanRequestFailedNotSignedIn,9,0,0,0
ONLINE_LOOT,ClanRequestFailedServicesNotReady,10,0,0,0
ONLINE_LOOT,ClanRequestFailedDemonwareTaskNotStarted,11,0,0,0
ONLINE_LOOT,ClanRequestFailedTaskNotStarted,12,0,0,0
ONLINE_LOOT,ClanDownloadFailedTaskError,13,0,0,0
ONLINE_LOOT,ClanDownloadFailedTaskTerminalSystemError,14,0,0,0
ONLINE_LOOT,ClanDownloadFailedUnmappedControllerIndex,15,0,0,0
DEDICATED,None,-1,0,0,0
FILTERED_PLAYLISTS,None,-1,0,0,0
DW_RECONCILIATION,None,-1,0,0,0
DW_RECONCILIATION,TimedOut,0,0,0,0
STORE,None,-1,0,0,0
STORE,FailedEnqueueTask,0,0,0,0
STORE,HasDirectPurchase,1,0,0,0
STORE,DownloadingDirectPurchase,2,0,0,0
STORE,DownloadDirectPurchaseFailed,3,0,0,0
STORE,DirectPurchaseFileError,4,0,0,0
STORE,RetryingDirectPurchase,5,0,0,0
STORE,HasStorefront,6,0,0,0
STORE,GettingStorefront,7,0,0,0
STORE,GettingStorefrontFailed,8,0,0,0
STORE,RetryingStorefront,9,0,0,0
AB_TESTING,None,-1,0,0,0
CLOUD_FILES_SYNC,None,-1,0,0,0
CLOUD_FILES_SYNC,TimedOut,0,0,0,0
BLUEPRINTS,None,-1,0,0,0
BLUEPRINTS,DownloadSucceeded,0,0,0,0
BLUEPRINTS,WaitingToBeDownloaded,1,0,0,0
BLUEPRINTS,AttemptingDownload_AlreadyInProgress,2,0,0,0
BLUEPRINTS,AttemptingDownload_NotSignedIn,3,0,0,0
BLUEPRINTS,AttemptingDownload_ServicesNotReady,4,0,0,0
BLUEPRINTS,AttemptingDownload_OnlineStorageNotInited,5,0,0,0
BLUEPRINTS,DownloadAttempted,6,0,0,0
BLUEPRINTS,DownloadAttempted_UnableToEnqueueTask,7,0,0,0
BLUEPRINTS,DownloadFailed,8,0,0,0
BLUEPRINTS,DownloadFatalFailure,9,0,0,0
BLUEPRINTS,TimedOut,10,0,0,0
MAIN_ONLINE_DATA,None,-1,0,0,0
MP_ONLINE_DATA,None,-1,0,0,0
SP_ONLINE_DATA,None,-1,0,0,0
PLATFORM_SERVICES,None,-1,0,0,0
PLAYERCARD_CACHE,None,-1,0,0,0
PLAYERCARD_CACHE,TimedOut,0,0,0,0
BANNED,None,-1,0,0,0
BANNED,Banned,0,0,0,0
BANNED,TempBanned,1,0,0,0
BANNED,InMaintenance,2,0,0,0
BANNED,MPOrCPFeatureBanned,3,0,0,0
COMMS,None,-1,0,0,0
COMMS,RetriesExhausted,0,0,0,0
MATCH_RULES,None,-1,0,0,0
MATCH_RULES,Preloaded,0,0,0,0
MATCH_RULES,TimedOut,1,0,0,0
FRIENDS_LIST,None,-1,0,0,0
FRIENDS_LIST,FetchingCrossplayFriends,0,0,0,0
FRIENDS_LIST,FetchingIncomingFriendRequests,1,0,0,0
FRIENDS_LIST,FetchingOutgoingFriendRequests,2,0,0,0
FRIENDS_LIST,FailedFetchCrossplayFriends,3,0,0,0
FRIENDS_LIST,FailedFetchIncomingFriendRequests,4,0,0,0
FRIENDS_LIST,FailedFetchOutgoingFriendRequests,5,0,0,0
FRIENDS_LIST,FetchComplete,6,0,0,0
PARTY_SERVICE,None,-1,0,0,0
REGULATION_INFO,None,-1,0,0,0
REGULATION_INFO,TimedOut,0,0,0,0
COMMERCE,None,-1,0,0,0
COMMERCE,ExchangeStateGood,0,0,0,0
COMMERCE,WaitingForInventory,1,0,0,0
COMMERCE,Working,2,0,0,0
COMMERCE,ExchangeErrors,3,0,0,0
COMMERCE,ExchangeShownPopup,4,0,0,0
COMMERCE,TimedOut,5,0,0,0
LOOT_UI,None,-1,0,0,0
EVENTS,None,-1,0,0,0
EVENTS,TimedOut,0,0,0,0
SECURE_STORAGE,None,-1,0,0,0
SECURE_STORAGE,TimedOut,0,0,0,0
CLIENT_CONNECT,None,-1,0,0,0
CLIENT_CONNECT,TimedOut,0,0,0,0
SOCIAL,None,-1,0,0,0
PLAYERSTATS_ONLINE,None,-1,0,0,0
PLAYERSTATS_ONLINE,StatsFetching,0,0,0,0
PLAYERSTATS_ONLINE,StatsFetchedNoReset,1,0,0,0
