17757,t10_la_p17_pable3,34723,0
29303,t10_la_p18_stisaac,34724,0
17750,t10_me_p15_knife,34725,0
54033,t10_me_p16_bat,34726,0
17766,t10_ar_p02_aking74,29341,0
17764,t10_pi_p13_usugar9,34734,0
17752,t10_ar_p04_clove,35017,0
26683,t10_ar_p05_rmary2,35018,0
17751,t10_ar_p06_asvalor,35019,0
35282,t10_ar_p22_able18,35020,0
35283,t10_ar_p23_love85,35021,0
17746,t10_dm_p01_sroger25,35022,0
26684,t10_dm_p02_aeasy,35023,0
26685,t10_dm_p03_sgeorge550,35024,0
36378,t10_dm_p09_svalor,35025,0
17762,t10_lm_p01_aroger10,35026,0
17745,t10_lm_p02_puncle21,35027,0
17756,t10_lm_p07_ksugar58,35028,0
17768,t10_pi_p12_paris30,35029,0
17761,t10_pi_p14_mable,35030,0
17755,t10_pi_p14_stiger,35031,0
17744,t10_sh_p10_moslo500,35032,0
39146,t10_sh_p25_uncle12,35033,0
17743,t10_sm_p02_geasy9,35034,0
17747,t10_sm_p03_safox,35035,0
36416,t10_sm_p04_chuck9,35036,0
17772,t10_sm_p06_sroger3,35037,0
17770,t10_sm_p12_roger31,35038,0
36955,t10_sm_p21_pparis90,35039,0
17771,t10_sn_p08_ultiger,35040,0
17759,t10_sn_p09_droger,35041,0
37767,t10_sn_p24_love96,35042,0
17748,t10_ar_p01_coslo723,29338,0
70896,t10_ar_p05_fable,43273,0
71680,t10_me_p30_cleaver,48913,0
71684,t10_me_p31_drill,48914,0
71073,t10_sh_p27_jhavana,43295,0
71271,t10_sl_p29_goslo,48915,0
70974,t10_sm_p28_saug,43297,0
71045,t10_sn_p26_mary82,43299,0
89391,t10_ar_p34_tbaker,50469,0
26686,t10_dm_p05_falove,43275,0
89417,t10_lm_p33_uxray,50467,0
89735,t10_sm_p41_perth,50468,0
89433,t10_me_p36_skateboard,51213,0
89434,t10_me_p37_katanas,51214,0
89435,t10_me_p38_sais,51215,0
89436,t10_me_p39_nunchaku,51216,0
89437,t10_me_p40_bostaff,51217,0
89776,t10_sl_p35_blauncher,51218,0
93062,t10_ar_p45_kent,52143,0
93063,t10_ar_p47_gilroy,52144,0
93502,t10_me_p48_keene,52145,0
93503,t10_sl_p44_napa,52146,0
93501,t10_sn_p46_hugo,50799,0
17181,jup_jp01_ar_golf36,11424,0
17193,jup_jp02_ar_bromeo805,12470,0
17182,jup_jp19_ar_acharlie,12587,0
17183,jup_cp01_sm_coscar635,12556,0
17199,jup_jp02_sm_scharlie3,12564,0
17203,jup_jp04_sm_umike,12569,0
17185,jup_jp04_sm_lwhiskey,12568,0
