include,omnvars/mp/omnvars_scorestreaks.csv,,,,,,,,,,,,,
ui_battle_mode_player_money,1,,c,i,0,0,2147483647,,,,,,,
ui_battle_mode_game_wave,1,,g,i,0,0,2000,,,,,,,
ui_battle_mode_game_enemy_count,1,,g,i,0,0,2000,,,,,,,
ui_battle_mode_threshold_progress,1,,c,f,0,0,1,,,,,,,
ui_battle_mode_powerup_grabbed_1,1,,c,f,0,0,1,,,,,,,
ui_battle_mode_powerup_grabbed_2,1,,c,f,0,0,1,,,,,,,
ui_battle_mode_powerup_grabbed_3,1,,c,f,0,0,1,,,,,,,
ui_battle_mode_powerup_level_1,1,,c,i,0,0,1000,,,,,,,
ui_battle_mode_powerup_level_2,1,,c,i,0,0,1000,,,,,,,
ui_battle_mode_powerup_level_3,1,,c,i,0,0,1000,,,,,,,
ui_dmg_num_state,1,,c,i,0,0,16,,,,,,,
ui_dmg_num_amount,1,,c,i,0,0,1000000,,,,,,,
ui_dmg_num_x,1,,c,i,0,-100000,100000,,,,,,,
ui_dmg_num_y,1,,c,i,0,-100000,100000,,,,,,,
ui_dmg_num_z,1,,c,i,0,-100000,100000,,,,,,,
ui_dmg_num_element,1,,c,i,0,0,6,,,,,,,
ui_dmg_num_notify,1,,c,n,,,,,,,,,,
ui_target_health,1,,c,i,-1,-1,3000000,,,,,,,
ui_target_max_health,1,,c,i,0,0,3000000,,,,,,,
ui_target_health_notify,1,,c,n,,,,,,,,,,
ui_target_entity_num,1,,c,i,-1,-1,4047,,,,,,,
ui_target_category,1,,c,i,-1,-1,10,,,,,,,
ui_target_settings,1,,c,i,-1,-1,1000,,,,,,,
ui_target_state,1,,c,i,0,0,7,,,,,,,
ui_target_state_notify,1,,c,n,,,,,,,,,,
ui_target_difficulty,1,,c,i,-1,-1,10,,,,,,,
ui_target_name_index,1,,c,i,0,0,128,,,,,,,
ui_target_nameplate_vis,1,,c,b,0,,,,,,,,,
ui_target_healthbar_vis,1,,c,b,0,,,,,,,,,
ui_toggle_third_person,1,,c,b,0,0,1,,,,,,,
