loot_container_open,1,0,c,i,0,0,63,,,,,,,
loot_container_dead_player_index,1,0,c,i,0,0,63,,,,,,,
loot_container_item_0,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_1,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_2,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_3,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_4,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_5,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_6,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_7,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_8,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_9,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_10,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_11,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_12,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_13,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_14,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_15,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_16,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_17,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_18,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_19,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_20,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_21,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_22,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_23,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_24,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_25,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_26,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_27,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_28,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_29,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_30,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_31,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_32,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_33,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_34,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_35,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_36,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_37,1,0,c,i,0,0,2147483647,,,,,,,
loot_container_item_38,1,0,c,i,0,0,2147483647,,,,,,,
