0,,0,,0,,,,,,,0
1,0,20000,20000,0,icon_rank_officer_sm_01,icon_rank_officer_01,,30000,ch_elder_s1_hipster,icon_ribbon_s01_001,0
2,20000,40200,20200,0,icon_rank_officer_sm_01,icon_rank_officer_01,3958,30001,ch_elder_s1_heartbreaker,icon_ribbon_s01_002,0
3,40200,60600,20400,0,icon_rank_officer_sm_01,icon_rank_officer_01,,30002,ch_elder_s1_semtex,icon_ribbon_s01_003,0
4,60600,81200,20600,0,icon_rank_officer_sm_01,icon_rank_officer_01,,30003,ch_elder_s1_two_to_tango,icon_ribbon_s01_004,0
5,81200,102000,20800,0,icon_rank_officer_sm_01,icon_rank_officer_01,,30004,ch_elder_s1_three_streak,icon_ribbon_s01_005,0
6,102000,123000,21000,0,icon_rank_officer_sm_02,icon_rank_officer_02,3958,30005,ch_elder_s1_zero_tolerance,icon_ribbon_s01_006,0
7,123000,144200,21200,0,icon_rank_officer_sm_02,icon_rank_officer_02,,30006,ch_elder_s1_restock,icon_ribbon_s01_007,0
8,144200,165600,21400,0,icon_rank_officer_sm_02,icon_rank_officer_02,,30007,ch_elder_s1_cruise_missile,icon_ribbon_s01_008,0
9,165600,187200,21600,0,icon_rank_officer_sm_02,icon_rank_officer_02,,30008,ch_elder_s1_cold_blooded,icon_ribbon_s01_009,0
10,187200,209000,21800,0,icon_rank_officer_sm_02,icon_rank_officer_02,,30009,ch_elder_s1_stun_grenade,icon_ribbon_s01_010,0
11,209000,231000,22000,0,icon_rank_officer_sm_03,icon_rank_officer_03,3958,30010,ch_elder_s1_headhunter,icon_ribbon_s01_011,0
12,231000,253200,22200,0,icon_rank_officer_sm_03,icon_rank_officer_03,,30011,ch_elder_s1_chopper_gunner,icon_ribbon_s01_012,0
13,253200,275600,22400,0,icon_rank_officer_sm_03,icon_rank_officer_03,,30012,ch_elder_s1_shotgun_kills_headshots,icon_ribbon_s01_013,0
