invalid,UNKNOWN,PRESENCE/SP_UNKNOWN_MAP,0,0
sp_t10_intro,GOLD,PRESENCE/SP_T10_INTRO,0,0
sp_t10_contract,GOLD,PRESENCE/SP_T10_CONTRACT,0,0
sp_t10_union,GOLD,PRESENCE/SP_T10_UNION,0,0
sp_t10_sandbox,GOLD,PRESENCE/SP_T10_SANDBOX,0,0
sp_t10_sandbox_palace,GOLD,PRESENCE/SP_T10_SANDBOX_PALACE,0,0
sp_t10_redacted,GOLD,PRESENCE/SP_T10_REDACTED,0,0
sp_t10_heist,GOLD,PRESENCE/SP_T10_HEIST,0,0
sp_t10_storm,GOLD,PRESENCE/SP_T10_STORM,0,0
sp_t10_sabotage,GOLD,PRESENCE/SP_T10_SABOTAGE,0,0
sp_t10_interrogation,GOLD,PRESENCE/SP_T10_INTERROGATION,0,0
sp_t10_safehouse_defend,GOLD,PRESENCE/SP_T10_SAFEHOUSE_DEFEND,0,0
sp_t10_safehouse_arrival,GOLD,PRESENCE/SP_T10_SAFEHOUSE_ARRIVAL,0,0
sp_t10_safehouse_assemble,GOLD,PRESENCE/SP_T10_SAFEHOUSE_ASSEMBLE,0,0
sp_t10_safehouse_reunion,GOLD,PRESENCE/SP_T10_SAFEHOUSE_REUNION,0,0
sp_t10_safehouse_domestic,GOLD,PRESENCE/SP_T10_SAFEHOUSE_DOMESTIC,0,0
sp_t10_safehouse_recovery,GOLD,PRESENCE/SP_T10_SAFEHOUSE_RECOVERY,0,0
sp_t10_safehouse_destination,GOLD,PRESENCE/SP_T10_SAFEHOUSE_DESTINATION,0,0
sp_t10_safehouse_desperation,GOLD,PRESENCE/SP_T10_SAFEHOUSE_DESPERATION,0,0
sp_t10_interrogation_2,GOLD,PRESENCE/SP_T10_INTERROGATION_2,0,0
