-1,30757,air_patrol,air_patrol_cer,5FA54CDC26831C31,79B0A1A13AEF608,0
9148,30739,airdrop,airdrop_cer,5452231D7C3F4723,28EF76EFF8501506,0
-1,49661,airdrop_crate,airdrop_crate_cer,76C6C9F0B5E85EB7,3410EC2BF075C31A,0
9159,38298,airdrop_escort,airdrop_escort_cer,677104F858F743BC,5A84CC17EAB14159,0
-1,49662,airdrop_explosion,airdrop_explosion_cer,3EEAD3DF154B237B,6795C97B47D7DFCE,0
-1,56147,anywhere_but_here,anywhere_but_here_cer,1E6559825F3E402E,9C77CDCBFACECD7,0
-1,82879,armory_unlock,cer_armory_unlock,1B0B6BFAB05DB0D5,255E046DE3D9FB34,0
-1,56148,arsenal_accelerator,arsenal_accelerator_cer,56862A5E91C21C74,C3D359B3EC48481,0
9140,30743,auto_drone,auto_drone_cer,1B870C01E1481788,20BA88281C7480F5,0
-1,93705,boba_streak_blue,boba_streak_blue_cer,367F767167F3004,26091A555C9F7911,0
-1,94141,boba_streak_cheese,boba_streak_cheese_cer,138A024FB6E4B31D,25BAD2186C3D4114,0
-1,93706,boba_streak_orange,boba_streak_orange_cer,3281A4C238F52FA2,55BD439E5962BDBB,0
-1,93707,boba_streak_purple,boba_streak_purple_cer,6FCDD4A4D0A4E372,1FD4F16D83B4A1CB,0
-1,94386,boba_streak_red,boba_streak_red_cer,DC95D06660DF9FF,2E205850B83256F2,0
-1,80965,bunker_buster,bunker_buster_cer,38201231CD13D991,7084BC88D8E282A8,0
-1,56159,cache_back,cache_back_cer,64FA5D5E25311422,71B98094719D2A3B,0
-1,30755,chopper_door_gunner,chopper_door_gunner_cer,319123FF850F820C,23CCBD097BA18B69,0
9152,80966,circle_peek,circle_peek_cer,35C2436D2B7E6A9C,5E952AE77E550D79,0
-1,83063,clantag_3arc,clantag_3arc_cer,55D1DC40359DCDB8,6CA212CF58031265,0
-1,83064,clantag_ab,clantag_ab_cer,15005D5BB850D784,5053AB67A8E15891,0
-1,83065,clantag_aces,clantag_aces_cer,2FFE5CC1E84A30DF,2547CD13FE3FB512,0
-1,83066,clantag_atvi,clantag_atvi_cer,1FF35FC227852273,460A606873E97816,0
-1,89408,clantag_bcell,clantag_bcell_cer,64545517A2C451F7,3D15D63CEB9D7E5A,0
-1,91629,clantag_bcell_s2,clantag_bcell_s2_cer,515256B4CF843499,41F4581634AD5F40,0
-1,91749,clantag_bcell_s3,clantag_bcell_s3_cer,515255B4CF8432E6,11EA4FFE9A20455F,0
-1,83067,clantag_blizz,clantag_blizz_cer,clantag_blizz,626A559E7C54740D,0
-1,83068,clantag_bnet,clantag_bnet_cer,10D0C6B70646C41E,63ADB1E1185CB247,0
-1,83069,clantag_bnox,clantag_bnox_cer,10AEB6B70629C288,13650A0220DA5BF5,0
-1,83070,clantag_cod,clantag_cod_cer,6E4D32DA26D88073,2B715E57C129B616,0
-1,83071,clantag_code,clantag_code_cer,45AD7EB001E1A562,22730535091C377B,0
-1,83103,clantag_coduk,clantag_coduk_cer,473D6E13323E153B,548A93ED4928528E,0
-1,83073,clantag_dev,clantag_dev_cer,2BBB71DA49DDAA8A,55A50AD0A545F173,0
-1,83074,clantag_dl,clantag_dl_cer,1511515BB85F3653,1E94DD95C8B00B36,0
-1,83075,clantag_dw,clantag_dw_cer,15116A5BB85F60CE,6A293B0F4861D5B7,0
-1,83076,clantag_hms,clantag_hms_cer,42F08ADA0E458E4D,5FC257AF712107C4,0
-1,83077,clantag_iw,clantag_iw_cer,14E45A5BB83857B3,749FEED21B15AD56,0
-1,83078,clantag_king,clantag_king_cer,47A8966EBBF6BDF8,4711E0C470A6F6A5,0
-1,83079,clantag_locs,clantag_locs_cer,4F890A555257C2C,6DBA535454391249,0
-1,83080,clantag_mlg,clantag_mlg_cer,5C4CF1DA1C754DD7,5E54F706E75D9A7A,0
-1,83081,clantag_ms,clantag_ms_cer,14F2565BB8448E43,5C6F99167101C466,0
