none,E51957C821558AEF,True
sp,4ABC168C7A97CA24,True
mp,5BF324BA3F71422A,True
cp,CFFE483A392A0680,True
wz,ECE0B1DB8FF4D7BF,True
sp_mode_select,C5DF2A9BDB02D34E,True
mission_select,4ABC168C7A97CA24,True
new_game,4ABC168C7A97CA24,True
resume_game,4ABC168C7A97CA24,True
cinematics,4ABC168C7A97CA24,True
gm,D0193FF2A7549DD9,True
mission_select_offline,D7C990B785A7DFB3,False
new_game_offline,D7C990B785A7DFB3,False
resume_game_offline,D7C990B785A7DFB3,False
cinematics_offline,D7C990B785A7DFB3,False
offline_menu,D8E4DCC3A93FA75E,False
