none,<default>,,1,,,,0,0,specialty_ks_null,,,,,,1,,,,,0,icon_super_weapon_claw,,,,0,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_test,<default>,1000,1,3,,,0,0,specialty_ks_null,specialty_ks_null,,,,,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,1,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_bradley,<default>,800,1,,,,0,0,hud_icon_killstreak_bradley,icon_killstreak_slot_bradley,,,,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,2,,,,super_pac_sentry,-1,0,0,0,mp_streak_tutorial_bradley,placeholder_x,0,0,0,
super_chopper_gunner,<default>,1120,1,,,,0,0,hud_icon_killstreak_apache,icon_killstreak_slot_apache,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,3,,,,,-1,0,0,0,mp_streak_tutorial_chopper,placeholder_x,0,0,0,
super_cruise_predator,<default>,640,1,,,,0,0,hud_icon_killstreak_cruise_missile,icon_killstreak_slot_cruise_missile,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,4,,,,,-1,0,0,0,mp_streak_tutorial_cruise_missile,placeholder_x,0,0,0,
super_precision_airstrike,<default>,640,1,,,,0,0,hud_icon_killstreak_airstrike,icon_killstreak_slot_airstrike,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,5,,,,,-1,0,0,0,mp_streak_tutorial_airstrike,placeholder_x,0,0,0,
super_toma_strike,<default>,640,1,,,,0,0,hud_icon_killstreak_tomastrike,icon_killstreak_slot_tomastrike,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,6,,,,,-1,0,0,0,mp_streak_tutorial_cluster,placeholder_x,0,0,0,
super_pac_sentry,<default>,1120,1,,,,0,0,hud_icon_killstreak_wheelson,icon_killstreak_slot_wheelson,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,7,,,,,-1,0,0,0,mp_streak_tutorial_sentry,placeholder_x,0,0,0,
super_br_extract,<default>,5,1,,,,0,0,hud_icon_killstreak_wheelson,icon_killstreak_slot_wheelson,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,8,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_uav,<default>,250,1,,,,0,0,hud_icon_killstreak_uav,icon_killstreak_slot_uav,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,9,,,,,-1,0,0,0,mp_streak_tutorial_uav,placeholder_x,0,0,0,
super_tac_cover,tac_cover_mp,175,,,,,0,0,hud_icon_equipment_tac_cover,frontend_field_upgrade_deployable_cover,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,10,,,,,10,0,0,3,mp_tutorial_deployableCover,icon_fieldupgrade_tac_cover,0,0,0,
super_recon_drone,<default>,325,,45,,,0,0,hud_icon_fieldupgrade_drone_recon,frontend_field_upgrade_recon_drone,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,11,,,,,2,0,0,1,mp_streak_tutorial_recon_drone,icon_fieldupgrade_recon_drone,0,0,1,
super_emp_drone,<default>,275,1,-1,,1,0,0,hud_icon_fieldupgrade_emp_drone,frontend_field_upgrade_emp_drone,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,12,,,,,-1,0,0,2,mp_tutorial_eMPDrone,icon_fieldupgrade_emp_drone,1,0,0,
super_support_box,<default>,350,1,-1,,1,0,0,hud_icon_fieldupgrade_stopping_power,frontend_field_upgrade_stopping_power,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,13,,,,,-1,0,0,1,mp_tutorial_ammoDrop,icon_fieldupgrade_stopping_power,1,0,0,
super_remote_detonate,<default>,120,1,,,,0,0,hud_icon_killstreak_death_switch,icon_killstreak_slot_death_switch,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,15,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_trophy,trophy_mp,125,,,,,0,0,hud_icon_fieldupgrade_trophy,frontend_field_upgrade_trophy_system,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_02,iw7_claw_mp_frontend,iw7_claw_mp_frontend,16,,,75,,8,0,0,3,mp_tutorial_trophySystem,icon_fieldupgrade_trophy,1,0,0,
super_scramble,<default>,180,1,30,,,0,0,hud_icon_killstreak_scramblerdrone,icon_killstreak_slot_scramblerdrone,,1,0,1,0,,archetype_assault,,0,1,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_03,iw7_claw_mp_frontend,iw7_claw_mp_frontend,17,,,,,-1,0,0,0,mp_streak_tutorial_scrambler,placeholder_x,0,0,0,
super_deadsilence,<default>,150,,15,,,0,0,hud_icon_fieldupgrade_deadsilence,frontend_field_upgrade_dead_silence,,1,0,1,2,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,18,,,112,,6,0,0,3,mp_tutorial_deadSilence,icon_fieldupgrade_deadsilence,1,0,0,
super_tac_insert,flare_mp,225,1,,,,0,0,hud_icon_fieldupgrade_tac_insert,frontend_field_upgrade_tac_insert,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,19,,,,,7,0,0,3,mp_tutorial_tacticalInsert,icon_fieldupgrade_tac_insert,0,0,0,
super_ammo_drop,support_box_mp,250,,,,,0,0,hud_icon_equipment_support_box,frontend_field_upgrade_support_box,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,20,,,,,8,0,0,2,mp_tutorial_supportBox,icon_fieldupgrade_support_box,1,0,0,
super_weapon_drop,<default>,250,1,-1,,1,0,0,hud_icon_fieldupgrade_weapon_drop,frontend_field_upgrade_weapon_drop,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,21,,,,,9,0,0,2,mp_equipment_tutorial_weaponDrop,icon_fieldupgrade_weapon_drop,1,0,0,
super_select,<default>,0,1,-1,,,0,0,specialty_ks_null,specialty_ks_null,,,,,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,22,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_fulton,iw8_fulton_bag_mp,1000,1,-1,,,0,0,ui_mp_br_loot_icon_plunder_extract_balloon,ui_mp_br_loot_icon_plunder_extract_balloon,,1,0,,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,23,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_supply_drop,advanced_supply_drop_marker_mp,500,1,-1,,,0,0,ui_mp_br_loot_icon_equipment_requisition_airdrop,ui_mp_br_loot_icon_equipment_requisition_airdrop,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,24,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_armor_drop,armor_box_mp,250,1,,,,0,0,ui_mp_br_loot_icon_health_armor_box,frontend_field_upgrade_support_box,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,25,,,,,-1,0,0,0,mp_tutorial_supportBox_armor,icon_fieldupgrade_support_box,1,0,0,
super_vehicle_drop,advanced_vehicle_drop_marker_mp,500,1,-1,,,0,0,ui_mp_br_loot_icon_truckwar_redeploy,ui_mp_br_loot_icon_truckwar_redeploy,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,26,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_tac_camera,tac_camera_mp,100,,,,,0,0,hud_icon_fieldupgrade_tac_cam,frontend_field_upgrade_support_box,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,27,,,,,1,0,0,2,mp_tutorial_supportBox,icon_fieldupgrade_support_box,1,0,0,
super_suppression_rounds,<default>,350,,30,,,0,0,hud_icon_fieldupgrade_suppression_rounds,frontend_field_upgrade_stopping_power,,1,0,1,2,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,28,,,,,5,0,0,2,mp_tutorial_ammoDrop,icon_fieldupgrade_stopping_power,1,0,0,
super_sonar_pulse,sonar_pulse_mp,250,,,,,0,0,hud_icon_fieldupgrade_sonar_pulse,frontend_field_upgrade_recon_drone,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,29,,,,,4,0,0,3,,placeholder_x,0,0,0,
super_emp_pulse,<default>,125,,,,,0,0,hud_icon_fieldupgrade_emp,frontend_field_upgrade_emp_drone,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,30,,,,,5,0,0,1,,placeholder_x,0,0,0,
super_battlerage,battlerage_nebulizer_mp,200,,15,,,0,0,hud_icon_fieldupgrade_battle_rage,frontend_field_upgrade_dead_silence,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,31,,,112,,6,0,0,2,mp_tutorial_deadSilence,icon_fieldupgrade_deadsilence,1,0,0,
super_stimpistol,<default>,100,,-1,,,0,0,hud_icon_fieldupgrade_stim_pistol,frontend_field_upgrade_dead_silence,iw9_pi_stimpistol_mp,1,6,1,0,,archetype_assault,,0,1,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,32,,,112,,6,0,0,3,mp_tutorial_deadSilence,hud_icon_equipment_stim_pistol,1,0,0,1
super_sound_veil,sound_veil_mp,350,,,,,0,0,hud_icon_fieldupgrade_sound_veil,frontend_field_upgrade_emp_drone,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,33,,,,,4,0,0,2,,placeholder_x,0,0,0,
super_blastshield_drop,blastshield_box_mp,250,1,,,,0,0,hud_icon_equipment_blastshield_box,frontend_field_upgrade_support_box,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,34,,,,,4,0,0,2,mp_tutorial_supportBox,icon_fieldupgrade_support_box,1,0,0,
super_smoke_airdrop,<default>,300,,-1,,,0,0,hud_icon_fieldupgrade_smoke_airdrop,hud_icon_fieldupgrade_smoke_airdrop,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,35,,,,,2,0,0,1,mp_streak_tutorial_recon_drone,icon_fieldupgrade_recon_drone,0,0,1,
super_blinding_turret,blinding_turret_device_mp,400,,,,,0,0,hud_icon_fieldupgrade_blinding_turret,hud_icon_fieldupgrade_blinding_turret,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,36,,,,,6,0,0,2,mp_tutorial_deadSilence,icon_fieldupgrade_deadsilence,1,0,0,
super_balloon_extract,balloon_extract_mp,1000,1,-1,,,0,0,ui_mp_br_loot_icon_plunder_extract_balloon,ui_mp_br_loot_icon_plunder_extract_balloon,,1,0,,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,37,,,,,-1,0,0,0,,placeholder_x,0,0,0,
super_pop_candy,<default>,125,,,,,0,0,hud_icon_fieldupgrade_emp,frontend_field_upgrade_emp_drone,,1,0,1,0,,archetype_assault,,0,0,hud_icon_killstreak_bradley,iw7_mp_frontend_warfighter_01,iw7_claw_mp_frontend,iw7_claw_mp_frontend,30,,,,,5,0,0,1,,placeholder_x,0,0,0,
