12,375,1,,,,,,,,,,,,
default,1,1.55679702,2.239185751,1.899280576,2.226190476,0.648648649,1.090909091,1.430463576,1.531914894,6,6,6,6,2.5
default,2,1.508571429,2.256410256,2.287461774,2.352201258,0.803571429,1.353383459,1.764705882,1.894736842,6,6,6,6,2.5
default,3,1.340101523,1.963254593,2.256410256,2.578754579,0.796460177,1.343283582,1.741935484,1.875,6,6,6,6,2.5
default,4,1.157894737,1.955555556,2.522292994,2.721649485,0.789473684,1.333333333,1.719745223,1.855670103,6,6,6,6,2.5
default,5,1.147826087,1.941176471,2.490566038,2.693877551,0.782608696,1.323529412,1.698113208,1.836734694,6,6,6,6,2.5
default,6,1.137931034,1.927007299,2.459627329,2.666666667,0.775862069,1.313868613,1.677018634,1.818181818,6,6,6,6,2.5
default,7,1.128205128,1.913043478,2.429447853,2.64,0.769230769,1.304347826,1.656441718,1.8,6,6,6,6,2.5
default,8,1.118644068,1.899280576,2.4,2.613861386,0.762711864,1.294964029,1.636363636,1.782178218,6,6,6,6,2.5
default,9,1.109243697,1.885714286,2.371257485,2.588235294,0.756302521,1.285714286,1.616766467,1.764705882,6,6,6,6,2.5
default,10,1.1,1.872340426,2.343195266,2.563106796,0.75,1.276595745,1.597633136,1.747572816,6,6,6,6,2.5
default,11,1.090909091,1.85915493,2.315789474,2.538461538,0.743801653,1.267605634,1.578947368,1.730769231,6,6,6,6,2.5
default,12,1.090909091,1.85915493,2.315789474,2.538461538,0.743801653,1.267605634,1.578947368,1.730769231,6,6,6,6,2.5
