42972,cer_daily_zm_ch_p1_eliminations_zombie,0,0,250,2500,,1,,,,,1,,,0
42973,cer_daily_zm_ch_p1_eliminations_ar,0,0,200,2500,,1,,,,,2,,,0
42976,cer_daily_zm_ch_p1_eliminations_sm,0,0,200,2500,,1,,,,,3,,,0
42975,cer_daily_zm_ch_p1_eliminations_sh,0,0,200,2500,,1,,,,,4,,,0
42977,cer_daily_zm_ch_p1_eliminations_dm,0,0,200,2500,,1,,,,,5,,,0
42978,cer_daily_zm_ch_p1_eliminations_sn,0,0,200,2500,,1,,,,,6,,,0
42979,cer_daily_zm_ch_p1_eliminations_lm,0,0,200,2500,,1,,,,,7,,,0
42980,cer_daily_zm_ch_p1_eliminations_pi,0,0,200,2500,,1,,,,,8,,,0
42981,cer_daily_zm_ch_p1_eliminations_la,0,0,50,2500,,1,,,,,9,,,0
42982,cer_daily_zm_ch_p1_eliminations_wallbuy,0,0,150,2500,,1,,,,,10,,,0
42983,cer_daily_zm_ch_p1_eliminations_mysterybox,0,0,150,2500,,1,,,,,11,,,0
42984,cer_daily_zm_ch_p1_eliminations_rarity,0,0,75,2500,,1,,,,,12,,,0
42985,cer_daily_zm_ch_p1_eliminations_pap,0,0,75,2500,,1,,,,,13,,,0
42986,cer_daily_zm_ch_p1_kills_melee,0,0,50,2500,,1,,,,,14,,,0
42987,cer_daily_zm_ch_p1_kills_criticals,0,0,100,2500,,1,,,,,15,,,0
42989,cer_daily_zm_ch_p1_kills_equipment,0,0,25,2500,,1,,,,,16,,,0
43015,cer_daily_zm_ch_p1_features_perks,0,0,3,2500,,1,,,,,17,,,0
43016,cer_daily_zm_ch_p2_ai_armoredzombies,0,0,50,2500,,2,,,,,1,,,0
43025,cer_daily_zm_ch_p2_maps_doorbuys,0,0,10,2500,,2,,,,,2,,,0
43024,cer_daily_zm_ch_p2_maps_traps,0,0,50,2500,,2,,,,,3,,,0
43026,cer_daily_zm_ch_p2_maps_trialmastery,0,0,3,2500,,2,,,,,4,,,0
43027,cer_daily_zm_ch_p2_maps_trialkills,0,0,5,2500,,2,,,,,5,,,0
43032,cer_daily_zm_ch_p2_medals_slaughter,0,0,5,2500,,2,,,,,6,,,0
50040,cer_daily_zm_ch_p2_loadout_fieldupgrades,0,0,50,2500,,2,,,,,7,,,0
50041,cer_daily_zm_ch_p2_loadout_ammomods,0,0,50,2500,,2,,,,,8,,,0
50043,cer_daily_zm_ch_p2_ai_verminparasites,0,0,25,2500,,2,,,,,9,,,0
50044,cer_daily_zm_ch_p2_ai_specials,0,0,5,2500,,2,,,,,10,,,0
50045,cer_daily_zm_ch_p2_ai_elites,0,0,1,2500,,2,,,,,11,,,0
50042,cer_daily_zm_ch_p2_scorestreaks_kills,0,0,25,2500,,2,,,,,12,,,0
43051,cer_daily_zm_ch_p3_milestones_exfil,0,0,1,2500,,3,,,,,1,,,0
43052,cer_daily_zm_ch_p3_milestones_rounds,0,0,25,2500,,3,,,,,2,,,0
49968,cer_daily_zm_ch_p3_use_gobblegums,0,0,5,2500,,3,,,,,3,,,0
43832,cer_daily_zm_p4_bonus_base,0,0,3,3000,,4,,,,,1,,,0
43836,cer_daily_zm_p4_bonus_prestige1,0,0,3,5000,,4,,,,,2,,,0
48897,cer_daily_zm_p4_bonus_prestige2,0,0,3,5000,,4,,,,,3,,,0
48898,cer_daily_zm_p4_bonus_prestige3,0,0,3,5000,,4,,,,,4,,,0
43837,cer_daily_zm_p4_bonus_prestige4,0,0,3,5000,,4,,,,,5,,,0
48899,cer_daily_zm_p4_bonus_prestige5,0,0,3,7500,,4,,,,,6,,,0
48900,cer_daily_zm_p4_bonus_prestige6,0,0,3,7500,,4,,,,,7,,,0
43838,cer_daily_zm_p4_bonus_prestige7,0,0,3,7500,,4,,,,,8,,,0
48901,cer_daily_zm_p4_bonus_prestige8,0,0,3,7500,,4,,,,,9,,,0
48902,cer_daily_zm_p4_bonus_prestige9,0,0,3,7500,,4,,,,,10,,,0
48903,cer_daily_zm_p4_bonus_prestige10,0,0,3,7500,,4,,,,,11,,,0
43840,cer_daily_zm_p4_bonus_prestigemaster,0,0,3,10000,,4,,,,,12,,,0
50328,cer_daily_zm_ch_p5_eliminations_zombie,0,0,250,7500,,5,,,,,1,,,0
52028,cer_daily_zm_ch_p5_eliminations_elite,0,0,1,7500,,5,,,,,2,,,0
52026,cer_daily_zm_ch_p5_ammomod_equipped,0,0,50,7500,,5,,,,,3,,,0
52027,cer_daily_zm_ch_p5_eliminations_specials,0,0,5,7500,,5,,,,,4,,,0
