0,100,3.5,N,1,Y,N,Y,,
0,30,3.5,Y,1,N,N,N,,
0,110,0,Y,1,N,N,N,ui_bomb_interacting,0
0,40,3.5,Y,1,N,N,N,,
0,100,3.5,N,2,N,N,N,,
0,100,5,N,2,N,N,N,,
0,100,3.5,N,2,N,N,N,,
0,100,5,N,1,N,N,N,,
0,100,5,N,1,N,N,Y,,
0,100,5,N,1,Y,N,N,,
0,100,5,N,1,N,N,N,,
0,75,3.5,Y,1,N,N,N,,
0,60,3.5,Y,1,N,Y,N,,
0,50,3.5,Y,1,N,Y,N,,
0,100,5,N,1,N,N,Y,,
0,30,3.5,Y,1,N,N,N,,
0,100,5,Y,1,N,N,N,,
0,50,3.5,Y,1,N,N,N,,
0,100,5,Y,1,N,N,N,,
0,50,3.5,Y,1,N,N,N,,
0,100,5,N,1,Y,N,Y,,
0,50,3.5,N,1,Y,N,Y,,
0,100,3.5,N,1,N,N,Y,,
0,100,3.5,N,1,N,N,Y,,
